"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa04540","Gap junction","26/81","994/20548",4.0543248354457e-15,1.07034175655766e-12,3.15810566129454e-13,"crizotinib/perphenazine/cobimetinib/tegaserod/midostaurin/vortioxetine/sunitinib/thioridazine/dasatinib/nilotinib/promazine/neratinib/salmeterol/tivozanib/nebivolol/regorafenib/cabazitaxel/afatinib/tamoxifen/bosutinib/vandetanib/dacomitinib/axitinib/iloperidone/dronedarone/nortriptyline",26,28.7836338353542
"2","hsa05218","Melanoma","20/81","700/20548",2.26345859533609e-12,2.98776534584364e-10,8.81557558183531e-11,"crizotinib/cabozantinib/cobimetinib/bortezomib/palbociclib/midostaurin/sunitinib/dasatinib/nilotinib/neratinib/tivozanib/regorafenib/fulvestrant/afatinib/tamoxifen/bosutinib/vandetanib/dacomitinib/axitinib/nortriptyline",20,23.1519159134891
"3","hsa05214","Glioma","21/81","816/20548",4.20045908309668e-12,3.69640399312508e-10,1.09064551631282e-10,"perphenazine/cobimetinib/bortezomib/palbociclib/midostaurin/sunitinib/dasatinib/nilotinib/neratinib/tivozanib/regorafenib/fulvestrant/trifluoperazine/afatinib/tamoxifen/bosutinib/vandetanib/dacomitinib/axitinib/nortriptyline/pimozide",21,22.9390811921898
"4","hsa04630","JAK-STAT signaling pathway","21/81","880/20548",1.73734980374047e-11,1.14665087046871e-09,3.38326014412618e-10,"perphenazine/bortezomib/palbociclib/midostaurin/sunitinib/dasatinib/nilotinib/tacrolimus/neratinib/salmeterol/mitoxantrone/tivozanib/regorafenib/fulvestrant/afatinib/tamoxifen/vandetanib/ephedrine/dacomitinib/axitinib/nortriptyline",21,21.8070111456327
"5","hsa05206","MicroRNAs in cancer","26/81","1500/20548",5.0541039561978e-11,2.66856688887244e-09,7.87376195281341e-10,"crizotinib/cabozantinib/cobimetinib/bortezomib/palbociclib/midostaurin/sunitinib/vorinostat/dasatinib/nilotinib/tacrolimus/neratinib/mitoxantrone/tivozanib/regorafenib/fulvestrant/romidepsin/afatinib/tamoxifen/bosutinib/vandetanib/dacomitinib/belinostat/axitinib/topotecan/nortriptyline",26,20.9623149699291
"6","hsa05224","Breast cancer","22/81","1048/20548",6.20409826462148e-11,2.72980323643345e-09,8.05444336108754e-10,"cobimetinib/bortezomib/palbociclib/mometasone/midostaurin/lenalidomide/sunitinib/dasatinib/nilotinib/neratinib/losartan/tivozanib/regorafenib/fulvestrant/afatinib/tamoxifen/bosutinib/vandetanib/dacomitinib/bazedoxifene/axitinib/nortriptyline",22,20.9396270204681
"7","hsa04261","Adrenergic signaling in cardiomyocytes","22/81","1091/20548",1.33969026026555e-10,4.71476484726156e-09,1.39111881458276e-09,"perphenazine/midostaurin/vortioxetine/thioridazine/riluzole/dasatinib/nilotinib/promazine/salmeterol/losartan/nebivolol/regorafenib/trifluoperazine/amlodipine/tamoxifen/bosutinib/ephedrine/iloperidone/dronedarone/nortriptyline/ciclopirox/pimozide",22,20.3931575109867
"8","hsa04014","Ras signaling pathway","28/81","1836/20548",1.42871662038229e-10,4.71476484726156e-09,1.39111881458276e-09,"crizotinib/perphenazine/cabozantinib/cobimetinib/bortezomib/prednicarbate/midostaurin/paroxetine/vortioxetine/sunitinib/thioridazine/riluzole/clobetasol/dasatinib/nilotinib/neratinib/tivozanib/regorafenib/trifluoperazine/afatinib/tamoxifen/bosutinib/vandetanib/dacomitinib/axitinib/iloperidone/nortriptyline/pimozide",28,20.3931575109867
"9","hsa04921","Oxytocin signaling pathway","22/81","1148/20548",3.52275982998847e-10,1.03334288346329e-08,3.04893833238768e-09,"perphenazine/cobimetinib/bortezomib/midostaurin/dasatinib/tacrolimus/neratinib/clotrimazole/losartan/regorafenib/fulvestrant/trifluoperazine/afatinib/amlodipine/tamoxifen/bosutinib/vandetanib/ephedrine/dacomitinib/dantrolene/dronedarone/pimozide",22,19.6084723946654
"10","hsa04970","Salivary secretion","19/81","884/20548",1.10028490487729e-09,2.90475214887603e-08,8.5706403116757e-09,"perphenazine/midostaurin/miglitol/vortioxetine/thioridazine/riluzole/promazine/salmeterol/clotrimazole/nebivolol/trifluoperazine/tamoxifen/ephedrine/dantrolene/iloperidone/dronedarone/nortriptyline/ciclopirox/pimozide",19,18.5749233916464
