"","Var1","Var2","log_fold_change","Sensitive"
"11933","HCC827","betamethasone",-0.313141636977,TRUE
"11939","NCIH1693","betamethasone",0.339214941957,FALSE
"11944","PC14","betamethasone",0.260480163722,TRUE
"11945","NCIH1650","betamethasone",0.640027616852,FALSE
"11957","RERFLCMS","betamethasone",0.334448635417,FALSE
"11958","HCC4006","betamethasone",0.454032391935,FALSE
"11994","CORL105","betamethasone",-0.501682080851,TRUE
"12064","SKLU1","betamethasone",0.469116712706,FALSE
"12065","NCIH2122","betamethasone",-1.74487165153,TRUE
"12081","NCIH522","betamethasone",0.965581538399,FALSE
"12116","NCIH1944","betamethasone",-0.1751307331,TRUE
"12118","NCIH838","betamethasone",0.103040797561,TRUE
"12138","NCIH2228","betamethasone",0.0756333349582,TRUE
"12163","RERFLCKJ","betamethasone",0.957497276972,FALSE
"12172","NCIH1792","betamethasone",0.772579087011,FALSE
"12184","NCIH2030","betamethasone",0.246846036445,TRUE
"12187","ABC1","betamethasone",0.85296467749,FALSE
"12205","HCC78","betamethasone",0.374014471172,FALSE
"12217","NCIH1975","betamethasone",0.0217218205746,TRUE
"12218","NCIH1437","betamethasone",0.488597083706,FALSE
"12219","NCIH2073","betamethasone",0.5159481484,FALSE
"12247","NCIH441","betamethasone",0.051565477172,TRUE
"12262","NCIH1355","betamethasone",0.863181835598,FALSE
"12263","HCC44","betamethasone",0.707409393066,FALSE
"12269","SW1573","betamethasone",0.22225527979,TRUE
"12273","A549","betamethasone",-0.428680113705,TRUE
"12287","EKVX","betamethasone",-0.239235685547,TRUE
"12301","NCIH1838","betamethasone",0.660692062648,FALSE
"12309","NCIH1623","betamethasone",0.206599464355,TRUE
"12321","NCIH1648","betamethasone",0.908247567659,FALSE
"12325","RERFLCAD2","betamethasone",1.06043551212,FALSE
"12330","NCIH2023","betamethasone",0.059997424541,TRUE
"12333","NCIH2126","betamethasone",0.299834030775,TRUE
"12334","LXF289","betamethasone",0.803455529825,FALSE
"12336","RERFLCAD1","betamethasone",0.201480863132,TRUE
"12363","NCIH322","betamethasone",0.182670427805,TRUE
"12366","NCIH2087","betamethasone",0.724531938442,FALSE
"12369","NCIH1373","betamethasone",-0.524117787036,TRUE
"12374","NCIH1435","betamethasone",0.18327791377,TRUE
"12380","NCIH358","betamethasone",0.432025871242,FALSE
"12385","NCIH1568","betamethasone",0.129404706958,TRUE
"12387","NCIH2347","betamethasone",-0.301682320731,TRUE
"12396","NCIH2009","betamethasone",0.182387165978,TRUE
"12397","NCIH1793","betamethasone",0.165945634044,TRUE
"12400","NCIH1563","betamethasone",-0.26393235798,TRUE
"12401","NCIH1651","betamethasone",0.89031573792,FALSE
