"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa04726","Serotonergic synapse","24/84","1377/20540",7.20009899300563e-10,1.99442742106256e-07,1.12169963259456e-07,"miconazole/duloxetine/ibuprofen/tamoxifen/selumetinib/dolasetron/primidone/rizatriptan/phenelzine/vardenafil/pseudoephedrine/ifosfamide/olanzapine/brinzolamide/celecoxib/ephedrine/asenapine/granisetron/escitalopram/amisulpride/clomipramine/nilotinib/pioglitazone/perphenazine",24,16.0032505868327
"2","hsa04750","Inflammatory mediator regulation of TRP channels","22/84","1195/20540",1.60819281243371e-09,2.22734704522069e-07,1.25269755915889e-07,"ibuprofen/tamoxifen/riluzole/ramipril/pheniramine/molindone/pseudoephedrine/olanzapine/levocetirizine/alprostadil/asenapine/loratadine/auranofin/escitalopram/ketotifen/bortezomib/clomipramine/nilotinib/icosapent/olopatadine/perphenazine/pimozide",22,15.8927963775564
"3","hsa00982","Drug metabolism - cytochrome P450","18/84","853/20540",8.11541195704556e-09,7.49323037367206e-07,4.21431919172892e-07,"erythromycin/ibuprofen/tamoxifen/itraconazole/phenelzine/phenylbutyrate/vardenafil/ifosfamide/olanzapine/brinzolamide/rifabutin/celecoxib/loratadine/granisetron/nilotinib/dacarbazine/pioglitazone/perphenazine",18,14.6796075928993
"4","hsa05012","Parkinson disease","21/84","1257/20540",2.25093294044063e-08,1.55877106125514e-06,8.76679145224245e-07,"cladribine/duloxetine/cabazitaxel/methylene-blue/phenelzine/pseudoephedrine/olanzapine/celecoxib/ephedrine/asenapine/escitalopram/mebendazole/bortezomib/regadenoson/clomipramine/ixazomib/colchicine/pioglitazone/perphenazine/carfilzomib/pimozide",21,13.9471247664479
"5","hsa00591","Linoleic acid metabolism","13/84","443/20540",2.85740284066964e-08,1.58300117373098e-06,8.90306569303382e-07,"erythromycin/ibuprofen/tamoxifen/diflorasone/clobetasol/vardenafil/ifosfamide/olanzapine/brinzolamide/rifabutin/celecoxib/nilotinib/dacarbazine",13,13.9316999736415
"6","hsa00830","Retinol metabolism","15/84","732/20540",2.47938755120598e-07,9.81129073834365e-06,5.51803545230804e-06,"erythromycin/ibuprofen/tamoxifen/itraconazole/phenylbutyrate/vardenafil/ifosfamide/olanzapine/brinzolamide/rifabutin/celecoxib/loratadine/granisetron/nilotinib/perphenazine",15,12.1074886573424
"7","hsa05204","Chemical carcinogenesis - DNA adducts","15/84","732/20540",2.47938755120598e-07,9.81129073834365e-06,5.51803545230804e-06,"erythromycin/ibuprofen/tamoxifen/itraconazole/phenylbutyrate/vardenafil/ifosfamide/olanzapine/brinzolamide/rifabutin/celecoxib/loratadine/granisetron/nilotinib/dacarbazine",15,12.1074886573424
"8","hsa05031","Amphetamine addiction","16/84","916/20540",7.93866864130751e-07,2.74876401705273e-05,1.5459512617283e-05,"duloxetine/vorinostat/tamoxifen/phenelzine/phenylbutyrate/pseudoephedrine/olanzapine/ephedrine/asenapine/escitalopram/belinostat/bortezomib/clomipramine/pioglitazone/perphenazine/pimozide",16,11.0772860407041
"9","hsa05034","Alcoholism","17/84","1131/20540",2.68252764132174e-06,8.2562239627347e-05,4.64343965983179e-05,"duloxetine/vorinostat/selumetinib/riluzole/phenelzine/phenylbutyrate/pseudoephedrine/olanzapine/ephedrine/asenapine/escitalopram/belinostat/regadenoson/clomipramine/pioglitazone/perphenazine/pimozide",17,9.97747006736541
"10","hsa05014","Amyotrophic lateral sclerosis","17/84","1174/20540",4.42574930437475e-06,0.000122593255731181,6.89485154786804e-05,"cladribine/miconazole/cabazitaxel/vorinostat/ibuprofen/hydrocortisone/pseudoephedrine/celecoxib/ephedrine/belinostat/mebendazole/bortezomib/nilotinib/ixazomib/colchicine/pioglitazone/carfilzomib",17,9.58215048436022
"11","hsa05030","Cocaine addiction","12/84","617/20540",7.615481315363e-06,0.000191771665850505,0.00010785562054294,"duloxetine/riluzole/phenelzine/pseudoephedrine/olanzapine/ephedrine/asenapine/escitalopram/bortezomib/clomipramine/pioglitazone/perphenazine",12,9.13471707204159
