"","Var1","Var2","log_fold_change","Sensitive"
"61917","HCC827","granisetron",NA,NA
"61923","NCIH1693","granisetron",-0.111770769473,TRUE
"61928","PC14","granisetron",-0.287898809372,TRUE
"61929","NCIH1650","granisetron",0.329345490781,FALSE
"61941","RERFLCMS","granisetron",0.325036466102,FALSE
"61942","HCC4006","granisetron",-0.0114810827682,TRUE
"61978","CORL105","granisetron",-0.829615727952,TRUE
"62048","SKLU1","granisetron",-0.496713538998,TRUE
"62049","NCIH2122","granisetron",0.0118695858062,TRUE
"62065","NCIH522","granisetron",0.316413035081,FALSE
"62100","NCIH1944","granisetron",0.236151048126,TRUE
"62102","NCIH838","granisetron",-0.147057643079,TRUE
"62122","NCIH2228","granisetron",-0.329505915039,TRUE
"62147","RERFLCKJ","granisetron",0.0721948892224,TRUE
"62156","NCIH1792","granisetron",-0.349906373551,TRUE
"62168","NCIH2030","granisetron",-0.671883983461,TRUE
"62171","ABC1","granisetron",0.125909916765,TRUE
"62189","HCC78","granisetron",-0.0795619301455,TRUE
"62201","NCIH1975","granisetron",-0.0114019135216,TRUE
"62202","NCIH1437","granisetron",-0.52754138057,TRUE
"62203","NCIH2073","granisetron",-0.924497114084,TRUE
"62231","NCIH441","granisetron",-0.661804908527,TRUE
"62246","NCIH1355","granisetron",0.108738369406,TRUE
"62247","HCC44","granisetron",0.198515942788,TRUE
"62253","SW1573","granisetron",-0.00603119277035,TRUE
"62257","A549","granisetron",-0.257512573248,TRUE
"62271","EKVX","granisetron",-0.714890705107,TRUE
"62285","NCIH1838","granisetron",0.278795425208,TRUE
"62293","NCIH1623","granisetron",0.0939167923321,TRUE
"62305","NCIH1648","granisetron",-0.238673514672,TRUE
"62309","RERFLCAD2","granisetron",0.41184502103,FALSE
"62314","NCIH2023","granisetron",-0.0403462270691,TRUE
"62317","NCIH2126","granisetron",-0.0970441277964,TRUE
"62318","LXF289","granisetron",-0.0391208960808,TRUE
"62320","RERFLCAD1","granisetron",-0.0480228744253,TRUE
"62347","NCIH322","granisetron",NA,NA
"62350","NCIH2087","granisetron",-0.753218563747,TRUE
"62353","NCIH1373","granisetron",-0.313193892271,TRUE
"62358","NCIH1435","granisetron",-0.10455643601,TRUE
"62364","NCIH358","granisetron",NA,NA
"62369","NCIH1568","granisetron",-1.26542311535,TRUE
"62371","NCIH2347","granisetron",-0.574058261969,TRUE
"62380","NCIH2009","granisetron",-0.325226628121,TRUE
"62381","NCIH1793","granisetron",-0.289993246057,TRUE
"62384","NCIH1563","granisetron",-0.458829282391,TRUE
"62385","NCIH1651","granisetron",-0.315690169856,TRUE
"62391","NCIH23","granisetron",-0.105853253181,TRUE
"62400","NCIH1573","granisetron",NA,NA
"62414","NCIH650","granisetron",-0.340738999582,TRUE
"95429","HCC827","ibuprofen",-0.10422105551,TRUE
"95435","NCIH1693","ibuprofen",0.0728475377499,TRUE
"95440","PC14","ibuprofen",-0.536270714119,TRUE
"95441","NCIH1650","ibuprofen",-0.0245143094215,TRUE
"95453","RERFLCMS","ibuprofen",-0.138055645391,TRUE
"95454","HCC4006","ibuprofen",-0.322059534401,TRUE
"95490","CORL105","ibuprofen",-0.551836033064,TRUE
"95560","SKLU1","ibuprofen",0.269276429101,TRUE
"95561","NCIH2122","ibuprofen",-0.461101500658,TRUE
"95577","NCIH522","ibuprofen",-0.581258121097,TRUE
"95612","NCIH1944","ibuprofen",0.106733575876,TRUE
"95614","NCIH838","ibuprofen",-0.36996324404,TRUE
"95634","NCIH2228","ibuprofen",-0.568149265805,TRUE
"95659","RERFLCKJ","ibuprofen",0.367166565148,FALSE
"95668","NCIH1792","ibuprofen",0.569236951885,FALSE
"95680","NCIH2030","ibuprofen",-0.0329077568466,TRUE
"95683","ABC1","ibuprofen",-0.479924284536,TRUE
"95701","HCC78","ibuprofen",0.0189321225312,TRUE
"95713","NCIH1975","ibuprofen",-0.105407795185,TRUE
"95714","NCIH1437","ibuprofen",-0.550880045065,TRUE
"95715","NCIH2073","ibuprofen",-0.143133318138,TRUE
"95743","NCIH441","ibuprofen",0.322925002919,FALSE
"95758","NCIH1355","ibuprofen",0.298466074428,TRUE
"95759","HCC44","ibuprofen",-0.222825282631,TRUE
"95765","SW1573","ibuprofen",-0.473101708286,TRUE
"95769","A549","ibuprofen",-0.340086263724,TRUE
"95783","EKVX","ibuprofen",-0.558197146248,TRUE
"95797","NCIH1838","ibuprofen",-0.333341275032,TRUE
"95805","NCIH1623","ibuprofen",-0.862649673699,TRUE
"95817","NCIH1648","ibuprofen",-0.365239610856,TRUE
"95821","RERFLCAD2","ibuprofen",0.621671652804,FALSE
"95826","NCIH2023","ibuprofen",0.0620888356128,TRUE
"95829","NCIH2126","ibuprofen",-0.374081848667,TRUE
"95830","LXF289","ibuprofen",-0.164874791789,TRUE
"95832","RERFLCAD1","ibuprofen",-0.516299314314,TRUE
"95859","NCIH322","ibuprofen",-0.87860092724,TRUE
"95862","NCIH2087","ibuprofen",-0.787302157512,TRUE
"95865","NCIH1373","ibuprofen",-0.156886616109,TRUE
"95870","NCIH1435","ibuprofen",-0.513531523737,TRUE
"95876","NCIH358","ibuprofen",-0.406215735209,TRUE
"95881","NCIH1568","ibuprofen",-0.0635935467402,TRUE
"95883","NCIH2347","ibuprofen",-0.19701621489,TRUE
"95892","NCIH2009","ibuprofen",-0.137946164542,TRUE
"95893","NCIH1793","ibuprofen",0.117543054412,TRUE
"95896","NCIH1563","ibuprofen",0.300251334134,FALSE
"95897","NCIH1651","ibuprofen",0.300463085077,FALSE
"95903","NCIH23","ibuprofen",-0.697337015841,TRUE
"95912","NCIH1573","ibuprofen",0.203928196423,TRUE
"95926","NCIH650","ibuprofen",-0.0751546086073,TRUE
"121557","HCC827","itraconazole",0.0332111983691,TRUE
"121563","NCIH1693","itraconazole",0.466776407256,FALSE
"121568","PC14","itraconazole",0.0697841690883,TRUE
"121569","NCIH1650","itraconazole",0.806348467183,FALSE
"121581","RERFLCMS","itraconazole",-0.139862373079,TRUE
"121582","HCC4006","itraconazole",0.538722585312,FALSE
"121618","CORL105","itraconazole",0.671427083316,FALSE
"121688","SKLU1","itraconazole",-0.235377948141,TRUE
"121689","NCIH2122","itraconazole",0.324527768111,FALSE
"121705","NCIH522","itraconazole",0.806231968047,FALSE
"121740","NCIH1944","itraconazole",-0.0046653761568,TRUE
"121742","NCIH838","itraconazole",0.257463970954,TRUE
"121762","NCIH2228","itraconazole",0.240763650755,TRUE
"121787","RERFLCKJ","itraconazole",0.134664889263,TRUE
"121796","NCIH1792","itraconazole",0.287936122532,TRUE
"121808","NCIH2030","itraconazole",0.296637789481,TRUE
"121811","ABC1","itraconazole",0.146615952062,TRUE
"121829","HCC78","itraconazole",0.672835974572,FALSE
"121841","NCIH1975","itraconazole",0.164829846468,TRUE
"121842","NCIH1437","itraconazole",-0.0925242513562,TRUE
"121843","NCIH2073","itraconazole",0.285364330524,TRUE
"121871","NCIH441","itraconazole",0.123473953557,TRUE
"121886","NCIH1355","itraconazole",0.76264950145,FALSE
"121887","HCC44","itraconazole",0.253331170337,TRUE
"121893","SW1573","itraconazole",1.16700525435,FALSE
"121897","A549","itraconazole",0.555480651083,FALSE
"121911","EKVX","itraconazole",0.123944655977,TRUE
"121925","NCIH1838","itraconazole",0.176064462931,TRUE
"121933","NCIH1623","itraconazole",NA,NA
"121945","NCIH1648","itraconazole",0.0825958268154,TRUE
"121949","RERFLCAD2","itraconazole",0.432136224289,FALSE
"121954","NCIH2023","itraconazole",-0.0479425803186,TRUE
"121957","NCIH2126","itraconazole",-0.303448241449,TRUE
"121958","LXF289","itraconazole",0.42381020313,FALSE
"121960","RERFLCAD1","itraconazole",0.3757806474,FALSE
"121987","NCIH322","itraconazole",0.0597579516047,TRUE
"121990","NCIH2087","itraconazole",0.581460243502,FALSE
"121993","NCIH1373","itraconazole",0.662000466979,FALSE
"121998","NCIH1435","itraconazole",0.532319282418,FALSE
"122004","NCIH358","itraconazole",0.292685659491,TRUE
"122009","NCIH1568","itraconazole",-1.36583001086,TRUE
