"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa05202","Transcriptional misregulation in cancer","11/30","1001/20540",8.10434326223084e-08,1.89641632336202e-05,1.28816403431248e-05,"theophylline/fostamatinib/midostaurin/belinostat/amiodarone/axitinib/dexamethasone/nateglinide/levocetirizine/bortezomib/vorinostat",11,11.2597074895645
"2","hsa00982","Drug metabolism - cytochrome P450","9/30","853/20540",2.29346887592179e-06,0.000214004567697728,0.000145365225921533,"quinine/theophylline/norgestrel/ifosfamide/olanzapine/amiodarone/axitinib/dexamethasone/nateglinide",9,8.83626118294353
"3","hsa00591","Linoleic acid metabolism","7/30","443/20540",2.74364830381702e-06,0.000214004567697728,0.000145365225921533,"theophylline/norgestrel/ifosfamide/olanzapine/amiodarone/dexamethasone/nateglinide",7,8.83626118294353
"4","hsa05204","Chemical carcinogenesis - DNA adducts","8/30","732/20540",7.30349220388422e-06,0.000427254293927227,0.000290217716522768,"theophylline/norgestrel/ifosfamide/olanzapine/amiodarone/axitinib/dexamethasone/nateglinide",8,8.14487917002281
"5","hsa05221","Acute myeloid leukemia","8/30","827/20540",1.77475139005123e-05,0.000830583650543973,0.000564184126100495,"sirolimus/mitoxantrone/fostamatinib/pyrimethamine/midostaurin/axitinib/dexamethasone/bortezomib",8,7.48012989502704
"6","hsa00980","Metabolism of xenobiotics by cytochrome P450","8/30","869/20540",2.53586783625955e-05,0.000953273943170359,0.000647523011330293,"quinine/theophylline/norgestrel/ifosfamide/amiodarone/axitinib/dexamethasone/nateglinide",8,7.34235622628802
"7","hsa05206","MicroRNAs in cancer","10/30","1500/20540",3.24412392807402e-05,0.000953273943170359,0.000647523011330293,"quinine/sirolimus/theophylline/mitoxantrone/pyrimethamine/midostaurin/belinostat/axitinib/bortezomib/vorinostat",10,7.34235622628802
"8","hsa05016","Huntington disease","9/30","1185/20540",3.25905621596704e-05,0.000953273943170359,0.000647523011330293,"ixazomib/sirolimus/theophylline/midostaurin/belinostat/amiodarone/nateglinide/bortezomib/vorinostat",9,7.34235622628802
"9","hsa00830","Retinol metabolism","7/30","732/20540",7.05141655567647e-05,0.00183336830447588,0.00124533789462824,"theophylline/ifosfamide/olanzapine/amiodarone/axitinib/dexamethasone/nateglinide",7,6.68834838458031
"10","hsa04213","Longevity regulating pathway - multiple species","6/30","578/20540",0.000161484590178841,0.00377873941018488,0.00256675506494789,"sirolimus/theophylline/midostaurin/belinostat/nateglinide/vorinostat",6,5.96511279849489
"11","hsa02010","ABC transporters","4/30","199/20540",0.000192308207616897,0.00409092005294126,0.00277880759331593,"quinine/mitoxantrone/amiodarone/nateglinide",4,5.88573336656114
"12","hsa04970","Salivary secretion","7/30","884/20540",0.000227988044961596,0.00444576687675113,0.00301984164817553,"quinine/formoterol/dantrolene/miglitol/olanzapine/midostaurin/amiodarone",7,5.80255088334905
"13","hsa04923","Regulation of lipolysis in adipocytes","6/30","654/20540",0.000314674205309456,0.00566413569557021,0.00384743360337878,"formoterol/theophylline/olanzapine/midostaurin/amiodarone/nateglinide",6,5.56034894948168
"14","hsa05216","Thyroid cancer","5/30","475/20540",0.000572270041289805,0.00956508497584388,0.00649720122065868,"fostamatinib/midostaurin/amiodarone/nateglinide/bortezomib",5,5.03638377624448
"15","hsa00590","Arachidonic acid metabolism","6/30","773/20540",0.000762938765470311,0.0114384711032588,0.00776972171206514,"theophylline/norgestrel/ifosfamide/olanzapine/amiodarone/nateglinide",6,4.85752093093701
"16","hsa04640","Hematopoietic cell lineage","5/30","509/20540",0.000782117682274106,0.0114384711032588,0.00776972171206514,"quinine/fostamatinib/midostaurin/axitinib/bortezomib",5,4.85752093093701
"17","hsa04976","Bile secretion","6/30","810/20540",0.000973547566575133,0.0134005959163871,0.00910251904351982,"quinine/theophylline/mitoxantrone/amiodarone/dexamethasone/nateglinide",6,4.69920408579715
"18","hsa04330","Notch signaling pathway","3/30","146/20540",0.00124087183945385,0.0146734248332601,0.00996710368790946,"theophylline/belinostat/vorinostat",3,4.60846523992968
"19","hsa05014","Amyotrophic lateral sclerosis","7/30","1174/20540",0.00124792733450349,0.0146734248332601,0.00996710368790946,"ixazomib/sirolimus/midostaurin/belinostat/dexamethasone/bortezomib/vorinostat",7,4.60846523992968
"20","hsa04919","Thyroid hormone signaling pathway","7/30","1175/20540",0.00125413887463761,0.0146734248332601,0.00996710368790946,"sirolimus/theophylline/midostaurin/belinostat/amiodarone/bortezomib/vorinostat",7,4.60846523992968
"21","hsa04630","JAK-STAT signaling pathway","6/30","880/20540",0.00149286837603777,0.016634819047278,0.0112994047509625,"sirolimus/mitoxantrone/pyrimethamine/midostaurin/axitinib/bortezomib",6,4.48300523155729
"22","hsa05031","Amphetamine addiction","6/30","916/20540",0.00183169240278648,0.0191145072973478,0.0129837633913609,"theophylline/olanzapine/midostaurin/belinostat/bortezomib/vorinostat",6,4.34405567202886
"23","hsa04932","Non-alcoholic fatty liver disease","7/30","1260/20540",0.00187877635828632,0.0191145072973478,0.0129837633913609,"theophylline/norgestrel/midostaurin/amiodarone/nateglinide/levocetirizine/bortezomib",7,4.34405567202886
"24","hsa05215","Prostate cancer","7/30","1274/20540",0.00200167099795822,0.0195162922300926,0.0132566807320917,"sirolimus/norgestrel/midostaurin/axitinib/nateglinide/bicalutamide/bortezomib",7,4.32325364742354
"25","hsa04714","Thermogenesis","6/30","1003/20540",0.00289301861440674,0.0270786542308471,0.0183935078221229,"formoterol/sirolimus/olanzapine/midostaurin/amiodarone/nateglinide",6,3.99575751238257
"26","hsa04211","Longevity regulating pathway","5/30","694/20540",0.00306714937121484,0.0276043443409336,0.0187505892734187,"sirolimus/midostaurin/amiodarone/nateglinide/bortezomib",5,3.9765300991439
"27","hsa04061","Viral protein interaction with cytokine and cytokine receptor","4/30","429/20540",0.00334504870273544,0.0285320589090806,0.0193807507659522,"sirolimus/axitinib/levocetirizine/bortezomib",4,3.94347493405664
"28","hsa04066","HIF-1 signaling pathway","7/30","1400/20540",0.00341409251903529,0.0285320589090806,0.0193807507659522,"sirolimus/pyrimethamine/midostaurin/axitinib/dexamethasone/nateglinide/bortezomib",7,3.94347493405664
