LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
1,IRIS_Monocyte-Day1	0.04318713828669801	4.131359497782476e-19	2.6360218959972794	0.008632689779206589	0.04887625830874319	-3.650374575547995
2,REACTOME_DNA_REPLICATION	0.039628368559840046	-1.7387917768116493e-18	1.6828662606318063	0.09298613679514636	0.23934667704679707	-5.679611725144005
3,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.016691762857129616	9.902244232006447e-19	1.1923005450065949	0.23367354632577175	0.4263711627271191	-6.378497353056121
4,REACTOME_METABOLISM_OF_NUCLEOTIDES	0.030538375863844537	2.2790621276787227e-18	2.722560305416217	0.00668981557802346	0.04050788057597805	-3.422761496008128
5,REACTOME_NEURONAL_SYSTEM	0.023357537218475062	-1.4965244620967836e-18	1.213040990806412	0.225651046628004	0.41557439889797887	-6.353746152013362
6,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.017131362466526065	2.4369122000706085e-18	-1.4762904153246528	0.14045600722546334	0.31077909644714585	-6.002749016665255
7,REACTOME_MRNA_SPLICING	0.04302712552470725	-5.571537993316692e-19	1.2788496309076929	0.20150608315363544	0.3898484523324103	-6.272402078718788
8,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	0.017656956095610125	-1.5827724397954428e-18	0.36973094685301444	0.7117297078744318	0.8173569998300054	-7.016775614485201
9,PID_TCR_PATHWAY	-0.14252980844469518	3.9055688014487214e-20	-4.579427790962479	5.808728800178926e-6	1.1770318884573086e-4	3.14696414244529
10,SVM T cells CD4 memory resting	-0.022506489697317698	5.1006321716836815e-19	-1.308423029026335	0.19129334231252465	0.3757547795424591	-6.234456675829288
11,IRIS_DendriticCell-Control	-0.08211459555487374	-3.6411292471839644e-19	-3.9956785318363295	7.358010793367296e-5	8.877615468613803e-4	0.740555543374187
12,SVM Neutrophils	-0.07763890037017583	-4.405969804134338e-19	-5.911858233558464	6.0415869345505395e-9	2.1145554270926888e-7	9.752942049160877
13,REACTOME_DEVELOPMENTAL_BIOLOGY	-0.007512262443619927	1.108611977494559e-19	-0.282791346245799	0.7774464891584089	0.8546903324780006	-7.044992549840285
14,REACTOME_NEURONAL_SYSTEM	-0.010734683273311039	1.9568527015592032e-19	-0.7576702714985105	0.44898297067205084	0.6522960139952436	-6.799336962796554
15,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.01775203196406082	1.7337064007680964e-18	1.452944304667663	0.1468272117832594	0.3206190283434783	-6.036633376298375
16,KEGG_CALCIUM_SIGNALING_PATHWAY	0.003781910953279113	1.2916855150624678e-19	0.296223603363925	0.7671746140115991	0.8511879723183449	-7.0411239333137345
17,BIOCARTA_CHREBP2_PATHWAY	-0.0470633163156588	1.6879380163761194e-18	-2.0177382758503355	0.044118723271570605	0.15165811124602396	-5.067096482153595
18,REACTOME_COLLAGEN_FORMATION	-0.021622418515850315	1.786289189058435e-18	-1.7898982800457475	0.07403735063639699	0.20806116784680906	-5.495743067708336
19,REACTOME_PEPTIDE_CHAIN_ELONGATION	0.008163223799034756	2.630970149892592e-18	0.2817683562226698	0.7782304133237408	0.8546903324780006	-7.045279827336634
20,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.05612960690127538	-8.161011474693891e-19	-6.499912118483812	1.8478132047033505e-10	1.1856801396846499e-8	13.137369212233176
21,IRIS_Monocyte-Day1	-0.026833255450059344	3.1366599436635042e-19	-2.4996229794131906	0.012731861168679222	0.06051563641903087	-3.9945782454372867
