"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa05202","Transcriptional misregulation in cancer","11/29","1001/20540",5.36881688228514e-08,9.44606576691174e-06,7.20331564915375e-06,"ibuprofen/dexamethasone/axitinib/amiodarone/theophylline/fostamatinib/bortezomib/belinostat/levocetirizine/nateglinide/vorinostat",11,11.8409691311161
"2","hsa00591","Linoleic acid metabolism","8/29","443/20540",1.26778703079891e-07,9.44606576691174e-06,7.20331564915375e-06,"ifosfamide/ibuprofen/dexamethasone/amiodarone/theophylline/norgestrel/nateglinide/albendazole",8,11.8409691311161
"3","hsa00982","Drug metabolism - cytochrome P450","10/29","853/20540",1.41265076672965e-07,9.44606576691174e-06,7.20331564915375e-06,"quinine/ifosfamide/ibuprofen/dexamethasone/axitinib/amiodarone/theophylline/norgestrel/nateglinide/albendazole",10,11.8409691311161
"4","hsa00980","Metabolism of xenobiotics by cytochrome P450","10/29","869/20540",1.67930058078431e-07,9.44606576691174e-06,7.20331564915375e-06,"quinine/ifosfamide/ibuprofen/dexamethasone/axitinib/amiodarone/theophylline/norgestrel/nateglinide/albendazole",10,11.8409691311161
"5","hsa05204","Chemical carcinogenesis - DNA adducts","9/29","732/20540",4.65826805335121e-07,2.09622062400804e-05,1.59852145830789e-05,"ifosfamide/ibuprofen/dexamethasone/axitinib/amiodarone/theophylline/norgestrel/nateglinide/albendazole",9,11.0438463515151
"6","hsa05016","Huntington disease","10/29","1185/20540",2.87169788576766e-06,0.000107688670716287,8.21204834000225e-05,"ixazomib/sirolimus/ibuprofen/amiodarone/theophylline/bortezomib/belinostat/nateglinide/vorinostat/albendazole",10,9.40732307932304
"7","hsa00830","Retinol metabolism","8/29","732/20540",5.52776192631542e-06,0.000177678061917281,0.000135492510374348,"ifosfamide/ibuprofen/dexamethasone/axitinib/amiodarone/theophylline/nateglinide/albendazole",8,8.90659419316223
"8","hsa00590","Arachidonic acid metabolism","7/29","773/20540",7.86434281145104e-05,0.00221184641572061,0.00168669457666647,"ifosfamide/ibuprofen/amiodarone/theophylline/norgestrel/nateglinide/albendazole",7,6.38498453705706
"9","hsa05206","MicroRNAs in cancer","9/29","1500/20540",0.000151136282266507,0.00343500753134501,0.00261944433969234,"quinine/sirolimus/ibuprofen/axitinib/pyrimethamine/theophylline/bortezomib/belinostat/vorinostat",9,5.94479306778904
"10","hsa05014","Amyotrophic lateral sclerosis","8/29","1174/20540",0.000162260618827604,0.00343500753134501,0.00261944433969234,"ixazomib/sirolimus/ibuprofen/dexamethasone/bortezomib/belinostat/vorinostat/albendazole",8,5.94479306778904
"11","hsa02010","ABC transporters","4/29","199/20540",0.000167933701532423,0.00343500753134501,0.00261944433969234,"quinine/ibuprofen/amiodarone/nateglinide",4,5.94479306778904
"12","hsa00140","Steroid hormone biosynthesis","7/29","906/20540",0.000211171725808486,0.00395946985890912,0.00301938520234941,"ibuprofen/dexamethasone/axitinib/theophylline/norgestrel/nateglinide/albendazole",7,5.80270204370063
"13","hsa05216","Thyroid cancer","5/29","475/20540",0.00048604173812983,0.00841226085224706,0.00641496383118723,"ibuprofen/amiodarone/fostamatinib/bortezomib/nateglinide",5,5.04912191909298
"14","hsa04640","Hematopoietic cell lineage","5/29","509/20540",0.000665178289976531,0.0106903653746228,0.00815218505760711,"quinine/ibuprofen/axitinib/fostamatinib/bortezomib",5,4.80946928243528
"15","hsa04976","Bile secretion","6/29","810/20540",0.000805410907446779,0.0120811636117017,0.00921277037991754,"quinine/ibuprofen/dexamethasone/amiodarone/theophylline/nateglinide",6,4.68716467265258
"16","hsa05221","Acute myeloid leukemia","6/29","827/20540",0.000897628931795889,0.0126229068533797,0.00962588920281117,"sirolimus/dexamethasone/axitinib/pyrimethamine/fostamatinib/bortezomib",6,4.64329901836784
"17","hsa04919","Thyroid hormone signaling pathway","7/29","1175/20540",0.00101085355271752,0.0133789440800848,0.010202422854053,"sirolimus/amiodarone/theophylline/bortezomib/belinostat/vorinostat/dipyridamole",7,4.58513005218774
"18","hsa04330","Notch signaling pathway","3/29","146/20540",0.00112259886224774,0.0139335025959589,0.0106253142603102,"theophylline/belinostat/vorinostat",3,4.5445159871681
"19","hsa04213","Longevity regulating pathway - multiple species","5/29","578/20540",0.00117660688588098,0.0139335025959589,0.0106253142603102,"sirolimus/theophylline/belinostat/nateglinide/vorinostat",5,4.5445159871681
"20","hsa04932","Non-alcoholic fatty liver disease","7/29","1260/20540",0.00151985090028499,0.0170983226282061,0.0130387208813923,"ibuprofen/amiodarone/theophylline/bortezomib/norgestrel/levocetirizine/nateglinide",7,4.33983181921273
"21","hsa04923","Regulation of lipolysis in adipocytes","5/29","654/20540",0.00202944072751625,0.021744007794817,0.016581395417802,"formoterol/ibuprofen/amiodarone/theophylline/nateglinide",5,4.09947397010224
"22","hsa04211","Longevity regulating pathway","5/29","694/20540",0.00262795815943662,0.02687684481242,0.0204955588511086,"sirolimus/ibuprofen/amiodarone/bortezomib/nateglinide",5,3.88754705771725
"23","hsa04066","HIF-1 signaling pathway","7/29","1400/20540",0.00277847777029279,0.0271807607963425,0.0207273170049302,"sirolimus/ibuprofen/dexamethasone/axitinib/pyrimethamine/bortezomib/nateglinide",7,3.87630278662558
"24","hsa04061","Viral protein interaction with cytokine and cytokine receptor","4/29","429/20540",0.00294698746243697,0.0276280074603466,0.0210683752797029,"sirolimus/axitinib/bortezomib/levocetirizine",4,3.85998216473708
"25","hsa04371","Apelin signaling pathway","6/29","1167/20540",0.00510697249323357,0.0446614187341558,0.0340575965083855,"dantrolene/sirolimus/ibuprofen/dexamethasone/belinostat/vorinostat",6,3.37970217263842
"26","hsa05203","Viral carcinogenesis","6/29","1175/20540",0.00527948078787836,0.0446614187341558,0.0340575965083855,"sirolimus/pyrimethamine/theophylline/bortezomib/belinostat/vorinostat",6,3.37970217263842
"27","hsa00983","Drug metabolism - other enzymes","5/29","820/20540",0.00535937024809869,0.0446614187341558,0.0340575965083855,"mycophenolate-mofetil/dexamethasone/theophylline/norgestrel/nateglinide",5,3.37970217263842
"28","hsa04613","Neutrophil extracellular trap formation","6/29","1237/20540",0.00676706513839904,0.0543782020049923,0.0414673540435731,"sirolimus/ibuprofen/theophylline/bortezomib/belinostat/vorinostat",6,3.18284881086906
"29","hsa04630","JAK-STAT signaling pathway","5/29","880/20540",0.00719803681600576,0.0550095789422313,0.0419488251115027,"sirolimus/ibuprofen/axitinib/pyrimethamine/bortezomib",5,3.17130485333829
"30","hsa04970","Salivary secretion","5/29","884/20540",0.00733461052563084,0.0550095789422313,0.0419488251115027,"quinine/formoterol/dantrolene/amiodarone/miglitol",5,3.17130485333829
"31","hsa05215","Prostate cancer","6/29","1274/20540",0.00779022042843806,0.0565419224644698,0.0431173490606249,"sirolimus/ibuprofen/axitinib/bortezomib/norgestrel/nateglinide",6,3.14382983245713
"32","hsa04726","Serotonergic synapse","6/29","1377/20540",0.0112327711647243,0.0789804222519674,0.0602283453898044,"quinine/ifosfamide/ibuprofen/amiodarone/nateglinide/albendazole",6,2.80961218383292
"33","hsa04714","Thermogenesis","5/29","1003/20540",0.0122855844239486,0.0796987252858516,0.0607761039606728,"formoterol/sirolimus/ibuprofen/amiodarone/nateglinide",5,2.80055859422797
"34","hsa05169","Epstein-Barr virus infection","6/29","1405/20540",0.0123326076117425,0.0796987252858516,0.0607761039606728,"ibuprofen/pyrimethamine/theophylline/bortezomib/belinostat/vorinostat",6,2.80055859422797
"35","hsa03050","Proteasome","2/29","120/20540",0.0123975794889102,0.0796987252858516,0.0607761039606728,"ixazomib/bortezomib",2,2.80055859422797
"36","hsa01521","EGFR tyrosine kinase inhibitor resistance","5/29","1052/20540",0.014867690688206,0.0929230668012873,0.0708606310578238,"sirolimus/ibuprofen/axitinib/pyrimethamine/bortezomib",5,2.64704027388557
