"","X","Var1","Var2","log_fold_change","Sensitive"
"3137",36357,"HCC827","labetalol",0.534547330339,FALSE
"3138",36363,"NCIH1693","labetalol",0.501812858931,FALSE
"3139",36368,"PC14","labetalol",-0.126377779085,TRUE
"3140",36369,"NCIH1650","labetalol",0.267521159726,TRUE
"3141",36381,"RERFLCMS","labetalol",1.23974117055,FALSE
"3142",36382,"HCC4006","labetalol",0.733454628057,FALSE
"3143",36418,"CORL105","labetalol",0.0975163656464,TRUE
"3144",36488,"SKLU1","labetalol",-0.242546504968,TRUE
"3145",36489,"NCIH2122","labetalol",-0.0557583955738,TRUE
"3146",36505,"NCIH522","labetalol",0.15916154197,TRUE
"3147",36540,"NCIH1944","labetalol",0.3190982718,FALSE
"3148",36542,"NCIH838","labetalol",0.270545551875,TRUE
"3149",36562,"NCIH2228","labetalol",0.43890112365,FALSE
"3150",36587,"RERFLCKJ","labetalol",0.536759944376,FALSE
"3151",36596,"NCIH1792","labetalol",0.429551561779,FALSE
"3152",36608,"NCIH2030","labetalol",0.300442893445,FALSE
"3153",36611,"ABC1","labetalol",0.0957090509808,TRUE
"3154",36629,"HCC78","labetalol",-0.0535149992245,TRUE
"3155",36641,"NCIH1975","labetalol",-0.25022027738,TRUE
"3156",36642,"NCIH1437","labetalol",-0.411317859861,TRUE
"3157",36643,"NCIH2073","labetalol",0.0548290043746,TRUE
"3158",36671,"NCIH441","labetalol",0.265122706013,TRUE
"3159",36686,"NCIH1355","labetalol",0.615712658732,FALSE
"3160",36687,"HCC44","labetalol",-0.616523843703,TRUE
"3161",36693,"SW1573","labetalol",0.0768779029256,TRUE
"3162",36697,"A549","labetalol",-0.22718087328,TRUE
"3163",36711,"EKVX","labetalol",-0.00440395502719,TRUE
"3164",36725,"NCIH1838","labetalol",0.140958987075,TRUE
"3165",36733,"NCIH1623","labetalol",-0.437465964742,TRUE
"3166",36745,"NCIH1648","labetalol",-0.0405374290475,TRUE
"3167",36749,"RERFLCAD2","labetalol",-0.0964738248712,TRUE
"3168",36754,"NCIH2023","labetalol",0.32364680999,FALSE
"3169",36757,"NCIH2126","labetalol",0.556385409814,FALSE
"3170",36758,"LXF289","labetalol",0.633862848623,FALSE
"3171",36760,"RERFLCAD1","labetalol",0.189750593588,TRUE
"3172",36787,"NCIH322","labetalol",0.405667808544,FALSE
"3173",36790,"NCIH2087","labetalol",0.609289056474,FALSE
"3174",36793,"NCIH1373","labetalol",0.244479187235,TRUE
"3175",36798,"NCIH1435","labetalol",0.0935391396525,TRUE
"3176",36804,"NCIH358","labetalol",0.178580066482,TRUE
"3177",36809,"NCIH1568","labetalol",-0.0146541017894,TRUE
"3178",36811,"NCIH2347","labetalol",-0.229475025525,TRUE
"3179",36820,"NCIH2009","labetalol",0.293276157634,TRUE
"3180",36821,"NCIH1793","labetalol",0.181892704441,TRUE
"3181",36824,"NCIH1563","labetalol",-0.0940382991384,TRUE
"3182",36825,"NCIH1651","labetalol",0.832226166371,FALSE
"3183",36831,"NCIH23","labetalol",0.427299948201,FALSE
"3184",36840,"NCIH1573","labetalol",0.369190776443,FALSE
"3185",36854,"NCIH650","labetalol",0.383726706677,FALSE
"6959",80661,"HCC827","norgestrel",0.239668513936,TRUE
