"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa05204","Chemical carcinogenesis - DNA adducts","8/11","732/20548",3.74868504415436e-10,8.73443615287965e-08,2.52542992448293e-08,"dacarbazine/everolimus/itraconazole/tamoxifen/nifedipine/theophylline/atorvastatin/toremifene",8,17.4942694285969
"2","hsa00982","Drug metabolism - cytochrome P450","8/11","853/20548",1.26095053840485e-09,1.13455843729718e-07,3.28040388466319e-08,"dacarbazine/everolimus/itraconazole/tamoxifen/nifedipine/theophylline/atorvastatin/toremifene",8,17.2327141935688
"3","hsa00980","Metabolism of xenobiotics by cytochrome P450","8/11","869/20548",1.46080485488908e-09,1.13455843729718e-07,3.28040388466319e-08,"dacarbazine/everolimus/itraconazole/tamoxifen/nifedipine/theophylline/atorvastatin/toremifene",8,17.2327141935688
"4","hsa00140","Steroid hormone biosynthesis","8/11","907/20548",2.04954132835571e-09,1.1938578237672e-07,3.45185907933593e-08,"dacarbazine/everolimus/itraconazole/tamoxifen/nifedipine/theophylline/atorvastatin/toremifene",8,17.1817677944683
"5","hsa00830","Retinol metabolism","7/11","732/20548",2.06155529667124e-08,9.606847682488e-07,2.77767450498862e-07,"everolimus/itraconazole/tamoxifen/nifedipine/theophylline/atorvastatin/toremifene",7,15.0964815823216
"6","hsa05206","MicroRNAs in cancer","8/11","1500/20548",1.07063144938739e-07,4.15761879512103e-06,1.20211250457531e-06,"everolimus/nintedanib/itraconazole/tamoxifen/dabrafenib/sirolimus/theophylline/atorvastatin",8,13.6314301284149
"7","hsa04015","Rap1 signaling pathway","8/11","1566/20548",1.49833837202544e-07,4.9873262954561e-06,1.44200986179892e-06,"nintedanib/itraconazole/tamoxifen/dabrafenib/sirolimus/nifedipine/theophylline/atorvastatin",8,13.449472680152
"8","hsa01521","EGFR tyrosine kinase inhibitor resistance","7/11","1052/20548",2.48871426203695e-07,7.24838028818263e-06,2.09575937855744e-06,"everolimus/nintedanib/itraconazole/tamoxifen/dabrafenib/sirolimus/atorvastatin",7,13.0755945984021
"9","hsa05205","Proteoglycans in cancer","8/11","1790/20548",4.24120185697006e-07,1.09800003630447e-05,3.17470080521735e-06,"everolimus/nintedanib/itraconazole/tamoxifen/dabrafenib/sirolimus/atorvastatin/toremifene",8,12.6602971646372
"10","hsa04371","Apelin signaling pathway","7/11","1167/20548",5.05022510266698e-07,1.1206633522283e-05,3.24022835069398e-06,"everolimus/nintedanib/tamoxifen/dabrafenib/sirolimus/nifedipine/atorvastatin",7,12.6398667520343
