LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
1,IRIS_Monocyte-Day1	-0.015040805957153658	2.742013542038601e-19	-3.07334781929573	0.002202386123692283	0.003117348005961504	-3.4691893489544006
2,REACTOME_DNA_REPLICATION	0.057161650963509336	1.0173080295035374e-18	6.698460618536007	4.4561330881930946e-11	1.478975205995122e-10	13.569497043986969
3,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.020424447382942773	1.748296200639815e-18	3.1475276185963037	0.001719412176705064	0.0025170102206518996	-3.2415791791354787
4,REACTOME_METABOLISM_OF_NUCLEOTIDES	0.03695317043879219	-4.3335770888317776e-19	9.576457272563593	1.8895715751822312e-20	2.508569160155721e-19	34.848383504260056
5,REACTOME_NEURONAL_SYSTEM	0.007497024249941727	9.553016832008083e-19	1.8938963095242527	0.058668064184043814	0.07014659848092195	-6.372361107278341
6,KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.010326472631532971	-3.137076777765435e-19	3.1429599458561137	0.001746069832255343	0.0025463518387057083	-3.255746763718144
7,DMAP_ERY3	0.07918511609320428	-7.775232271237329e-19	8.906918610860753	4.869518655157797e-18	4.572596785940858e-17	29.356043819290825
8,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	0.07573763795763955	-3.8679033688462006e-18	5.96384264336403	3.9824801750602396e-9	1.035983018512292e-8	9.178323174149932
9,PID_TCR_PATHWAY	0.010386935457346891	6.737888314850304e-19	1.2858936547605277	0.19892316701089396	0.2259156911480654	-7.335928254546373
10,SVM T cells CD4 memory resting	0.0045398792762241826	-8.773797014301473e-19	0.8381642904066728	0.4022365130010318	0.4246384474085095	-7.810924426840015
11,IRIS_DendriticCell-Control	-0.013427614268578119	-7.927117523418606e-19	-1.8493967804168456	0.06483955501828466	0.07728553771529285	-6.455273252959356
12,SVM Neutrophils	0.011682731018893333	1.0017963441743855e-18	2.634619058337139	0.008617287752975569	0.011440192361708946	-4.707071279530666
13,REACTOME_DEVELOPMENTAL_BIOLOGY	0.015028795096790616	-1.1370388506379277e-18	1.8006685819954804	0.0722034844375466	0.08527098622225596	-6.543825737222276
14,KEGG_BASAL_CELL_CARCINOMA	0.030935127985835184	3.46831589156503e-19	7.555735771754321	1.367112621790432e-13	5.659552251498025e-13	19.252189580069306
15,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.13452987091230711	1.5489064121380097e-18	-10.314864423380866	2.945364529959322e-23	9.449711200286159e-22	41.25259767442757
16,KEGG_CALCIUM_SIGNALING_PATHWAY	0.002397104758682331	5.883129821191836e-19	0.3402179978905172	0.7337987047344736	0.7513630354329053	-8.10433357481455
17,BIOCARTA_CHREBP2_PATHWAY	0.03792359023863702	-1.7167880898149753e-18	6.483856976630449	1.7323758152534091e-10	5.422477145305386e-10	12.24008831111968
18,REACTOME_COLLAGEN_FORMATION	0.014394452803070772	-5.810822746350217e-19	3.602377568633916	3.3859158035640883e-4	5.409035619801553e-4	-1.7311639011267177
19,REACTOME_PEPTIDE_CHAIN_ELONGATION	0.022184720818429607	1.1586905780765354e-18	2.4439178066287073	0.014784884235114665	0.018910898440262947	-5.187030763656009
20,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	7.587406155723456e-4	2.0347776390625866e-18	0.227510998718129	0.8200956309692643	0.826536172573735	-8.136345168110655
21,SVM Macrophages M1	-0.012988247300368697	-1.1952076706222468e-18	-2.8635653361010083	0.004319640591037513	0.005943543591368002	-4.084265867599678
22,MIPS_SPLICEOSOME	0.10291952601770268	1.6804325773247759e-19	6.935569315707697	9.524878182948815e-12	3.42717579479934e-11	15.082235232392728
23,DMAP_ERY4	0.025541658553487202	-1.2722813571014698e-18	6.42502764131028	2.4973372230555327e-10	7.630752626003016e-10	11.882318737748834
24,REACTOME_PLATELET_HOMEOSTASIS	0.010076726948668558	1.5737897406868575e-19	3.1326393690353784	0.0018077106703319776	0.0026164233386383887	-3.2876846013999215
25,PID_INTEGRIN1_PATHWAY	-0.024995016971370337	-7.846327495662607e-19	-3.402408129963489	7.075703972560086e-4	0.0011028931293261672	-2.4194322744865815
26,SVM Neutrophils	-0.012516781496579473	-1.1690317016293032e-18	-1.5215399061653432	0.12859487964222976	0.14778814526047301	-7.0058949347192545
LV 27	0.03063723774515638	-1.4946963035137345e-18	8.346333504571701	4.0069942432751825e-16	2.659815144243009e-15	25.00009741526995
28,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.018046987031092684	-1.4459799167768672e-18	-2.091055298623057	0.03689818103587109	0.04481324826123145	-5.981572149073351
29,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.018598780691668763	-3.8536843239611447e-19	5.432470082763685	7.778098982648206e-8	1.7719337919050646e-7	6.28844887205698
