"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"1","BRD-K11413513",NA,"HEPG2","trt_cp","up",0.571346389189088,1.86694236487809e-05,0.000286220601914003,1.88456680913933,1.06273775115538,63,33,NA,99.8434176317655
"2","WZ-4002","44607530","HEPG2","trt_cp","down",-0.485877434164015,2.2368493602502e-05,0.000286220601914003,-1.62294495140151,0,63,33,"EGFR; ERBB2",-98.1476010399433
"3","BRD-K56634255",NA,"HEPG2","trt_cp","down",-0.479137812660522,2.26731228928085e-05,0.000286220601914003,-1.6004330298255,-0.961709917926358,63,33,NA,-99.9074292917356
"4","BRD-K98945308","54657652","HEPG2","trt_cp","up",0.478032510551175,2.27166413628523e-05,0.000286220601914003,1.57677412533037,0,63,33,NA,99.5135113842275
"5","bromodichloromethane",NA,"HEPG2","trt_cp","down",-0.464429084319072,2.33258999434652e-05,0.000286220601914003,-1.55130241637282,-1.55130241637282,63,33,NA,-99.2082250059088
"6","BAS-00535043","9592990","HEPG2","trt_cp","down",-0.458520922821209,2.3543492293684e-05,0.000286220601914003,-1.53156776684846,0,63,33,NA,-97.5783896635941
"7","GDC-0879","11717001","HEPG2","trt_cp","down",-0.457321649609645,2.36305292337716e-05,0.000286220601914003,-1.52756191214684,-0.790538830812985,63,33,"BRAF; RAF1",-98.7266603639801
"8","BRD-K05402890","17757146","HEPG2","trt_cp","up",0.452910313972019,2.38046031139467e-05,0.000286220601914003,1.49390940658603,1.28854311759048,63,33,NA,98.1121484282676
"9","hydrochlorothiazide","3639","HEPG2","trt_cp","up",0.451213619933061,2.38916400540343e-05,0.000286220601914003,1.48831291848076,0.506026392283458,63,33,"CA1; CA4; KCNMA1; SLC12A3",99.1067911447254
"10","BRD-K78133682","54649454","HEPG2","trt_cp","up",0.450737919605537,2.38916400540343e-05,0.000286220601914003,1.48674383698254,0.751848222803502,63,33,NA,98.7365083116678
"11","parbendazole","26596","HEPG2","trt_cp","up",0.450165841843751,2.39351585240781e-05,0.000286220601914003,1.48485685776554,1.01310653519283,63,33,"TUBB",97.9595052391082
"12","BRD-K08266813",NA,"HEPG2","trt_cp","up",0.449915618729467,2.39351585240781e-05,0.000286220601914003,1.48403150525613,0.544950122443972,63,33,NA,99.1363349877885
"13","BRD-K98645985","54633693","HEPG2","trt_cp","up",0.44736383533033,2.40657139342094e-05,0.000286220601914003,1.47561453371467,-0.729274068915833,63,33,NA,98.6262112975656
