LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
1,IRIS_Monocyte-Day1	-0.01222879593171181	-7.954586132855646e-19	-2.1407216447798922	0.03265578878731126	0.040039741029028145	-5.87514983436105
2,REACTOME_DNA_REPLICATION	0.05439570743125406	1.465207943382795e-18	6.519507813174365	1.3861433990332233e-10	4.2354381637126265e-10	12.460171265126565
3,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.019972774719139372	2.0740415925520022e-18	3.0451745558201875	0.0024164106477224776	0.00344562259027094	-3.5523024138193415
4,REACTOME_METABOLISM_OF_NUCLEOTIDES	0.03698770029541126	-3.254222318011633e-19	9.578629794571881	1.8551455664936425e-20	2.5508251539287583e-19	34.8684125764517
5,REACTOME_NEURONAL_SYSTEM	0.007326754636959238	1.4136639056744678e-18	1.8504613451052112	0.06468589855866227	0.07710238682688847	-6.4513524745300845
6,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.009672775234512746	1.1098934013119121e-18	2.938116569616816	0.003415284970237241	0.004764075049062818	-3.8685838461531787
7,REACTOME_MRNA_SPLICING	0.07515378130664845	-8.009523351729725e-19	9.179675606394865	5.262298796392123e-19	5.537223721370559e-18	31.5580011284406
8,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	0.07907031046110569	-1.5430895301395778e-18	5.947042751841242	4.390740943896748e-9	1.1269568422668321e-8	9.085119873214854
9,PID_TCR_PATHWAY	0.014024314318126464	9.468591253003065e-19	1.7600928736063852	0.0788470784637145	0.09311694849242357	-6.6138154375833
10,SVM T cells CD4 memory resting	0.0029557098560159837	-8.132324193918843e-19	0.5353585655378003	0.5925790950828675	0.6166025719105513	-8.016904930935988
11,IRIS_DendriticCell-Control	-0.009617606750433254	4.88294927757257e-19	-1.2774801254919859	0.2018740567778606	0.2259346274984777	-7.344729912070138
12,SVM Neutrophils	0.011387062977460852	2.464095846557965e-19	2.561954244886456	0.010625499728152882	0.014303557326359649	-4.8921694111575516
13,REACTOME_DEVELOPMENTAL_BIOLOGY	0.012134503410710231	-3.393181165751951e-19	1.523922833735264	0.12799854259131385	0.14710280267956966	-7.00031452704485
14,REACTOME_NEURONAL_SYSTEM	0.03057998291993772	3.200900899692674e-19	7.555255137231267	1.3718400045447952e-13	5.803938480766441e-13	19.250671207417835
15,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.13379362677775478	2.097632280656754e-18	-10.242372989929772	5.641850407650626e-23	1.810093672454576e-21	40.610028194910115
16,KEGG_CALCIUM_SIGNALING_PATHWAY	0.0015736347133496996	5.189951383045365e-19	0.22180420900191763	0.8245337046586307	0.8339236130599779	-8.135662597733047
17,BIOCARTA_CHREBP2_PATHWAY	0.05156070383066373	-1.1530352761336154e-18	8.228854399567505	9.814878282983981e-16	5.725345665073989e-15	24.118041217938753
18,REACTOME_COLLAGEN_FORMATION	0.015788328058579704	-1.4631074026611389e-19	3.968171027794458	8.021875617028269e-5	1.360538375575279e-4	-0.3726620041329456
19,REACTOME_PEPTIDE_CHAIN_ELONGATION	0.021959658234486645	1.042676098218921e-18	2.429664111266514	0.01537383155725614	0.020064153049300388	-5.219527403753244
20,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.0017224460229441785	1.2117696263122266e-18	0.5084243864929444	0.6113226547227598	0.6343914341462602	-8.030965594648128
21,IRIS_Monocyte-Day1	-0.012579779460169251	-3.651709254571148e-20	-2.7663143210709618	0.005825234630161056	0.007981193354491125	-4.353061036724322
22,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.09974877759280726	-1.4193192076173877e-18	6.86486374351236	1.516084634059401e-11	5.211540929579191e-11	14.628210495279685
