"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"1","SC-144",NA,"GI1","trt_cp","down",-0.461834982642862,2.34129368835527e-05,0.000310246477728166,-1.65160389009981,-1.3092225989089,57,52,NA,-99.4455605451824
"2","API-001",NA,"GI1","trt_cp","down",-0.423152897867844,2.51101572152601e-05,0.000310246477728166,-1.51326988749569,0,57,52,NA,-97.668990782321
"3","CP-339818",NA,"GI1","trt_cp","down",-0.414632050168676,2.54583049756103e-05,0.000310246477728166,-1.48279782336932,-0.978103007752925,57,52,NA,-97.1096273536595
"4","stemregenin-1",NA,"GI1","trt_cp","down",-0.405372185951748,2.58934896760481e-05,0.000310246477728166,-1.44968290497367,-1.0690674467694,57,52,NA,-95.354723075711
"5","CGM-097",NA,"GI1","trt_cp","down",-0.402148859070482,2.60240450861794e-05,0.000310246477728166,-1.43815571579087,-1.17255189125881,57,52,NA,-97.4730166233357
"6","AZD-5363",NA,"GI1","trt_cp","down",-0.401593826257712,2.60240450861794e-05,0.000310246477728166,-1.4361708199143,0,57,52,NA,-96.1730875285591
"7","entinostat","4261","GI1","trt_cp","down",-0.401042684973322,2.60675635562232e-05,0.000310246477728166,-1.4341998408341,-1.42946630203206,57,52,"HDAC1; HDAC2; HDAC3; HDAC9",-96.9914519814071
"8","GS-9973",NA,"GI1","trt_cp","down",-0.397388717772634,2.62416374363983e-05,0.000310246477728166,-1.42113260541504,0,57,52,NA,-96.5039785708658
"9","Ro-20-1724",NA,"GI1","trt_cp","down",-0.385910759410415,2.67203406068799e-05,0.000310246477728166,-1.38008538856506,-0.884087464373061,57,52,NA,-96.3326242810998
"10","N20C","6603827","GI1","trt_cp","down",-0.381769561834451,2.6894414487055e-05,0.000310246477728166,-1.36527573082326,0.936017063580184,57,52,NA,-95.9140865043725
"11","LY-456236","9926999","GI1","trt_cp","down",-0.380623960483505,2.69379329570988e-05,0.000310246477728166,-1.36117885700721,-0.744745182407341,57,52,"GRM1",-97.0111478767825
"12","SKI-II","753704","GI1","trt_cp","down",-0.376541640917205,2.71120068372739e-05,0.000310246477728166,-1.3465797574809,-1.20297383598867,57,52,"SPHK1",-94.2084219648625
"13","taselisib",NA,"GI1","trt_cp","down",-0.369187538355348,2.74601545976241e-05,0.000310246477728166,-1.3202801811044,-1.08211364507085,57,52,NA,-91.8478689041204
"14","fludarabine","57007282","GI1","trt_cp","down",-0.368610033872679,2.74601545976241e-05,0.000310246477728166,-1.31821492254675,0,57,52,"ADA; BAX; DCK; MCL1; POLA1; RRM1; RRM2; SLC29A1",-92.4732135822894
"15","SM-21",NA,"GI1","trt_cp","down",-0.365076751435943,2.76342284777992e-05,0.000310246477728166,-1.30557927726942,0.279230611377581,57,52,NA,-93.7465532183093
"16","rucaparib","9931954","GI1","trt_cp","down",-0.362260985657457,2.78083023579743e-05,0.000310246477728166,-1.29550959894678,-0.906171214328283,57,52,"PARP1; PARP2; PARP3; TNKS2",-95.6137240998976
"17","diflunisal","3059","GI1","trt_cp","down",-0.359884334939275,2.78953392980619e-05,0.000310246477728166,-1.28701027403836,0,57,52,"TTR",-93.1202237453715
"18","tiagabine","91274","GI1","trt_cp","down",-0.35786927279786,2.79823762381494e-05,0.000310246477728166,-1.27980405407531,-0.713605194343042,57,52,"SLC6A1",-92.1620184353581
"19","thioridazine","5452","GI1","trt_cp","down",-0.354808290457445,2.83087647634778e-05,0.000310246477728166,-1.26885743779253,-0.801472061624031,57,52,"ADRA1A; ADRA1B; CHRNA7; DRD1; HRH1; HTR1E; HTR6; HTR7; KCNH2; MALT1",-91.2363113527141
"20","flupirtine","25162978","GI1","trt_cp","down",-0.351192503274261,2.88745048740469e-05,0.000310246477728166,-1.25592674089437,-0.788233256147803,57,52,"KCNQ1; KCNQ2; KCNQ3",-89.7138186401954
"21","papaverine","6084","GI1","trt_cp","down",-0.350781299847644,2.88745048740469e-05,0.000310246477728166,-1.25445620443753,-0.753448777809067,57,52,"PDE10A; PDE4B; PDE5A",-83.8601985346254
"22","BI-2536","11364421","GI1","trt_cp","down",-0.349073628072962,2.9440244984616e-05,0.000310246477728166,-1.24834926699867,-1.16738702970037,57,52,"BRD4; PLK1; PLK2; PLK3",-91.4234223587804
"23","AZ-628","11676786","GI1","trt_cp","down",-0.348461589382805,2.97013558048787e-05,0.000310246477728166,-1.24616050798398,-1.16816114648609,57,52,"BRAF; RAF1",-87.5699204285827
"24","vemurafenib","42611257","GI1","trt_cp","down",-0.34719962904651,2.99407073901195e-05,0.000310246477728166,-1.24164751377846,-0.90961023705187,57,52,"BRAF; CYP3A4; CYP3A5; RAF1",-91.3150949342157
"25","vorinostat","5311","GI1","trt_cp","down",-0.344752169186164,3.03976513255791e-05,0.000310246477728166,-1.23289496280651,-1.36887389953574,57,52,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-94.4428031198298
"26","piceatannol","4813","GI1","trt_cp","down",-0.34394890799152,3.07457990859294e-05,0.000310246477728166,-1.23002235816697,-0.940613735587125,57,52,"ATP5A1; ATP5B; ATP5C1; ATP5F1A; ATP5F1B; ATP5F1C; IRF3; SIRT1; SIRT3; TYR",-90.049633656346
"27","PI-103","9884685","GI1","trt_cp","down",-0.341385882312486,3.25082971227024e-05,0.000310246477728166,-1.22085652331034,-1.10565111850882,57,52,"MLST8; MTOR; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PRKDC",-80.1494918458993
"28","suprofen","5359","GI1","trt_cp","down",-0.338725867688125,3.43795913345848e-05,0.00031428170890161,-1.21134383876623,-0.666782732605319,57,52,"CYP2C9",-89.2361931773418
"29","NNC-05-2090","9888030","GI1","trt_cp","down",-0.338624975843086,3.43795913345848e-05,0.00031428170890161,-1.21098303161647,-0.760895488634413,57,52,"SLC6A11; SLC6A12; SLC6A13",-86.5989127865753
"30","dasatinib","3062316","GI1","trt_cp","down",-0.337553221100834,3.52499607354604e-05,0.00031603584786523,-1.20715024638352,-1.02224602596347,57,52,"ABL1; ABL2; ACVRL1; BCR; BLK; BMPR1B; BMX; BTK; CSK; DDR1; DDR2; EPHA1; EPHA2; EPHA3; EPHA4; EPHA5; EPHA6; EPHA8; EPHB1; EPHB2; EPHB3; EPHB4; EPHB6; ERBB3; ERBB4; FGR; FRK; FYN; GAK; HCK; HSPA8; KIT; LCK; LIMK1; LIMK2; LYN; MAP2K5; MAP3K19; MAP3K20; MAP4K5; MAPK14; MLTK; NEK11; NLK; NR4A3; PDGFRA; PDGFRB; PPAT; PTK6; RIPK2; SIK1; SIK2; SIK3; SRC; SRMS; STAT5B; TEC; TESK1; TNK2; TNNI3K; TXK; TYK2; YES1",-90.2396990467187
"31","saxagliptin",NA,"GI1","trt_cp","down",-0.33669072515884,3.62291263114454e-05,0.000318515186335014,-1.20406580777118,0,57,52,"DPP4",-80.3622075159537
"32","LY-294002","3973","GI1","trt_cp","down",-0.336201550982257,3.7882828173109e-05,0.000326634448841826,-1.20231643406987,-0.956025147014124,57,52,"AKT1; CHEK1; GSK3B; LCK; MAPK11; MAPK12; MAPK14; MAPK8; MTOR; PDE2A; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIM1; PLK1; PRKCA; PRKDC; ROCK1; RPS6KB1; SGK1",-87.9618687465532
"33","rimonabant","104850","GI1","trt_cp","down",-0.335758976886887,3.7882828173109e-05,0.000326634448841826,-1.20073371053215,-0.721010656247924,57,52,"CNR1; GPR55",-85.7382021586701
"34","panobinostat","6918837","GI1","trt_cp","down",-0.335586460318089,3.7882828173109e-05,0.000326634448841826,-1.20011676065429,-1.29894027156914,57,52,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-89.0412038131253
"35","nifedipine","4485","GI1","trt_cp","down",-0.33535829979517,3.9057826864291e-05,0.000330204643335906,-1.19930081811771,-0.561543839433324,57,52,"ABCG2; CACNA1C; CACNA1D; CACNA1F; CACNA1H; CACNA1S; CACNA2D1; CACNB2; CALM1; CALM2; CALM3; CYP2C9; CYP3A5; EDN1; GLRA1; GLRA3; GLRB; KCNA1; KCNA5; NR1I2; TRPM3",-86.4689198770976
"36","ranirestat",NA,"GI1","trt_cp","down",-0.333026359551808,4.20388420622898e-05,0.000341257668748354,-1.19096138580494,0.85650745219187,57,52,"AKR1B1",-86.0809107382021
"37","VS-4718",NA,"GI1","trt_cp","down",-0.331976922004564,4.37795808640409e-05,0.000348452246375464,-1.18720841082343,-1.14143489191182,57,52,NA,-85.3354210982431
"38","GDC-0349",NA,"GI1","trt_cp","down",-0.331831771081193,4.37795808640409e-05,0.000348452246375464,-1.186689325352,-1.13909963537952,57,52,NA,-85.6594185771685
"39","PF-02545920",NA,"GI1","trt_cp","down",-0.328248922856302,5.31360519234533e-05,0.000391272462401388,-1.17387642401653,-0.992392659572919,57,52,NA,-84.3555503033168
"40","anguidine",NA,"GI1","trt_cp","down",-0.327816176928122,5.31360519234533e-05,0.000391272462401388,-1.17232884774954,-1.04900686789205,57,52,NA,-82.5622390293863
"41","SAL-003",NA,"GI1","trt_cp","down",-0.323778810809025,6.71054808075061e-05,0.000458649723572552,-1.15789050973127,-1.19203474623491,57,52,NA,-83.8503505869377
"42","camostat-mesilate",NA,"GI1","trt_cp","down",-0.323623016248121,6.71054808075061e-05,0.000458649723572552,-1.15733336072239,0,57,52,NA,-82.949263373513
"43","harmane",NA,"GI1","trt_cp","down",-0.32359799265678,6.71054808075061e-05,0.000458649723572552,-1.15724387191718,-0.695926976280096,57,52,NA,-86.0316709997636
"44","KU-0063794","16736978","GI1","trt_cp","down",-0.323523237575832,6.71054808075061e-05,0.000458649723572552,-1.15697653447602,-0.96348582109212,57,52,"MTOR",-86.2896872291814
"45","spironolactone","11869580","GI1","trt_cp","down",-0.321956574134384,7.74193582078816e-05,0.000510982860569459,-1.1513738678708,0.817774115385657,57,52,"AR; CACNA1A; CACNA1B; CACNA1C; CACNA1D; CACNA1F; CACNA1G; CACNA1H; CACNA1I; CACNA1S; CACNA2D1; CACNA2D2; CACNA2D3; CACNB1; CACNB2; CACNB3; CACNB4; CACNG1; CYP11B2; GPER1; KCNA5; KCND3; NR1I2; NR3C1; NR3C2; PGR; SCNN1A; SHBG; SRD5A1; SRD5A2; SRD5A3",-82.3308122587253
"46","vandetanib",NA,"GI1","trt_cp","down",-0.321746878430023,7.74193582078816e-05,0.000510982860569459,-1.15062395880355,-1.09832092713628,57,52,"ABL2; BLK; BTK; DDR1; EGFR; EPHA1; EPHA2; EPHA6; EPHA8; EPHB1; EPHB2; EPHB4; EPHB6; FGR; FLT4; GAK; HCK; IRAK4; MAP2K5; PDGFRA; PTK6; RET; RIPK2; SIK2; STK10; STK35; TEK; TYRO3; VEGFA; YES1",-79.0878830851651
"47","obatoclax","11404337","GI1","trt_cp","down",-0.319762266482108,8.91911043547236e-05,0.00056832464235668,-1.14352663413845,-1.23073841314498,57,52,"BCL2; BCL2L1; MCL1",-81.64637989443
"48","L-693403","4687238","GI1","trt_cp","down",-0.31783493044461,0.000103269329413886,0.000635307208651619,-1.13663413829752,0,57,52,"SIGMAR1",-81.1825415583392
"49","tipifarnib-P2","159324","GI1","trt_cp","down",-0.317666530575295,0.000103269329413886,0.000635307208651619,-1.13603191046787,-1.00164666654267,57,52,"FNTA; FNTB",-78.3492870085874
"50","SGX-523",NA,"GI1","trt_cp","down",-0.317252315880809,0.00011184246801251,0.000674121895403474,-1.13455060518252,0,57,52,"MET",-84.9779405971795
"51","ambenonium",NA,"GI1","trt_cp","down",-0.316622240075461,0.00011184246801251,0.000674121895403474,-1.13229734224169,0,57,52,"ACHE",-81.9329551721421
"52","lapatinib","208908","GI1","trt_cp","down",-0.315585780078943,0.000121808197652535,0.000721134073136022,-1.12859077728555,-0.949330111622819,57,52,"CYP3A5; EGFR; ERBB2; ERBB4",-82.9797920113448
"53","maltobionic-acid",NA,"GI1","trt_cp","down",-0.315442635193393,0.000131708649587495,0.000765860568843417,-1.1280788657615,0,57,52,NA,-82.4539116048216
"54","pentoxifylline","4740","GI1","trt_cp","down",-0.314763505147514,0.000131708649587495,0.000765860568843417,-1.12565017614765,0.102652699877522,57,52,"ACHE; ADORA1; ADORA2A; ADRA2B; CHIA; F3; ICAM1; IFNG; IL10; IL6; ITGAM; LTA; MPO; NT5E; PDE4A; PDE4B; PDE5A; TNF",-80.8053651619003
"55","CTEP",NA,"GI1","trt_cp","down",-0.313226755838902,0.000155447974996376,0.000872474528688481,-1.12015448779229,-0.316289507189223,57,52,NA,-78.0223351453557
"56","CPI-1189",NA,"GI1","trt_cp","down",-0.312510031261058,0.000155447974996376,0.000872474528688481,-1.11759135345776,0,57,52,NA,-78.561017883873
"57","BRD-K37846922",NA,"GI1","trt_cp","down",-0.312403945989918,0.000167807220488809,0.000925372890046466,-1.11721197369424,0.083764415340996,57,52,NA,-80.2469865280076
"58","siramesine",NA,"GI1","trt_cp","down",-0.311371165167602,0.000182864611123956,0.000991605472176173,-1.11351856611824,-1.15037625235491,57,52,NA,-82.4352005042149
"59","AS-605240","10377751","GI1","trt_cp","down",-0.309795790748502,0.000200206721436402,0.001066173239015,-1.10788474751043,0.737083979959596,57,52,"MAOB; PIK3CA; PIK3CB; PIK3CD; PIK3CG",-79.036673757189
"60","gabapentin","3446","GI1","trt_cp","down",-0.309361342473467,0.000219746514486058,0.00114955128880389,-1.10633108334886,0,57,52,"ADORA1; BCAT1; BCAT2; CACNA1B; CACNA2D1; CACNA2D2; GABBR1; GABBR2; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B",-79.4414244071535
"61","amygdalin",NA,"GI1","trt_cp","down",-0.308693724554606,0.000219746514486058,0.00114955128880389,-1.10394356314503,-0.788537787455622,57,52,NA,-71.3651225084692
"62","doxycycline","54416524","GI1","trt_cp","down",-0.307922223555838,0.000240221954641656,0.00123841692451299,-1.10118453860452,-0.808529388987664,57,52,"B2M; MMP1; MMP8; PADI4",-73.0008666193965
"63","icosapent","446284","GI1","trt_cp","down",-0.307757214372642,0.000240221954641656,0.00123841692451299,-1.1005944364704,0.742888774541141,57,52,"ACSL3; ACSL4; FADS1; FFAR1; PPARA; PPARD; PPARG; SLC8A1; TRPV1",-80.2391081698574
"64","DPCPX",NA,"GI1","trt_cp","down",-0.307418232819354,0.000262590448244158,0.00133056309762998,-1.09938217825453,-0.852621785200803,57,52,NA,-82.4480028362089
"65","BRD-K58930050",NA,"GI1","trt_cp","down",-0.307372531053114,0.000262590448244158,0.00133056309762998,-1.09921874062477,0.847492883281663,57,52,NA,-83.1383439691168
"66","pamidronate",NA,"GI1","trt_cp","down",-0.304521914955435,0.000316770943448662,0.00155122437700381,-1.08902443137352,0,57,52,"FDPS",-81.303671314898
"67","atorvastatin","2250","GI1","trt_cp","down",-0.303661214486681,0.000347690816414767,0.00167366277610908,-1.08594641369224,-0.785017092736172,57,52,"AHR; APOA1; APOB; APOE; CCL2; CD40LG; CETP; CRP; CYP3A5; DPP4; FASLG; HMGCR; IL6; LDLR; LPL; MTTP; PON1; RHOA; SERPINE1; SLCO1B1; VCAM1",-76.696801386591
"68","alclofenac",NA,"GI1","trt_cp","down",-0.303017306585009,0.000381069482938344,0.0018048190100509,-1.08364368471926,0,57,52,NA,-74.498739462696
"69","erlotinib","176871","GI1","trt_cp","down",-0.301602225425094,0.000416711109904199,0.00194290430892658,-1.07858310326407,-0.928175952398135,57,52,"EGF; EGFR; GAK; MAP3K19; NR1I2; SLK; STK10",-82.6922319388639
"70","EBPC","54677973","GI1","trt_cp","down",-0.301529881753049,0.000416711109904199,0.00194290430892658,-1.07832438944926,-0.805211808533446,57,52,"AKR1A1; AKR1B1",-79.1666666666667
"71","tetrindole","160019","GI1","trt_cp","down",-0.300762559530264,0.000457096250104825,0.00210071878799024,-1.07558030895354,-1.07039775662222,57,52,"MAOA",-80.206609942488
"72","masitinib","10074640","GI1","trt_cp","down",-0.299526543920487,0.000502137866600136,0.00227690843645817,-1.07116009769615,-0.950761090739004,57,52,"DDR1; DDR2; FGFR3; KIT; LYN; PDGFRA; PDGFRB",-78.5344284251162
"73","zardaverine","5723","GI1","trt_cp","down",-0.298027985755179,0.000602317384640913,0.00264769335523709,-1.06580098764953,-0.673152198510985,57,52,"PDE3A; PDE4A; PDE4B; PDE4C; PDE4D",-75.3239974789254
"74","imatinib","123596","GI1","trt_cp","down",-0.295412097797747,0.000789512083534225,0.00331350341022523,-1.05644610790041,0,57,52,"ABCG2; ABL1; ABL2; BCR; CRKL; CSF1R; CYP2C8; CYP3A5; DDR1; DDR2; ETV6; FIP1L1; FYN; KIT; LYN; MCL1; NQO2; NTRK1; NUP214; PDGFRA; PDGFRB; RET; STAT5A; YES1",-76.1640274166864
"75","salicylic-acid",NA,"GI1","trt_cp","down",-0.295232649782021,0.000789512083534225,0.00331350341022523,-1.05580436993776,0.785226744508288,57,52,NA,-74.3224611990861
"76","lonafarnib",NA,"GI1","trt_cp","down",-0.295203539852753,0.000789512083534225,0.00331350341022523,-1.05570026766264,-1.01466866717337,57,52,"FNTA; FNTB; IGFBP3; RP11-598P20.5",-67.3973843850942
"77","molidustat",NA,"GI1","trt_cp","down",-0.293588298650672,0.000864711999769874,0.00357794365774142,-1.04992387836112,-0.857996259470415,57,52,NA,-77.0395099661231
"78","minodronic-acid",NA,"GI1","trt_cp","down",-0.291953424211503,0.00103167061009283,0.00414398577655326,-1.04407727711817,0.869632307317982,57,52,NA,-73.9787678247853
