"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa04725","Cholinergic synapse","9/17","1042/20548",3.60330579438072e-08,8.43173555885087e-06,2.61713789276073e-06,"nimodipine/pentoxifylline/gabapentin/imatinib/galantamine/nifedipine/thioridazine/dasatinib/spironolactone",9,12.8534292446463
"2","hsa05410","Hypertrophic cardiomyopathy","6/17","419/20548",7.09645163936604e-07,8.30284841805827e-05,2.57713243745398e-05,"nimodipine/pentoxifylline/gabapentin/atorvastatin/nifedipine/spironolactone",6,10.5662481425158
"3","hsa04015","Rap1 signaling pathway","9/17","1566/20548",1.17452297167333e-06,8.37618293838028e-05,2.59989483917337e-05,"lapatinib/pentoxifylline/gabapentin/imatinib/atorvastatin/simvastatin/nifedipine/dasatinib/vemurafenib",9,10.5574544672326
"4","hsa04921","Oxytocin signaling pathway","8/17","1148/20548",1.43182614331287e-06,8.37618293838028e-05,2.59989483917337e-05,"nimodipine/lapatinib/gabapentin/atorvastatin/nifedipine/dasatinib/spironolactone/vemurafenib",8,10.5574544672326
"5","hsa00140","Steroid hormone biosynthesis","7/17","907/20548",4.20530078497056e-06,0.000149827112961452,4.65050418098974e-05,"lapatinib/imatinib/atorvastatin/simvastatin/nifedipine/spironolactone/vemurafenib",7,9.97594982522934
"6","hsa05416","Viral myocarditis","5/17","318/20548",4.56935277511072e-06,0.000149827112961452,4.65050418098974e-05,"pentoxifylline/imatinib/atorvastatin/simvastatin/dasatinib",5,9.97594982522934
"7","hsa04934","Cushing syndrome","7/17","945/20548",5.51699610851873e-06,0.000149827112961452,4.65050418098974e-05,"nimodipine/lapatinib/atorvastatin/simvastatin/nifedipine/spironolactone/vemurafenib",7,9.97594982522934
"8","hsa04726","Serotonergic synapse","8/17","1377/20548",5.60899705118805e-06,0.000149827112961452,4.65050418098974e-05,"nimodipine/gabapentin/imatinib/simvastatin/nifedipine/thioridazine/spironolactone/vemurafenib",8,9.97594982522934
"9","hsa05020","Prion disease","8/17","1382/20548",5.76258126774815e-06,0.000149827112961452,4.65050418098974e-05,"nimodipine/pentoxifylline/gabapentin/imatinib/atorvastatin/nifedipine/dasatinib/spironolactone",8,9.97594982522934
"10","hsa04022","cGMP-PKG signaling pathway","8/17","1509/20548",1.10679312214274e-05,0.0002589895905814,8.03881320293146e-05,"nimodipine/pentoxifylline/gabapentin/atorvastatin/nifedipine/thioridazine/spironolactone/vemurafenib",8,9.4286440042507
"11","hsa04650","Natural killer cell mediated cytotoxicity","6/17","707/20548",1.45267359253753e-05,0.000309023291503439,9.59181606555883e-05,"pentoxifylline/imatinib/atorvastatin/simvastatin/dasatinib/vemurafenib",6,9.25201522324634
"12","hsa00830","Retinol metabolism","6/17","732/20548",1.76983031170526e-05,0.000318569456106947,9.88812076985125e-05,"lapatinib/imatinib/atorvastatin/simvastatin/nifedipine/vemurafenib",6,9.22159135055003
"13","hsa05204","Chemical carcinogenesis - DNA adducts","6/17","732/20548",1.76983031170526e-05,0.000318569456106947,9.88812076985125e-05,"lapatinib/imatinib/atorvastatin/simvastatin/nifedipine/vemurafenib",6,9.22159135055003
"14","hsa04064","NF-kappa B signaling pathway","6/17","747/20548",1.98565922227469e-05,0.000321508398769261,9.97934301173144e-05,"rucaparib/pentoxifylline/imatinib/atorvastatin/thioridazine/dasatinib",6,9.21240820730161
"15","hsa04927","Cortisol synthesis and secretion","5/17","434/20548",2.06095127416193e-05,0.000321508398769261,9.97934301173144e-05,"nimodipine/atorvastatin/simvastatin/nifedipine/spironolactone",5,9.21240820730161
"16","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","4/17","228/20548",3.13698274228933e-05,0.000404799815519871,0.000125646366490648,"nimodipine/gabapentin/nifedipine/spironolactone",4,8.98203921209556
"17","hsa04976","Bile secretion","6/17","810/20548",3.13826120469343e-05,0.000404799815519871,0.000125646366490648,"nimodipine/imatinib/atorvastatin/simvastatin/nifedipine/vemurafenib",6,8.98203921209556
"18","hsa04218","Cellular senescence","7/17","1248/20548",3.39768231127799e-05,0.000404799815519871,0.000125646366490648,"nimodipine/pentoxifylline/atorvastatin/nifedipine/dasatinib/spironolactone/vemurafenib",7,8.98203921209556
"19","hsa01523","Antifolate resistance","5/17","484/20548",3.47681212885135e-05,0.000404799815519871,0.000125646366490648,"pentoxifylline/imatinib/atorvastatin/nifedipine/floxuridine",5,8.98203921209556
