LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
1,IRIS_Monocyte-Day1	0.034966025771987014	-2.269090328327438e-19	3.1597097045198335	0.0015945847306139927	0.004293112736268442	-2.432206743048212
2,REACTOME_DNA_REPLICATION	0.13417059922170907	-6.25962027760968e-20	5.2763900976082345	1.4088602478444377e-7	8.242929860370534e-7	6.411690054874179
3,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	-0.01490377696644512	-3.3103930485867123e-19	-0.6690300018112179	0.5035265170430823	0.5821552824672273	-7.176283138033723
4,REACTOME_METABOLISM_OF_NUCLEOTIDES	0.11534489369080846	1.4336521252194982e-18	8.742794751471367	3.671649279530443e-18	7.853249847884559e-17	30.224144565018435
5,REACTOME_NEURONAL_SYSTEM	-0.4865766955751878	-2.0772848513718047e-18	-10.414875918026421	5.489306629588941e-25	2.3482033915463803e-23	45.720096031199326
6,KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.08438202730992148	-6.798373973329647e-19	8.465577507916596	3.8879979808086856e-17	6.5081705330928e-16	27.90294600352084
7,DMAP_ERY3	0.1053602299644063	6.2652579879638465e-19	3.9713959432445693	7.308877032401631e-5	2.6799215785472646e-4	0.4401662097322063
8,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	0.0905225092649872	3.2093018547985776e-18	3.239468088410062	0.0012102682490034947	0.0034011188019441273	-2.1787122657663156
9,PID_TCR_PATHWAY	-0.023896361967805826	5.300504803607229e-19	-2.269631111435142	0.023298865152707796	0.04312530328746395	-4.8344709770911996
10,SVM T cells CD4 memory resting	0.055470350431685224	-5.881893683880574e-19	4.668064023741211	3.1704773943220033e-6	1.4706431286915316e-5	3.421265876087804
11,IRIS_DendriticCell-Control	0.24175275252131698	-7.845931028513073e-19	10.607279629273634	7.657975686060301e-26	3.68540079891652e-24	47.6655984531386
12,SVM Neutrophils	0.037257083370237615	-1.0568416594229437e-18	2.982383719412012	0.00288257413411215	0.007253536219824691	-2.9732969662708166
13,REACTOME_DEVELOPMENTAL_BIOLOGY	-0.1777527398056981	-3.4196236866986744e-19	-6.153543317967943	8.556497375819437e-10	6.459316646451927e-9	11.354877162948831
14,KEGG_BASAL_CELL_CARCINOMA	-0.0126974196181858	1.2615433988137315e-18	-0.7795400058219735	0.43572161658179953	0.5137929345072211	-7.096523717068111
15,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.057699125909740294	3.253311231250784e-19	5.87489313307761	4.683418737192725e-9	3.40210606380981e-8	9.704099076287417
16,KEGG_CALCIUM_SIGNALING_PATHWAY	-0.0347048130026128	4.578525521376875e-19	-1.8689797397460537	0.06172053973570479	0.09659515365140789	-5.659606313201491
17,BIOCARTA_CHREBP2_PATHWAY	-0.29660656793873047	-9.464306257055784e-20	-8.34676367888418	1.046137306730104e-16	1.491714307744778e-15	26.929939700881718
18,REACTOME_COLLAGEN_FORMATION	0.06846213716469189	-7.178743243787268e-19	6.215983084702788	5.787809075966971e-10	4.7059479312574026e-9	11.735019233108567
19,REACTOME_PEPTIDE_CHAIN_ELONGATION	0.18622806883089174	-7.321623965575657e-19	9.71321708236078	5.460587053415175e-22	1.7519383463040354e-20	38.907475727043916
20,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.057953097167084924	-1.5043525366297084e-18	5.52774563419774	3.5146324232160216e-8	2.293446581251133e-7	7.75222614094499
21,SVM Macrophages M1	-0.016470357662361743	-5.608728999376386e-19	-1.2177783669781361	0.22340155641158374	0.298644441730763	-6.660484749779655
22,MIPS_SPLICEOSOME	-0.10106369086536886	-7.175395853264482e-19	-1.2502962200990675	0.21128640676493243	0.28642699508626407	-6.6205105184063084
23,DMAP_ERY4	-0.06513177938662122	6.67892498520076e-19	-3.8944846714072305	1.0049905928420674e-4	3.616087647142018e-4	0.14020324169828058
24,REACTOME_PLATELET_HOMEOSTASIS	-0.0653251188451683	7.604214197078216e-19	-4.3732220885118025	1.2648641824174305e-5	5.3719740369255824e-5	2.1016503769204737
25,PID_INTEGRIN1_PATHWAY	0.14182373170300852	7.543256453873799e-19	8.207414830085249	3.285114866366855e-16	4.215897411837464e-15	25.805517096867966
26,SVM Neutrophils	0.05356967329770176	1.820769030257262e-18	2.505258335202993	0.012287468014112273	0.024767932908027358	-4.274847430426567
LV 27	0.021840600300626026	-6.986532556399929e-19	1.3203267649605896	0.18682411786635333	0.25596898711226346	-6.53084871960538
28,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.10394251545941684	-7.652487091985761e-19	2.6873424644148645	0.0072410543320602285	0.015574334736554124	-3.8047175042902803
29,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.14598268841383913	6.414657312349239e-19	19.974586519593643	1.4503619446167914e-83	5.583893486774647e-81	179.51090995734538
30,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.013251284076189165	1.6009776067466526e-18	0.9557069084444957	0.3392953873205945	0.41601504496314934	-6.944225950769794
31,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.005936404972277755	9.499013411423618e-19	0.8276760108664932	0.40791817626509796	0.48772825423000843	-7.057978686538211
32,PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.10781841130971416	8.498848358904896e-20	4.372377322854956	1.269739317818774e-5	5.3719740369255824e-5	2.097991550333691
33,IRIS_Monocyte-Day7	0.04012945143680051	8.179260653203124e-19	4.185651761106364	2.9231214999855008e-5	1.1846334499941239e-4	1.3063901906804292
34,REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.013228317976577593	-1.5290527551188972e-18	1.005593979310078	0.31468997006950994	0.3908246402476172	-6.895483024620494
35,DMAP_MEGA2	0.022502369234980734	3.734895020410538e-19	2.7141576305783652	0.0066814981687864875	0.014589347598718586	-3.732709841768422
36,DMAP_HSC3	0.03553226963479861	-6.110749488569991e-20	6.187832388756681	6.906479111372252e-10	5.317988915756634e-9	11.563170464292284
37,KEGG_PPAR_SIGNALING_PATHWAY	-0.06002223518166877	-6.080094438519214e-19	-4.519863363754476	6.421198404167645e-6	2.8746062623308644e-5	2.747352792397833
38,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.05909133244485655	-1.2357861096331366e-18	5.350788196009985	9.399110721489466e-8	5.743900996465784e-7	6.802094591300226
39,KEGG_CELL_ADHESION_MOLECULES_CAMS	0.06131849705594341	-4.2302207285585714e-19	5.130925436003736	3.0620291406726057e-7	1.684116027369933e-6	5.663877040027018
40,KEGG_DILATED_CARDIOMYOPATHY	-0.1017850271616903	4.0240919437343854e-19	-8.566033069692928	1.6668019662012583e-17	2.916903440852202e-16	28.735847262517098
41,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.01211392501295669	-4.094739501610025e-19	1.444291437726438	0.14875879824636348	0.21211902712907385	-6.36017067300809
42,REACTOME_DEVELOPMENTAL_BIOLOGY	0.2506925082636164	-1.0063312982185897e-19	8.598499258749309	1.265145575945046e-17	2.319433555899251e-16	29.007035090739514
43,KEGG_BASAL_CELL_CARCINOMA	0.2093773731463728	-7.283217063787903e-19	13.238468226435712	5.985674796599556e-39	7.681615988969431e-37	77.53148786035399
44,MIPS_55S_RIBOSOME_MITOCHONDRIAL	0.2119440140960502	-2.7982775342901794e-18	6.277876259508041	3.914239970518072e-10	3.276048670977082e-9	12.115526424859045
45,PID_MYC_REPRESSPATHWAY	0.019407019379055056	8.031094577957705e-19	2.052660132735675	0.04018992848568701	0.06846514365924558	-5.3010967212320885
46,REACTOME_AXON_GUIDANCE	-0.0863839052981172	-1.6529414401516898e-18	-4.091443024083675	4.3969787529389634e-5	1.7099361816984857e-4	0.9199649269703398
47,PID_A6B1_A6B4_INTEGRIN_PATHWAY	-0.05428202014894519	8.350770372883761e-19	-5.338746800888968	1.0039009207690173e-7	6.03909147650112e-7	6.738543322178358
48,IRIS_Neutrophil-Resting	0.00668837471405572	-1.3224482884835785e-18	0.8622220334113404	0.3886325195004712	0.47199848582864795	-7.028893420286619
49,SVM Neutrophils	-0.010204020459911357	-9.504827300226351e-21	-1.3941094972074264	0.1633851723406492	0.23126210055569832	-6.431104204421902
50,IRIS_Bcell-Memory_IgM	-0.029646190936483786	9.806092447277085e-20	-2.776688952092972	0.0055248050977154016	0.01243888867029491	-3.562028415467486
51,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.005128140830252548	3.115539684470858e-19	0.6278289718167595	0.5301625617670224	0.6056753302086161	-7.202906129319341
52,REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.07345292663944414	-1.0391004896521782e-19	6.851877181752826	8.767560447795374e-12	8.438776931003048e-11	15.819024951985561
53,PID_NFAT_TFPATHWAY	0.014336050264919594	-3.634561393951244e-20	1.6115913087011853	0.10715343460708118	0.16052168219348736	-6.1055952772803135
LV 54	-0.01796035732882833	-1.1249962922513509e-18	-2.434671573000523	0.014961777061351067	0.02926976773517242	-4.448266305272504
55,PID_ERA_GENOMIC_PATHWAY	0.01733304359995245	-1.983240795526377e-18	1.661288036220572	0.09675745668624498	0.1472396080008076	-6.024612206439652
56,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.05683601798230948	4.6065378946991365e-19	8.067977647386298	1.0140020508216583e-15	1.183002392625268e-14	24.698521882504053
57,KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.05034549128333128	-1.3272931958191896e-18	2.9150891069373115	0.003581540852636993	0.008727172330792673	-3.170508379967023
58,SVM Dendritic cells resting	0.03297427189171133	5.607055304114993e-19	2.984414873454253	0.002863560978878382	0.007253098532027481	-2.967274960566958
59,REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.006066606438974092	-2.0131911317828825e-19	0.49883657025276235	0.6179301705461402	0.6895742482906203	-7.275321246652272
60,IRIS_NKcell-control	0.027649801885977213	-1.1303961616999501e-18	1.9850707994186672	0.04722522316969973	0.0780330940786884	-5.436913731102372
61,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	-0.01577952849249235	-1.1564353363982534e-19	-1.468980941266615	0.14194015469684598	0.20467026051792397	-6.324352067939686
62,KEGG_LYSOSOME	0.044931159844391284	-1.0508339743267859e-18	2.4619259240709583	0.013873763961931414	0.02739179038637741	-4.38189233765713
63,DMAP_ERY4	-0.02264491407343744	3.9964539496153305e-19	-2.196715542048753	0.028115076045313867	0.05058086110956	-4.996496129311269
64,DMAP_DENDA2	0.03381469133088894	-8.4215941092079685e-19	5.542469627048586	3.234117014684481e-8	2.1467845700922848e-7	7.832649049086958
65,SVM NK cells resting	0.011939587860322978	8.025456867603539e-19	0.8541770281411749	0.3930733852772227	0.47475602596065586	-7.035772905385694
66,IRIS_Neutrophil-Resting	0.01791606640313432	-4.120637733549474e-19	2.8100087125341613	0.004985318001655787	0.01135972288795691	-3.4695013080963952
67,REACTOME_COLLAGEN_FORMATION	0.017950450456335865	6.871091627975957e-19	1.538375933040395	0.1240595155484614	0.18092012684150618	-6.2204298374134765
68,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.00789458685225021	-7.337656204395316e-19	0.817579299378826	0.4136607354791284	0.4908870492333677	-7.066254925943958
69,PID_EPHBFWDPATHWAY	-0.05290501282361844	-4.803241132524951e-19	-5.145097838985463	2.841470752084587e-7	1.5854583181921248e-6	5.735832112534168
70,KEGG_OXIDATIVE_PHOSPHORYLATION	-0.0012653301255423283	-1.807599691226828e-18	-0.14545042909737263	0.8843647754690757	0.9055330812648781	-7.388776704107663
71,SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.02947556021819862	1.0100883036342956e-18	3.664009547165967	2.524847064808268e-4	8.379880344406752e-4	-0.7238789363564182
72,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	-0.022162724823615747	-1.6899036786611892e-19	-3.2001174723546044	0.001387683191765938	0.0038161287773563297	-2.304564026579559
73,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.020639498283281866	-9.867887038112198e-19	2.47742037418752	0.013286895572903213	0.026641259500318114	-4.343829748204028
74,KEGG_NOTCH_SIGNALING_PATHWAY	0.031704507804573796	4.999063478107928e-19	2.9867028917755816	0.002842280616085075	0.007246874418495058	-2.960486516617281
75,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	-0.0035462164047644347	2.827311742614133e-19	-0.3827016426247741	0.7019674221793625	0.7607908664994836	-7.326335511602292
