"","X","Var1","Var2","log_fold_change","Sensitive"
"7601",172687,"GOS3","trandolapril",-0.341967257283,TRUE
"7602",172715,"GAMG","trandolapril",0.130186690029,TRUE
"7603",172717,"GMS10","trandolapril",0.00399465993274,TRUE
"7604",172753,"NMCG1","trandolapril",0.600045631614,FALSE
"7605",172769,"KALS1","trandolapril",-0.133338015704,TRUE
"7606",172776,"DKMG","trandolapril",0.387327968552,FALSE
"7607",172789,"AM38","trandolapril",NA,NA
"7608",172800,"SNU466","trandolapril",-0.657858048013,TRUE
"7609",172838,"SNU1105","trandolapril",-0.353762145198,TRUE
"7610",172841,"SF295","trandolapril",0.461876150153,FALSE
"7611",172880,"KNS60","trandolapril",-0.107992571656,TRUE
"7612",172892,"CAS1","trandolapril",0.418536266238,FALSE
"7613",172896,"YH13","trandolapril",-0.28616881309,TRUE
"7614",172904,"KNS81","trandolapril",0.257475943202,TRUE
"7615",172938,"SNU489","trandolapril",0.015930259302,TRUE
"7616",172947,"A172","trandolapril",0.0792121372314,TRUE
"7617",172954,"YKG1","trandolapril",0.0978678098749,TRUE
"7618",172955,"T98G","trandolapril",-0.210779627103,TRUE
"7619",172966,"LN229","trandolapril",0.476480369223,FALSE
"7620",172981,"KNS42","trandolapril",0.113030964169,TRUE
"7621",172982,"SNU201","trandolapril",0.665846501167,FALSE
"7622",173049,"GB1","trandolapril",-0.833501605413,TRUE
"7623",173059,"GI1","trandolapril",-0.402713141303,TRUE
"7624",173096,"LN18","trandolapril",-0.508597695652,TRUE
"7625",173126,"DBTRG05MG","trandolapril",0.279449994522,TRUE
"12801",290831,"GOS3","nimodipine",-0.131609274832,TRUE
"12802",290859,"GAMG","nimodipine",-0.465350120622,TRUE
"12803",290861,"GMS10","nimodipine",-0.462603466803,TRUE
"12804",290897,"NMCG1","nimodipine",-0.507462168069,TRUE
"12805",290913,"KALS1","nimodipine",-0.323467728641,TRUE
"12806",290920,"DKMG","nimodipine",0.143147478008,TRUE
"12807",290933,"AM38","nimodipine",-1.59968863069,TRUE
"12808",290944,"SNU466","nimodipine",-1.09167113866,TRUE
"12809",290982,"SNU1105","nimodipine",-0.301778035335,TRUE
"12810",290985,"SF295","nimodipine",-0.745379050825,TRUE
"12811",291024,"KNS60","nimodipine",-0.467099524517,TRUE
"12812",291036,"CAS1","nimodipine",0.0332411128658,TRUE
"12813",291040,"YH13","nimodipine",-0.0626401035055,TRUE
"12814",291048,"KNS81","nimodipine",0.135370710225,TRUE
"12815",291082,"SNU489","nimodipine",0.212081838017,TRUE
"12816",291091,"A172","nimodipine",0.157728635436,TRUE
"12817",291098,"YKG1","nimodipine",-0.0623407445681,TRUE
"12818",291099,"T98G","nimodipine",-0.47606393752,TRUE
"12819",291110,"LN229","nimodipine",-0.00773748856084,TRUE
"12820",291125,"KNS42","nimodipine",0.136288629391,TRUE
"12821",291126,"SNU201","nimodipine",0.156779295245,TRUE
"12822",291193,"GB1","nimodipine",-0.0817067860749,TRUE
"12823",291203,"GI1","nimodipine",0.177671654909,TRUE
"12824",291240,"LN18","nimodipine",-0.237563924712,TRUE
"12825",291270,"DBTRG05MG","nimodipine",-0.181808557349,TRUE
"15151",344223,"GOS3","diltiazem",0.0293759107624,TRUE
"15152",344251,"GAMG","diltiazem",0.241200325766,TRUE
"15153",344253,"GMS10","diltiazem",-0.218675412817,TRUE
"15154",344289,"NMCG1","diltiazem",0.312487704403,FALSE
"15155",344305,"KALS1","diltiazem",-0.40870294573,TRUE
"15156",344312,"DKMG","diltiazem",-0.0777559224092,TRUE
"15157",344325,"AM38","diltiazem",NA,NA
"15158",344336,"SNU466","diltiazem",-1.03666256934,TRUE
"15159",344374,"SNU1105","diltiazem",-0.203888651485,TRUE
"15160",344377,"SF295","diltiazem",-0.532693851329,TRUE
"15161",344416,"KNS60","diltiazem",-0.112941777543,TRUE
"15162",344428,"CAS1","diltiazem",0.242129430731,TRUE
"15163",344432,"YH13","diltiazem",-0.115098344308,TRUE
"15164",344440,"KNS81","diltiazem",-0.0465839369513,TRUE
"15165",344474,"SNU489","diltiazem",0.778606644481,FALSE
"15166",344483,"A172","diltiazem",0.261349402581,TRUE
"15167",344490,"YKG1","diltiazem",0.0995913797437,TRUE
