"";"query";"significant";"p_value";"term_size";"query_size";"intersection_size";"precision";"recall";"term_id";"source";"term_name";"effective_domain_size";"source_order";"set"
"1";"query_1";TRUE;0,0118259143183313;42;3;2;0,666666666666667;0,0476190476190476;"GO:0043507";"GO:BP";"positive regulation of JUN kinase activity";21100;12375;"Up"
"2";"query_1";TRUE;0,0234881026187293;59;3;2;0,666666666666667;0,0338983050847458;"GO:0043506";"GO:BP";"regulation of JUN kinase activity";21100;12374;"Up"
"3";"query_1";TRUE;0,00150588591486059;66;7;3;0,428571428571429;0,0454545454545455;"WP:WP3680";"WP";"Physico-chemical features and toxicity-associated pathways";7364;49;"Up"
"4";"query_1";TRUE;0,0143926123572445;12;9;2;0,222222222222222;0,166666666666667;"GO:0040015";"GO:BP";"negative regulation of multicellular organism growth";21100;11462;"Down"
"5";"query_1";TRUE;0,000189430336655381;6;7;2;0,285714285714286;0,333333333333333;"GO:0098591";"GO:CC";"external side of apical plasma membrane";21698;3580;"Down"
"6";"query_1";TRUE;0,00770890924812469;2110;9;6;0,666666666666667;0,0028436018957346;"GO:0070062";"GO:CC";"extracellular exosome";21698;2739;"Down"
"7";"query_1";TRUE;0,00820332509609965;2133;9;6;0,666666666666667;0,00281293952180028;"GO:1903561";"GO:CC";"extracellular vesicle";21698;4067;"Down"
"8";"query_1";TRUE;0,00822539458495576;2134;9;6;0,666666666666667;0,0028116213683224;"GO:0043230";"GO:CC";"extracellular organelle";21698;2127;"Down"
"9";"query_1";TRUE;0,00822539458495576;2134;9;6;0,666666666666667;0,0028116213683224;"GO:0065010";"GO:CC";"extracellular membrane-bounded organelle";21698;2715;"Down"
"10";"query_1";TRUE;0,022259477727769;365;7;3;0,428571428571429;0,00821917808219178;"GO:0016324";"GO:CC";"apical plasma membrane";21698;862;"Down"
"11";"query_1";TRUE;0,0240835932573652;3957;9;7;0,777777777777778;0,00176901693201921;"GO:0031982";"GO:CC";"vesicle";21698;1451;"Down"
"12";"query_1";TRUE;0,0363588161300859;431;7;3;0,428571428571429;0,00696055684454756;"GO:0045177";"GO:CC";"apical part of cell";21698;2439;"Down"
"13";"query_1";TRUE;0,0221070564515945;41;7;2;0,285714285714286;0,0487804878048781;"GO:0015175";"GO:MF";"neutral amino acid transmembrane transporter activity";20183;2996;"Down"
"14";"query_1";TRUE;0,0231892496153633;186;10;3;0,3;0,0161290322580645;"GO:0008514";"GO:MF";"organic anion transmembrane transporter activity";20183;2229;"Down"
"15";"query_1";TRUE;0,0444395252971906;58;7;2;0,285714285714286;0,0344827586206897;"GO:0015179";"GO:MF";"L-amino acid transmembrane transporter activity";20183;2998;"Down"
"16";"query_1";TRUE;0,0475031958988774;237;10;3;0,3;0,0126582278481013;"GO:0015291";"GO:MF";"secondary active transmembrane transporter activity";20183;3084;"Down"
"17";"query_1";TRUE;0,0358503558584666;109;3;2;0,666666666666667;0,018348623853211;"KEGG:04724";"KEGG";"Glutamatergic synapse";7559;337;"Down"
"18";"query_1";TRUE;0,0196339568720695;21;7;2;0,285714285714286;0,0952380952380952;"MIRNA:hsa-miR-6786-3p";"MIRNA";"hsa-miR-6786-3p";13650;2181;"Down"
