"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"1","YL-54","73707438","1HAE","trt_cp","down",-0.416208399963343,2.54147865055665e-05,0.000549895472768231,-1.57837746913225,0.646492708044407,128,100,NA,-99.5942645552667
"2","BRD-K68144790",NA,"1HAE","trt_cp","up",0.384470081720307,2.68073775469674e-05,0.000549895472768231,1.57585205955644,0.776002820335834,128,100,NA,99.5597967383597
"3","cortisone","222786","1HAE","trt_cp","up",0.379370891516149,2.70249698971863e-05,0.000549895472768231,1.5549516832532,0,128,100,"AKR1D1; HSD11B2; NR3C1; SRD5A1; SRD5A3",99.3155676357047
"4","BRD-K03670461",NA,"1HAE","trt_cp","up",0.364316768472094,2.77212654178868e-05,0.000549895472768231,1.49324838842817,0,128,100,NA,99.1126999133381
"5","tyrphostin-A9","5614","1HAE","trt_cp","down",-0.393350952101173,2.64157113165734e-05,0.000549895472768231,-1.49169569934891,-1.06237644785013,128,100,NA,-97.4208225005909
"6","cediranib","9933475","1HAE","trt_cp","up",0.362380262065927,2.78083023579743e-05,0.000549895472768231,1.48531110603978,0,128,100,"CSF1R; DDR1; DDR2; EPHA6; FGFR2; FGFR3; FLT1; FLT3; FLT4; KDR; KIT; PDGFRA; PDGFRB; RET; SLK; STK10; STK35",98.0087449775467
"7","BI-78D3","2747117","1HAE","trt_cp","down",-0.390402538012178,2.65462667267047e-05,0.000549895472768231,-1.48051449693168,0,128,100,"MAPK8",-98.6882533679981
"8","MK-2206","24964624","1HAE","trt_cp","up",0.352668252630422,2.85481163487185e-05,0.000549895472768231,1.44550387317814,0,128,100,"AKT1; AKT2; AKT3",98.2421413377452
"9","CCT-018159","984170","1HAE","trt_cp","down",-0.375646662022294,2.71555253073176e-05,0.000549895472768231,-1.42455613039753,-1.05304301807016,128,100,NA,-99.0398251004491
"10","BMS-345541","9813758","1HAE","trt_cp","down",-0.366126013460593,2.75907100077554e-05,0.000549895472768231,-1.38845119550761,0,128,100,"CHUK; IKBKB",-96.7137398566139
"11","decitabine","451668","1HAE","trt_cp","down",-0.36433940152855,2.77212654178868e-05,0.000549895472768231,-1.38167586848425,0,128,100,"DNMT1",-97.8748128889939
"12","BRD-K37846922",NA,"1HAE","trt_cp","down",-0.36070454072789,2.78518208280181e-05,0.000549895472768231,-1.36789147011146,-0.082853824055064,128,100,NA,-97.3686283778461
"13","BRD-K61463582","1674","1HAE","trt_cp","up",0.328135617821755,5.31360519234533e-05,0.000701644636737989,1.34495039729622,0,128,100,NA,98.1810840620815
"14","JNJ-26481585","11538455","1HAE","trt_cp","up",0.326043251237763,5.94027116097573e-05,0.000757406949736464,1.3363742808505,0,128,100,NA,95.1843535807138
"15","EI-247","73707420","1HAE","trt_cp","down",-0.35183431694517,2.8656912523828e-05,0.000549895472768231,-1.33425312603662,0,128,100,"INSR",-96.7570708264398
"16","rottlerin","5281847","1HAE","trt_cp","down",-0.349206958829057,2.9440244984616e-05,0.000549895472768231,-1.32428945674456,-0.887232171181927,128,100,"KCNH2; TGM2",-96.2774757740487
"17","SYK-inhibitor","6419747","1HAE","trt_cp","up",0.317042190008842,0.00011184246801251,0.0012179015090469,1.29948105677355,0,128,100,NA,94.6840778381785
"18","TPCA-1","9903786","1HAE","trt_cp","down",-0.338848172858343,3.43795913345848e-05,0.000557763416277214,-1.28500607278311,-1.05815667435419,128,100,"CDC42BPB; EPHB1; IKBKB; MAP3K9; NTRK3; NUAK1; RET; TNK2; TYK2",-94.9726227054282
"19","erastin","11214940","1HAE","trt_cp","up",0.308523444739103,0.000219746514486058,0.00211086368999833,1.26456473189831,-0.287472760054291,128,100,"VDAC2",92.9045536910108
"20","BRD-A96799240",NA,"1HAE","trt_cp","down",-0.332170057127503,4.37795808640409e-05,0.000622016756577329,-1.25968080926911,-0.600728717068182,128,100,NA,-91.3899393366422
"21","methoprene-acid","5353760","1HAE","trt_cp","up",0.306047167054924,0.000288462178685184,0.00263484784315988,1.25441505452632,0,128,100,"NCOA2; NR1H3; RXRA; RXRB",92.3245095722051
"22","belinostat","6918638","1HAE","trt_cp","down",-0.328523882704922,5.02638329005639e-05,0.000676562917292532,-1.24585350651012,-0.911431236899702,128,100,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-94.2015284014811
"23","carbetocin","73707428","1HAE","trt_cp","up",0.295852307289299,0.000722254288081566,0.00571366386950409,1.21262873220271,0.0278351516730165,128,100,"OXTR",90.0949342157094
"24","fludarabine","57007282","1HAE","trt_cp","down",-0.317338328495618,0.00011184246801251,0.0012179015090469,-1.20343478851865,0.864969064738252,128,100,"ADA; BAX; DCK; MCL1; POLA1; RRM1; RRM2; SLC29A1",-91.0511699361853
"25","labetalol","3869","1HAE","trt_cp","up",0.290781714317417,0.00112815105817989,0.00832112813625469,1.19184556920038,0,128,100,"ADRA1A; ADRA1B; ADRA1D; ADRB1; ADRB2",86.6461829354762
"26","sorafenib","406563","1HAE","trt_cp","down",-0.312340784183758,0.000167807220488809,0.00169129691288493,-1.18448271704791,-0.990525173842682,128,100,"ARAF; BRAF; CCNC; CDK8; CYP2B6; CYP2C8; CYP3A5; DDR1; DDR2; FLT1; FLT3; FLT4; HIPK4; KDR; KIT; MAPK15; MLTK; PDGFB; PDGFRA; PDGFRB; RAF1; RET; SLCO1B3; TIE1",-90.2978019380761
"27","evodiamine","151289","1HAE","trt_cp","up",0.28823701667821,0.00146546271948921,0.0103735759071323,1.18141545459237,0.726235725209661,128,100,"TRPV1",90.5646813204128
"28","BRD-K40853697",NA,"1HAE","trt_cp","up",0.287033262779732,0.00159862923782317,0.0111552506408409,1.17648155166908,0.381424939582188,128,100,NA,86.7367840542031
"29","2-aminopurine","160416","1HAE","trt_cp","down",-0.308490304987921,0.000240221954641656,0.00227187279148108,-1.16988063403227,-0.490065081512078,128,100,NA,-86.1774206255416
"30","PLX-4720","24180719","1HAE","trt_cp","down",-0.305971400667946,0.000288462178685184,0.00263484784315988,-1.16032825155777,0,128,100,"BRAF; FGR; KDR; MAP2K5; MLTK; PTK6; SRMS",-88.5300953281336
"31","tunicamycin","73438893","1HAE","trt_cp","down",-0.301070867007765,0.000457096250104825,0.00389456130396412,-1.14174407133307,0,128,100,"GNPTAB",-88.0111084849917
"32","BI-2536","11364421","1HAE","trt_cp","down",-0.298132621197544,0.000602317384640913,0.00491022129945222,-1.13060142984377,0,128,100,"BRD4; PLK1; PLK2; PLK3",-84.7071220357677
"33","aprepitant","151165","1HAE","trt_cp","up",0.275632482997314,0.00400060943265449,0.0241678793639995,1.12975244801482,0,128,100,"CYP2C9; TACR1",82.7454108563775
"34","GSK-1059615","23658330","1HAE","trt_cp","down",-0.29558761721433,0.000722254288081566,0.00571366386950409,-1.12095007022126,0,128,100,"PIK3CA; PIK3CG",-86.4905853620105
"35","alisertib","24771867","1HAE","trt_cp","up",0.272582161455048,0.00506602861626627,0.0295544530512549,1.11724990044809,-0.959441734444046,128,100,"AURKA",83.4997636492555
"36","BRD-K38756014",NA,"1HAE","trt_cp","up",0.271495962100977,0.00591107026757636,0.0337039541384005,1.11279782583791,0,128,100,NA,76.7903568896242
"37","Ro-3306","11631681","1HAE","trt_cp","down",-0.29306048795494,0.000944242003774879,0.00715912118504564,-1.11136649649964,-0.661208628687142,128,100,"CDK1; CLK2",-84.6283384542661
"38","calcifediol","46705323","1HAE","trt_cp","up",0.270782305332553,0.00591107026757636,0.0337039541384005,1.10987271529796,0.0264163567290982,128,100,"VDR",81.8709131017096
"39","androstenedione","6128","1HAE","trt_cp","down",-0.291283963415936,0.00112815105817989,0.00832112813625469,-1.10462942366312,-0.462691507498331,128,100,"AKR1C3; HSD17B1; HSD3B1",-81.719254707319
"40","trimidox","5464467","1HAE","trt_cp","down",-0.289244759188986,0.0013420878569151,0.00963593080270006,-1.09689619673387,0,128,100,"RRM1",-78.7422201213267
"41","pazopanib","11525740","1HAE","trt_cp","down",-0.288780654181426,0.0013420878569151,0.00963593080270006,-1.0951361820698,-0.715444118639975,128,100,"BRAF; CSF1R; CYP2B6; CYP2C8; CYP2E1; DDR1; DDR2; EPHB6; FGF1; FGFR3; FLT1; FLT4; ITK; KDR; KIT; MAP3K10; MAP3K11; MAP3K9; MAP4K5; PDGFRA; PDGFRB; RAF1; RET; ROS1; SH2B3; STK10; TAOK1; TAOK2; TAOK3",-81.5587331600095
"42","BML-257","NotFound","1HAE","trt_cp","up",0.264539828646751,0.00925109108420132,0.0491699970193216,1.08428627773164,0.0290365610183154,128,100,"AKT1",77.339872370598
"43","orantinib","5329099","1HAE","trt_cp","up",0.264491217748946,0.00993996670575931,0.0522515907837461,1.08408703314262,-0.875304807357792,128,100,"AURKA; AURKB; EGFR; FGFR2; IKBKE; KDR; PDGFRA; PDGFRB; TBK1",78.4723863546837
