LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
1,REACTOME_DNA_STRAND_ELONGATION	-0.07591888912838964	-1.0408340855860842e-18	-2.491594772907412	0.017217099506569453	0.07785123255144448	-4.146374750850272
2,PID_MYC_ACTIVPATHWAY	-0.04193077860274157	-2.267531400741112e-18	-2.3222890477380713	0.025695135428837244	0.09398521803265183	-4.506145163873471
3,REACTOME_NEURONAL_SYSTEM	-0.007725550970883581	8.221350187932939e-18	-0.697080111578929	0.4900120074016552	0.645079098351546	-6.828184142676505
4,REACTOME_NEURONAL_SYSTEM	-0.020141902295524438	-1.2328927561406594e-18	-2.467619639617932	0.01823811109275869	0.08128986658486731	-4.198439358850237
5,PID_INTEGRIN1_PATHWAY	-0.02158820216662313	6.938893903907229e-19	-0.8402219536395876	0.4060600081890978	0.5686316803202559	-6.717794780475857
6,REACTOME_PEPTIDE_CHAIN_ELONGATION	-1.75604675033888e-4	-1.5178830414797062e-18	-0.009836172722621966	0.9922036553603197	0.9937962776000635	-7.074174739257293
7,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.0264859687706598	5.049284403289635e-19	2.0313459424215687	0.04928471330484923	0.14304028419639964	-5.07907588380138
8,PID_DELTANP63PATHWAY	-0.009977252968274977	-4.906789260620112e-18	-1.1989387380284249	0.23800375421405442	0.4046712333230789	-6.355354156230013
9,SVM Neutrophils	-0.03237264454090749	1.0253454831220056e-17	-4.5875064660384925	4.8054613616764155e-5	0.0043743800838994895	1.4384967448657342
10,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.004374532720711429	1.2143064331837649e-18	-0.46144681710765567	0.647118933375815	0.7706149130276881	-6.966018745048559
11,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.010307838903473285	-4.8882029376632175e-18	1.0416620444758973	0.30417606180011847	0.46970774036800306	-6.5291053131088805
12,SVM T cells gamma delta	-5.472016815182418e-4	2.2055769908847975e-18	-0.06455015563596893	0.9488718713040282	0.9658458026325898	-7.072100784466483
13,REACTOME_GLUCOSE_METABOLISM	-0.012557541084576976	1.2638699610688165e-18	-1.0531168986324744	0.2989637669779166	0.4652204254219949	-6.517224014780957
14,REACTOME_GPCR_LIGAND_BINDING	-0.025221515770311682	1.2390881971262908e-18	-2.903815812613681	0.006120622932321407	0.03949690558566659	-3.197725343856973
15,SVM Mast cells activated	0.0033018343049696	-2.0568864072296427e-18	0.29366886962060024	0.7706151584817499	0.8523487281696979	-7.030325456466203
16,REACTOME_PEPTIDE_CHAIN_ELONGATION	0.11580586873827806	9.41707029815981e-19	3.3945249063371628	0.0016257287650083565	0.020248782242065562	-1.9531347842513034
17,SVM B cells naive	-0.005559257871942435	-1.3382152528963941e-18	-0.7483618538388537	0.45886678802705627	0.6197681292832968	-6.7909282814233904
LV 18	-0.021492713788263194	2.3790493384824783e-18	-3.118580824122164	0.003465666350760431	0.02874367151515441	-2.6669707847950805
19,REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	-0.004452732376936745	-7.586317486905716e-18	-0.5861122747738012	0.561279007776149	0.6962984112372108	-6.899956309179657
20,REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	-0.017092220099973042	-2.936639027189309e-18	-1.566170139028864	0.12563161451449134	0.261313758190142	-5.863327695003447
21,PID_INTEGRIN1_PATHWAY	0.028943870924477186	3.5933557716662435e-19	1.1716634570264202	0.24865451361958532	0.41531873821869936	-6.387116886945242
22,KEGG_PYRUVATE_METABOLISM	-0.0180248893034577	-5.5263333591832565e-18	-1.9536825646156228	0.05815833583109159	0.1544667902773966	-5.221712175144968
23,PID_ERA_GENOMIC_PATHWAY	-0.010385002158399378	3.2959746043559333e-18	-1.159269107699154	0.25360737885800694	0.41865345081321775	-6.401325929274807
24,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	-0.009813371282341386	5.551115123125783e-18	-1.5072747688595074	0.14004149215620135	0.27829901625945747	-5.950115210298286
25,DMAP_MEGA2	-0.018713798193315853	-3.9960594357322874e-18	-2.0078609679601187	0.05183456192743816	0.14769299836859093	-5.122681774189122
26,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-5.062686927308714e-4	8.673617379884036e-20	-0.024918438448507628	0.9802509247645881	0.9865751242791982	-7.073907618684813
27,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	-0.011026260115379053	1.6479873021779667e-18	-1.1831931737579928	0.24411067003192535	0.41168934621600384	-6.373773011670027
28,PID_SMAD2_3NUCLEARPATHWAY	-0.0370685840078261	-1.7904824448474904e-18	-6.264594286036344	2.50887746197855e-7	1.5655395362746153e-4	6.604162316508395
29,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.0302796552110425	-2.3790493384824783e-18	2.557322343692313	0.014679722239424285	0.07070616831940268	-4.001804357594336
