LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
1,IRIS_Monocyte-Day1	-0.03885346495948028	-2.1312316990572203e-18	-1.8176151096408417	0.07712670536852544	0.16050692738855293	-5.6768326599818835
2,REACTOME_CELL_CYCLE	-0.03372923087248784	5.882571215857066e-18	-1.9683425294259391	0.05646093586560602	0.1369726984746043	-5.41082169027807
3,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	1.7404363322592826e-4	3.903127820947816e-18	0.012291487635295823	0.9902582769785152	0.9923989904525017	-7.2943898576470785
4,REACTOME_METABOLISM_OF_NUCLEOTIDES	-0.037851413164547765	-3.3455381322409853e-19	-3.13856107776287	0.0033032113927555047	0.03143766657178776	-2.827819076706965
5,REACTOME_NEURONAL_SYSTEM	0.005360946107501523	1.3010426069826053e-18	0.65087021612622	0.5191022793118627	0.6206657687424445	-7.079201367232077
6,KEGG_HEDGEHOG_SIGNALING_PATHWAY	-0.019468752391113398	7.930164461608261e-19	-3.326074820501754	0.0019803628999466192	0.025955623979901407	-2.3441010259696826
7,REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	-0.020082791983054904	2.651648741850262e-18	-1.1448988699262335	0.25951222962389037	0.36331712147344647	-6.636123683056281
8,REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	-0.005782159277716602	4.460717509654646e-19	-0.3017813548622816	0.7644875269715534	0.81985431165473	-7.247983865490833
9,MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	-0.07339552004045949	-8.673617379884035e-19	-2.924914239583569	0.005820181344274556	0.041580530886753876	-3.3587247047083215
10,SVM T cells CD4 memory resting	0.021891114278228332	-2.701212269735314e-18	4.345895917260858	1.0208011081636948e-4	0.00786016853286045	0.5126438069830535
11,IRIS_DendriticCell-Control	-0.012604516622595617	8.673617379884035e-19	-1.7290460094177558	0.09203388447130816	0.17716522760726822	-5.824865061615217
12,SVM Neutrophils	-0.004778168228587284	1.4869058365515489e-18	-1.0545689241231722	0.29837583643360455	0.40106305724683344	-6.734458537200094
13,REACTOME_DEVELOPMENTAL_BIOLOGY	-0.03945395238681933	-4.0146457586891825e-18	-1.8409623256876366	0.07355626670321584	0.15927672707095197	-5.636777474399915
