"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa00982","Drug metabolism - cytochrome P450","9/24","853/20544",2.61980438752194e-07,5.21341073116866e-05,4.57776345609097e-05,"triamcinolone/albendazole/diclofenac/dexamethasone/quinine/olanzapine/fomepizole/zonisamide/vardenafil",9,9.99171491447968
"2","hsa00830","Retinol metabolism","8/24","732/20544",1.1078451924832e-06,0.000110230596652078,9.67906852380059e-05,"triamcinolone/albendazole/diclofenac/dexamethasone/haloperidol/olanzapine/fomepizole/vardenafil",8,9.24295979519195
"3","hsa00980","Metabolism of xenobiotics by cytochrome P450","8/24","869/20544",3.98847584743608e-06,0.000264568897879926,0.000232311224798031,"triamcinolone/albendazole/diclofenac/dexamethasone/haloperidol/quinine/fomepizole/vardenafil",8,8.36743259908827
"4","hsa05204","Chemical carcinogenesis - DNA adducts","7/24","732/20544",1.44272214231993e-05,0.000717754265804168,0.000630241777960814,"triamcinolone/albendazole/diclofenac/dexamethasone/haloperidol/olanzapine/vardenafil",7,7.36940703766034
"5","hsa00140","Steroid hormone biosynthesis","7/24","907/20544",5.71208423207236e-05,0.0022734095243648,0.00199622312110318,"triamcinolone/albendazole/diclofenac/bimatoprost/dexamethasone/haloperidol/vardenafil",7,6.21649832322041
"6","hsa04726","Serotonergic synapse","8/24","1377/20544",0.000111278407131367,0.00369073383652368,0.00324073957610648,"albendazole/diclofenac/haloperidol/quinine/olanzapine/zonisamide/aripiprazole/vardenafil",8,5.73195371099582
"7","hsa00591","Linoleic acid metabolism","5/24","444/20544",0.000139532166997302,0.00396670017606617,0.00348305860474469,"albendazole/diclofenac/dexamethasone/olanzapine/vardenafil",5,5.65984446180107
"8","hsa04742","Taste transduction","5/24","756/20544",0.00158054033353789,0.0376191956810124,0.0330324595770857,"haloperidol/olanzapine/zonisamide/ticagrelor/aripiprazole",5,3.41026457740826
"9","hsa05014","Amyotrophic lateral sclerosis","6/24","1174/20544",0.00189981339990342,0.0376191956810124,0.0330324595770857,"albendazole/diclofenac/dexamethasone/haloperidol/fomepizole/carfilzomib",6,3.41026457740826
"10","hsa00590","Arachidonic acid metabolism","5/24","790/20544",0.00191883924133104,0.0376191956810124,0.0330324595770857,"albendazole/diclofenac/bimatoprost/olanzapine/vardenafil",5,3.41026457740826
"11","hsa04750","Inflammatory mediator regulation of TRP channels","6/24","1195/20544",0.00207945302759365,0.0376191956810124,0.0330324595770857,"albendazole/diclofenac/alprostadil/haloperidol/olanzapine/aripiprazole",6,3.41026457740826
"12","hsa05012","Parkinson disease","6/24","1257/20544",0.00268635982362281,0.0445488004084116,0.0391171693615251,"albendazole/haloperidol/olanzapine/zonisamide/aripiprazole/carfilzomib",6,3.2411937942677
"13","hsa00230","Purine metabolism","5/24","963/20544",0.00452073848849994,0.0660005103481608,0.0579533706310219,"mycophenolate-mofetil/haloperidol/roflumilast/vardenafil/cytarabine",5,2.84811654641812
"14","hsa04978","Mineral absorption","3/24","304/20544",0.00515796579030073,0.0660005103481608,0.0579533706310219,"diclofenac/ketorolac/dapagliflozin",3,2.84811654641812
"15","hsa04540","Gap junction","5/24","994/20544",0.00517126061479549,0.0660005103481608,0.0579533706310219,"albendazole/formoterol/haloperidol/olanzapine/aripiprazole",5,2.84811654641812
"16","hsa05030","Cocaine addiction","4/24","617/20544",0.00530657369633454,0.0660005103481608,0.0579533706310219,"haloperidol/olanzapine/zonisamide/aripiprazole",4,2.84811654641812
"17","hsa04725","Cholinergic synapse","5/24","1042/20544",0.00630744881948302,0.0738342538280659,0.0648319816739431,"diclofenac/umeclidinium/haloperidol/olanzapine/aripiprazole",5,2.73595625302589
"18","hsa00790","Folate biosynthesis","3/24","348/20544",0.00749121898900371,0.0828195877117633,0.0727217749809717,"diclofenac/bimatoprost/haloperidol",3,2.62111442098159
"19","hsa05034","Alcoholism","5/24","1131/20544",0.008867719347358,0.0928776921118022,0.0815535408122675,"haloperidol/olanzapine/zonisamide/aripiprazole/cytarabine",5,2.50649553194576
"20","hsa05032","Morphine addiction","4/24","825/20544",0.0144521309815536,0.143798703266458,0.126265986470416,"haloperidol/roflumilast/olanzapine/aripiprazole",4,2.06936459333476
"21","hsa04970","Salivary secretion","4/24","884/20544",0.0182013141494862,0.172479119797512,0.151449531268908,"formoterol/quinine/olanzapine/aripiprazole",4,1.88750283646972
"22","hsa05031","Amphetamine addiction","4/24","916/20544",0.0204697964210364,0.181295532623672,0.159190999288705,"haloperidol/olanzapine/zonisamide/aripiprazole",4,1.83765054430139
"23","hsa04940","Type I diabetes mellitus","2/24","192/20544",0.0209537550268566,0.181295532623672,0.159190999288705,"diclofenac/haloperidol",2,1.83765054430139
"24","hsa05414","Dilated cardiomyopathy","3/24","520/20544",0.0219866287752665,0.182305796928251,0.160078086697115,"diclofenac/formoterol/olanzapine",3,1.83209354094503
"25","hsa04913","Ovarian steroidogenesis","3/24","554/20544",0.0259182665185098,0.206309401487338,0.181155041771479,"albendazole/diclofenac/bimatoprost",3,1.70840203000253
"26","hsa04714","Thermogenesis","4/24","1003/20544",0.0275071548789023,0.210535531573137,0.184865899186145,"diclofenac/formoterol/haloperidol/olanzapine",4,1.68812458601265
"27","hsa00380","Tryptophan metabolism","3/24","619/20544",0.0344316288695805,0.247043943762775,0.216923008011747,"albendazole/fomepizole/zonisamide",3,1.52821279018791
"28","hsa04261","Adrenergic signaling in cardiomyocytes","4/24","1089/20544",0.0357575704620788,0.247043943762775,0.216923008011747,"formoterol/olanzapine/zonisamide/aripiprazole",4,1.52821279018791
"29","hsa05140","Leishmaniasis","3/24","630/20544",0.0360013787392989,0.247043943762775,0.216923008011747,"diclofenac/dexamethasone/haloperidol",3,1.52821279018791
"30","hsa05322","Systemic lupus erythematosus","2/24","266/20544",0.0382287922380503,0.253584321845734,0.222665947772503,"diclofenac/haloperidol",2,1.50208262268541
"31","hsa04923","Regulation of lipolysis in adipocytes","3/24","655/20544",0.039706842245534,0.25489230989875,0.223814458837305,"bimatoprost/formoterol/olanzapine",3,1.49693787912638
"32","hsa00350","Tyrosine metabolism","3/24","696/20544",0.0461946282150518,0.280600761937918,0.246388397152575,"haloperidol/fomepizole/zonisamide",3,1.4008461379097
"33","hsa05016","Huntington disease","4/24","1185/20544",0.0465317846429713,0.280600761937918,0.246388397152575,"albendazole/diclofenac/haloperidol/carfilzomib",4,1.4008461379097
"34","hsa04216","Ferroptosis","2/24","320/20544",0.0533001837107464,0.304990457935106,0.267804369305621,"diclofenac/ketorolac",2,1.31749853030319
"35","hsa04924","Renin secretion","3/24","740/20544",0.0537158978463943,0.304990457935106,0.267804369305621,"alprostadil/formoterol/olanzapine",3,1.31749853030319
"36","hsa04270","Vascular smooth muscle contraction","4/24","1253/20544",0.0551741531942906,0.304990457935106,0.267804369305621,"diclofenac/bimatoprost/olanzapine/aripiprazole",4,1.31749853030319
"37","hsa05133","Pertussis","3/24","757/20544",0.0567739922313337,0.305352012271227,0.268121840978703,"diclofenac/dexamethasone/haloperidol",3,1.31631377126688
"38","hsa04713","Circadian entrainment","3/24","766/20544",0.0584268285293438,0.305972075719458,0.268666302932716,"dexamethasone/haloperidol/zonisamide",3,1.31428517899299
