"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"1","hsa04115","p53 signaling pathway","4/17","512/20540",0.000701437321446462,0.0994243773308064,0.0926583201406778,"rasagiline/temsirolimus/clofarabine/gemcitabine",4,2.37883652844053
"2","hsa05224","Breast cancer","5/17","1048/20540",0.0012665525774625,0.0994243773308064,0.0926583201406778,"ulipristal/rasagiline/temsirolimus/norgestrel/dacomitinib",5,2.37883652844053
"3","hsa05215","Prostate cancer","5/17","1274/20540",0.00300673002069125,0.157352204416176,0.146644025570556,"ulipristal/rasagiline/temsirolimus/norgestrel/dacomitinib",5,1.91974722376423
"4","hsa04540","Gap junction","4/17","994/20540",0.00782461145537507,0.307115999623472,0.286216050604509,"metoprolol/ixabepilone/formoterol/dacomitinib",4,1.25100833165555
"5","hsa04261","Adrenergic signaling in cardiomyocytes","4/17","1089/20540",0.0107393966641987,0.318226704260539,0.296570646277003,"rasagiline/metoprolol/riluzole/formoterol",4,1.21546982154946
"6","hsa05016","Huntington disease","4/17","1185/20540",0.0143352030646983,0.318226704260539,0.296570646277003,"rasagiline/temsirolimus/ixabepilone/riluzole",4,1.21546982154946
"7","hsa05213","Endometrial cancer","3/17","647/20540",0.0152155773836486,0.318226704260539,0.296570646277003,"rasagiline/temsirolimus/dacomitinib",3,1.21546982154946
"8","hsa05218","Melanoma","3/17","700/20540",0.0187600413633774,0.318226704260539,0.296570646277003,"rasagiline/temsirolimus/dacomitinib",3,1.21546982154946
"9","hsa04060","Cytokine-cytokine receptor interaction","3/17","720/20540",0.0202087991821579,0.318226704260539,0.296570646277003,"metoprolol/temsirolimus/riluzole",3,1.21546982154946
"10","hsa01524","Platinum drug resistance","3/17","758/20540",0.0231307497794085,0.318226704260539,0.296570646277003,"ofloxacin/rasagiline/gatifloxacin",3,1.21546982154946
"11","hsa04915","Estrogen signaling pathway","4/17","1374/20540",0.0235128082945685,0.318226704260539,0.296570646277003,"ulipristal/rasagiline/norgestrel/dacomitinib",4,1.21546982154946
"12","hsa04928","Parathyroid hormone synthesis, secretion and action","3/17","806/20540",0.027140285467035,0.318226704260539,0.296570646277003,"rasagiline/metoprolol/dacomitinib",3,1.21546982154946
"13","hsa05214","Glioma","3/17","816/20540",0.0280204870789832,0.318226704260539,0.296570646277003,"rasagiline/temsirolimus/dacomitinib",3,1.21546982154946
"14","hsa00983","Drug metabolism - other enzymes","3/17","820/20540",0.0283769035646341,0.318226704260539,0.296570646277003,"clofarabine/norgestrel/gemcitabine",3,1.21546982154946
"15","hsa04630","JAK-STAT signaling pathway","3/17","880/20540",0.0340202478966278,0.337709437097483,0.314727534405298,"rasagiline/temsirolimus/dacomitinib",3,1.15604798460095
"16","hsa04970","Salivary secretion","3/17","884/20540",0.0344162483666225,0.337709437097483,0.314727534405298,"metoprolol/riluzole/formoterol",3,1.15604798460095
"17","hsa05210","Colorectal cancer","3/17","949/20540",0.0411959465905679,0.378867216692453,0.353084432586329,"rasagiline/temsirolimus/dacomitinib",3,1.04104806485224
"18","hsa05226","Gastric cancer","3/17","1023/20540",0.0496972954841713,0.378867216692453,0.353084432586329,"rasagiline/temsirolimus/dacomitinib",3,1.04104806485224
"19","hsa00240","Pyrimidine metabolism","2/17","446/20540",0.0516052013224301,0.378867216692453,0.353084432586329,"clofarabine/gemcitabine",2,1.04104806485224
"20","hsa01521","EGFR tyrosine kinase inhibitor resistance","3/17","1052/20540",0.0532528730384612,0.378867216692453,0.353084432586329,"rasagiline/temsirolimus/dacomitinib",3,1.04104806485224
"21","hsa05212","Pancreatic cancer","3/17","1067/20540",0.0551408042508618,0.378867216692453,0.353084432586329,"rasagiline/temsirolimus/dacomitinib",3,1.04104806485224
"22","hsa00480","Glutathione metabolism","2/17","472/20540",0.0570862466239795,0.378867216692453,0.353084432586329,"clofarabine/gemcitabine",2,1.04104806485224
"23","hsa04136","Autophagy - other","1/17","77/20540",0.0618767950437221,0.378867216692453,0.353084432586329,"temsirolimus",1,1.04104806485224
"24","hsa05034","Alcoholism","3/17","1131/20540",0.0635648054622147,0.378867216692453,0.353084432586329,"rasagiline/riluzole/gemcitabine",3,1.04104806485224
"25","hsa05225","Hepatocellular carcinoma","3/17","1131/20540",0.0635648054622147,0.378867216692453,0.353084432586329,"rasagiline/temsirolimus/dacomitinib",3,1.04104806485224
"26","hsa03030","DNA replication","1/17","81/20540",0.0649905902860753,0.378867216692453,0.353084432586329,"clofarabine",1,1.04104806485224
"27","hsa05414","Dilated cardiomyopathy","2/17","520/20540",0.0677214617869969,0.378867216692453,0.353084432586329,"metoprolol/formoterol",2,1.04104806485224
"28","hsa05014","Amyotrophic lateral sclerosis","3/17","1174/20540",0.0695542641384285,0.378867216692453,0.353084432586329,"rasagiline/temsirolimus/ixabepilone",3,1.04104806485224
"29","hsa04072","Phospholipase D signaling pathway","3/17","1177/20540",0.0699818425737652,0.378867216692453,0.353084432586329,"metoprolol/temsirolimus/dacomitinib",3,1.04104806485224
"30","hsa04621","NOD-like receptor signaling pathway","3/17","1226/20540",0.0771418523017971,0.393024914714803,0.366278666747285,"rasagiline/metoprolol/temsirolimus",3,1.00436085073152
"31","hsa01522","Endocrine resistance","3/17","1259/20540",0.0821480055490648,0.393024914714803,0.366278666747285,"rasagiline/temsirolimus/dacomitinib",3,1.00436085073152
"32","hsa01232","Nucleotide metabolism","2/17","583/20540",0.0826092484253783,0.393024914714803,0.366278666747285,"clofarabine/gemcitabine",2,1.00436085073152
"33","hsa05160","Hepatitis C","3/17","1262/20540",0.0826103323922835,0.393024914714803,0.366278666747285,"rasagiline/temsirolimus/dacomitinib",3,1.00436085073152
"34","hsa05030","Cocaine addiction","2/17","617/20540",0.0910404774183539,0.420392792784752,0.391784097868458,"rasagiline/riluzole",2,0.937044361665325
"35","hsa04923","Regulation of lipolysis in adipocytes","2/17","655/20540",0.10076210444072,0.451990011348371,0.421231053150678,"metoprolol/formoterol",2,0.864573776010943
"36","hsa04066","HIF-1 signaling pathway","3/17","1400/20540",0.105128648421861,0.458477716728671,0.427277255281832,"rasagiline/temsirolimus/dacomitinib",3,0.850322166670393
"37","hsa04211","Longevity regulating pathway","2/17","694/20540",0.111041029663295,0.46173468094671,0.430312575605717,"rasagiline/temsirolimus",2,0.843243414359618
"38","hsa05222","Small cell lung cancer","2/17","720/20540",0.118050185701845,0.46173468094671,0.430312575605717,"rasagiline/temsirolimus",2,0.843243414359618
"39","hsa05165","Human papillomavirus infection","3/17","1478/20540",0.11888188747511,0.46173468094671,0.430312575605717,"rasagiline/temsirolimus/dacomitinib",3,0.843243414359618
"40","hsa04929","GnRH secretion","2/17","729/20540",0.120503910468201,0.46173468094671,0.430312575605717,"ivabradine/riluzole",2,0.843243414359618
"41","hsa05206","MicroRNAs in cancer","3/17","1500/20540",0.12288628162825,0.46173468094671,0.430312575605717,"rasagiline/temsirolimus/dacomitinib",3,0.843243414359618
"42","hsa04924","Renin secretion","2/17","740/20540",0.123521379616317,0.46173468094671,0.430312575605717,"metoprolol/formoterol",2,0.843243414359618
"43","hsa04742","Taste transduction","2/17","756/20540",0.1279456136809,0.46715026390468,0.435359615707345,"ticagrelor/metoprolol",2,0.83158288664847
"44","hsa04015","Rap1 signaling pathway","3/17","1566/20540",0.135213525934751,0.469960124068864,0.437978258434945,"ticagrelor/riluzole/dacomitinib",3,0.825586008114092
"45","hsa04510","Focal adhesion","3/17","1575/20540",0.136929858718028,0.469960124068864,0.437978258434945,"rasagiline/temsirolimus/dacomitinib",3,0.825586008114092
"46","hsa05131","Shigellosis","3/17","1579/20540",0.137695322975591,0.469960124068864,0.437978258434945,"rasagiline/temsirolimus/dacomitinib",3,0.825586008114092
"47","hsa00982","Drug metabolism - cytochrome P450","2/17","853/20540",0.15556926315845,0.50048960618691,0.466430139188605,"rasagiline/norgestrel",2,0.762647025131882
"48","hsa04114","Oocyte meiosis","2/17","871/20540",0.160829305174129,0.50048960618691,0.466430139188605,"ulipristal/norgestrel",2,0.762647025131882
"49","hsa00562","Inositol phosphate metabolism","1/17","212/20540",0.161753763990945,0.50048960618691,0.466430139188605,"temsirolimus",1,0.762647025131882
"50","hsa00670","One carbon pool by folate","1/17","223/20540",0.169434622341338,0.50048960618691,0.466430139188605,"gemcitabine",1,0.762647025131882
"51","hsa05017","Spinocerebellar ataxia","2/17","906/20540",0.171160283823177,0.50048960618691,0.466430139188605,"temsirolimus/riluzole",2,0.762647025131882
"52","hsa05231","Choline metabolism in cancer","2/17","912/20540",0.172944141155932,0.50048960618691,0.466430139188605,"temsirolimus/dacomitinib",2,0.762647025131882
"53","hsa04140","Autophagy - animal","2/17","926/20540",0.177120207161486,0.50048960618691,0.466430139188605,"rasagiline/temsirolimus",2,0.762647025131882
"54","hsa00340","Histidine metabolism","1/17","240/20540",0.181174871633919,0.50048960618691,0.466430139188605,"rasagiline",1,0.762647025131882
"55","hsa05217","Basal cell carcinoma","1/17","242/20540",0.182545762391257,0.50048960618691,0.466430139188605,"rasagiline",1,0.762647025131882
"56","hsa04934","Cushing syndrome","2/17","945/20540",0.182817120437784,0.50048960618691,0.466430139188605,"riluzole/dacomitinib",2,0.762647025131882
"57","hsa00230","Purine metabolism","2/17","963/20540",0.188243571035485,0.50048960618691,0.466430139188605,"clofarabine/gemcitabine",2,0.762647025131882
"58","hsa04014","Ras signaling pathway","3/17","1836/20540",0.189964702484315,0.50048960618691,0.466430139188605,"rasagiline/riluzole/dacomitinib",3,0.762647025131882
"59","hsa05230","Central carbon metabolism in cancer","2/17","971/20540",0.190664001081044,0.50048960618691,0.466430139188605,"temsirolimus/dacomitinib",2,0.762647025131882
"60","hsa05223","Non-small cell lung cancer","2/17","973/20540",0.19126991319245,0.50048960618691,0.466430139188605,"rasagiline/dacomitinib",2,0.762647025131882
"61","hsa04012","ErbB signaling pathway","2/17","987/20540",0.195520030482732,0.50311649233215,0.468878259699423,"temsirolimus/dacomitinib",2,0.757412118432729
"62","hsa04714","Thermogenesis","2/17","1003/20540",0.20039523298046,0.50311649233215,0.468878259699423,"temsirolimus/formoterol",2,0.757412118432729
"63","hsa05163","Human cytomegalovirus infection","3/17","1904/20540",0.204678475919423,0.50311649233215,0.468878259699423,"rasagiline/temsirolimus/dacomitinib",3,0.757412118432729
