"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"1","hsa05016","Huntington disease","6/14","1185/20464",7.47132245289348e-05,0.00806777214741686,0.00750590178520974,"co-101244/vorinostat/panobinostat/entinostat/icosapent/ly-294002",6
"2","hsa04110","Cell cycle","5/14","730/20464",8.72193662303476e-05,0.00806777214741686,0.00750590178520974,"vorinostat/panobinostat/entinostat/bi-2536/ly-294002",5
"3","hsa04330","Notch signaling pathway","3/14","146/20464",0.000122238971930559,0.00806777214741686,0.00750590178520974,"vorinostat/panobinostat/entinostat",3
"4","hsa05031","Amphetamine addiction","5/14","916/20464",0.000253691504182708,0.012557729457044,0.0116831613768352,"co-101244/vorinostat/panobinostat/entinostat/ly-294002",5
"5","hsa04213","Longevity regulating pathway - multiple species","4/14","578/20464",0.000503068996935952,0.0199215322786637,0.0185341209397456,"vorinostat/panobinostat/entinostat/ly-294002",4
"6","hsa05014","Amyotrophic lateral sclerosis","5/14","1174/20464",0.000797592959604957,0.0226482862404443,0.0210709733762772,"l-693403/co-101244/vorinostat/panobinostat/ly-294002",5
"7","hsa05203","Viral carcinogenesis","5/14","1175/20464",0.000800696988298535,0.0226482862404443,0.0210709733762772,"vorinostat/panobinostat/entinostat/maraviroc/ly-294002",5
"8","hsa05220","Chronic myeloid leukemia","4/14","822/20464",0.00187333632465001,0.0463650740350878,0.0431360337912832,"vorinostat/panobinostat/entinostat/ly-294002",4
"9","hsa05202","Transcriptional misregulation in cancer","4/14","1001/20464",0.00384041068368656,0.0844890350411042,0.0786048970345202,"vorinostat/panobinostat/entinostat/icosapent",4
"10","hsa05034","Alcoholism","4/14","1131/20464",0.00594511375037706,0.112294163791178,0.104473570778608,"co-101244/vorinostat/panobinostat/entinostat",4
"11","hsa04371","Apelin signaling pathway","4/14","1167/20464",0.00664333051199286,0.112294163791178,0.104473570778608,"vorinostat/panobinostat/icosapent/ly-294002",4
"12","hsa04919","Thyroid hormone signaling pathway","4/14","1175/20464",0.00680570689643501,0.112294163791178,0.104473570778608,"vorinostat/panobinostat/entinostat/ly-294002",4
"13","hsa04613","Neutrophil extracellular trap formation","4/14","1237/20464",0.00815615762226024,0.124224554554425,0.115573083716238,"vorinostat/panobinostat/entinostat/ly-294002",4
"14","hsa05169","Epstein-Barr virus infection","4/14","1405/20464",0.0126927765444316,0.174602882087908,0.162442872755895,"vorinostat/panobinostat/entinostat/ly-294002",4
"15","hsa04740","Olfactory transduction","2/14","267/20464",0.0139170639495571,0.174602882087908,0.162442872755895,"icosapent/ly-294002",2
"16","hsa04720","Long-term potentiation","3/14","777/20464",0.0145090858532827,0.174602882087908,0.162442872755895,"co-101244/phccc/ly-294002",3
"17","hsa05165","Human papillomavirus infection","4/14","1478/20464",0.015094894830362,0.174602882087908,0.162442872755895,"vorinostat/panobinostat/entinostat/ly-294002",4
"18","hsa05206","MicroRNAs in cancer","4/14","1500/20464",0.0158729892807189,0.174602882087908,0.162442872755895,"vorinostat/panobinostat/entinostat/ly-294002",4
"19","hsa04724","Glutamatergic synapse","3/14","824/20464",0.0169806885137302,0.176956648722031,0.164632714122038,"co-101244/phccc/ly-294002",3
"20","hsa05017","Spinocerebellar ataxia","3/14","906/20464",0.0218381001937758,0.216197191918381,0.201140396521619,"co-101244/phccc/ly-294002",3
"21","hsa04961","Endocrine and other factor-regulated calcium reabsorption","2/14","378/20464",0.0267436208590186,0.25215413952789,0.234593165429988,"icosapent/ly-294002",2
"22","hsa04725","Cholinergic synapse","3/14","1042/20464",0.031446713179329,0.278477956604131,0.259083691683801,"rivastigmine/ly-294002/linopirdine",3
"23","hsa05410","Hypertrophic cardiomyopathy","2/14","419/20464",0.0323484495045202,0.278477956604131,0.259083691683801,"icosapent/trandolapril",2
"24","hsa04136","Autophagy - other","1/14","77/20464",0.0514246305399424,0.424253201954525,0.394706594056575,"ly-294002",1
"25","hsa04068","FoxO signaling pathway","3/14","1326/20464",0.0577550153569582,0.457419721627109,0.425563271051271,"bi-2536/phccc/ly-294002",3
"26","hsa04911","Insulin secretion","2/14","595/20464",0.0609675910189666,0.457908533001113,0.426018039740536,"icosapent/ly-294002",2
"27","hsa03450","Non-homologous end-joining","1/14","94/20464",0.06244207268197,0.457908533001113,0.426018039740536,"ly-294002",1
"28","hsa04730","Long-term depression","2/14","616/20464",0.0648213049381757,0.458379227777099,0.426455953540629,"phccc/ly-294002",2
"29","hsa04211","Longevity regulating pathway","2/14","694/20464",0.079843897080341,0.540835668088231,0.503169813479216,"icosapent/ly-294002",2
"30","hsa05415","Diabetic cardiomyopathy","3/14","1542/20464",0.0831878855763633,0.540835668088231,0.503169813479216,"icosapent/trandolapril/ly-294002",3
"31","hsa04920","Adipocytokine signaling pathway","2/14","718/20464",0.0846762914683594,0.540835668088231,0.503169813479216,"icosapent/ly-294002",2
"32","hsa04713","Circadian entrainment","2/14","766/20464",0.0946133861398353,0.585420326740231,0.544649426791815,"co-101244/ly-294002",2
"33","hsa04310","Wnt signaling pathway","2/14","797/20464",0.101212738328138,0.607276429968827,0.564983387796623,"icosapent/ly-294002",2
"34","hsa05221","Acute myeloid leukemia","2/14","827/20464",0.107726263811485,0.609839131708006,0.567367613231797,"icosapent/ly-294002",2
"35","hsa00061","Fatty acid biosynthesis","1/14","166/20464",0.107799846514041,0.609839131708006,0.567367613231797,"icosapent",1
"36","hsa04114","Oocyte meiosis","2/14","871/20464",0.117491145349635,0.625633212616389,0.582061734225773,"bi-2536/ly-294002",2
"37","hsa04922","Glucagon signaling pathway","2/14","910/20464",0.126342013806402,0.625633212616389,0.582061734225773,"icosapent/ly-294002",2
"38","hsa04723","Retrograde endocannabinoid signaling","2/14","914/20464",0.127259599666559,0.625633212616389,0.582061734225773,"phccc/ly-294002",2
"39","hsa05110","Vibrio cholerae infection","1/14","206/20464",0.132109552689661,0.625633212616389,0.582061734225773,"ly-294002",1
"40","hsa00562","Inositol phosphate metabolism","1/14","212/20464",0.135702499963193,0.625633212616389,0.582061734225773,"ly-294002",1
"41","hsa05100","Bacterial invasion of epithelial cells","1/14","218/20464",0.139281631292084,0.625633212616389,0.582061734225773,"ly-294002",1
"42","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","1/14","228/20464",0.145216281235856,0.625633212616389,0.582061734225773,"icosapent",1
"43","hsa04540","Gap junction","2/14","994/20464",0.145963029535724,0.625633212616389,0.582061734225773,"phccc/ly-294002",2
"44","hsa04714","Thermogenesis","2/14","1003/20464",0.14810635181429,0.625633212616389,0.582061734225773,"icosapent/ly-294002",2
"45","hsa00900","Terpenoid backbone biosynthesis","1/14","233/20464",0.148169336382198,0.625633212616389,0.582061734225773,"pamidronate",1
"46","hsa04152","AMPK signaling pathway","2/14","1016/20464",0.15121520907291,0.625633212616389,0.582061734225773,"icosapent/ly-294002",2
"47","hsa04625","C-type lectin receptor signaling pathway","2/14","1019/20464",0.151934768778338,0.625633212616389,0.582061734225773,"bi-2536/ly-294002",2
"48","hsa05217","Basal cell carcinoma","1/14","242/20464",0.153460975853768,0.625633212616389,0.582061734225773,"ly-294002",1
"49","hsa05340","Primary immunodeficiency","1/14","264/20464",0.166267864594199,0.625633212616389,0.582061734225773,"ly-294002",1
