"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"1","hsa00140","Steroid hormone biosynthesis","4/12","906/20540",0.00140071121616085,0.051855199788356,0.0407814638383925,"felbamate/abiraterone/vardenafil/diltiazem",4
"2","hsa05410","Hypertrophic cardiomyopathy","3/12","419/20540",0.00161664873251433,0.051855199788356,0.0407814638383925,"trandolapril/nimodipine/diltiazem",3
"3","hsa04927","Cortisol synthesis and secretion","3/12","434/20540",0.00178811033752952,0.051855199788356,0.0407814638383925,"abiraterone/nimodipine/diltiazem",3
"4","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","2/12","228/20540",0.00752447822167141,0.0985983077003992,0.0775425287419958,"nimodipine/diltiazem",2
"5","hsa05204","Chemical carcinogenesis - DNA adducts","3/12","732/20540",0.00779366002614271,0.0985983077003992,0.0775425287419958,"felbamate/vardenafil/diltiazem",3
"6","hsa04924","Renin secretion","3/12","740/20540",0.00803095496032376,0.0985983077003992,0.0775425287419958,"trandolapril/nimodipine/diltiazem",3
"7","hsa04713","Circadian entrainment","3/12","766/20540",0.00883206039780781,0.0985983077003992,0.0775425287419958,"felbamate/nimodipine/diltiazem",3
"8","hsa04720","Long-term potentiation","3/12","777/20540",0.00918487647147836,0.0985983077003992,0.0775425287419958,"felbamate/nimodipine/diltiazem",3
"9","hsa04724","Glutamatergic synapse","3/12","824/20540",0.0107868097595399,0.0985983077003992,0.0775425287419958,"felbamate/nimodipine/diltiazem",3
"10","hsa00982","Drug metabolism - cytochrome P450","3/12","853/20540",0.0118527076805031,0.0985983077003992,0.0775425287419958,"felbamate/vardenafil/diltiazem",3
"11","hsa00980","Metabolism of xenobiotics by cytochrome P450","3/12","869/20540",0.0124664526977516,0.0985983077003992,0.0775425287419958,"felbamate/vardenafil/diltiazem",3
"12","hsa05031","Amphetamine addiction","3/12","916/20540",0.0143761784948119,0.104227294087386,0.0819694387862082,"felbamate/nimodipine/diltiazem",3
"13","hsa04934","Cushing syndrome","3/12","945/20540",0.0156349319352823,0.104633775259197,0.0822891154488542,"abiraterone/nimodipine/diltiazem",3
"14","hsa04725","Cholinergic synapse","3/12","1042/20540",0.0202988392382031,0.126142786694548,0.0992048534197898,"pralidoxime/nimodipine/diltiazem",3
"15","hsa04260","Cardiac muscle contraction","2/12","401/20540",0.0220479079175244,0.127877865921642,0.100569404536076,"nimodipine/diltiazem",2
"16","hsa00591","Linoleic acid metabolism","2/12","443/20540",0.0265510080478646,0.144371106260264,0.113540494941526,"felbamate/vardenafil",2
"17","hsa05414","Dilated cardiomyopathy","2/12","520/20540",0.0356943198395585,0.182670930943623,0.143661349199461,"nimodipine/diltiazem",2
"18","hsa04728","Dopaminergic synapse","3/12","1323/20540",0.0378423558496217,0.182904719939838,0.143845212293884,"felbamate/nimodipine/diltiazem",3
