"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"1","alpidem",NA,"GI1","trt_cp","up",0.500262673506198,2.17592350218891e-05,0.000138039403703082,1.58131180183462,0.472438936871187,37,68,NA,99.0861104545813
"2","BRD-K37846922",NA,"GI1","trt_cp","down",-0.49418554374485,2.20203458421518e-05,0.000138039403703082,-1.54816423573881,0,37,68,NA,-98.6833293941543
"3","L-693403","4687238","GI1","trt_cp","down",-0.467281371397316,2.31953445333338e-05,0.000138039403703082,-1.46387994626937,0,37,68,"SIGMAR1",-98.2283542109824
"4","rivastigmine","77991","GI1","trt_cp","down",-0.465432885293356,2.32823814734214e-05,0.000138039403703082,-1.45808908469392,0,37,68,"ACHE; BCHE",-97.6069487118884
"5","barasertib-HQPA","16007391","GI1","trt_cp","up",0.453934988470198,2.37610846439029e-05,0.000138039403703082,1.43487170350456,0,37,68,NA,97.6729299613961
"6","stemregenin-1",NA,"GI1","trt_cp","down",-0.457824898090929,2.35870107637278e-05,0.000138039403703082,-1.43425509391487,-1.01573846182483,37,68,NA,-95.1173875364374
"7","pamidronate",NA,"GI1","trt_cp","down",-0.450596577071908,2.38916400540343e-05,0.000138039403703082,-1.41161050580878,0.280809643660739,37,68,"FDPS",-97.8639801465375
"8","PSB-11","9882625","GI1","trt_cp","down",-0.450455251797834,2.39351585240781e-05,0.000138039403703082,-1.41116776777709,0,37,68,"ADORA1; ADORA2A; ADORA3",-97.7280784684472
"9","CO-101244","6918409","GI1","trt_cp","down",-0.448625708737884,2.39786769941218e-05,0.000138039403703082,-1.40543625019425,0,37,68,"GRIN2B",-97.4592294965729
"10","clorgiline","28767","GI1","trt_cp","up",0.443703942792122,2.41962693443407e-05,0.000138039403703082,1.40253174665257,0,37,68,"MAOA",97.2868904120381
"11","chlorpyrifos",NA,"GI1","trt_cp","up",0.443549087716597,2.41962693443407e-05,0.000138039403703082,1.40204225548829,0,37,68,NA,97.4838493657922
