"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LIHC"
"1","BRD-K50218765",NA,"HEPG2","trt_cp","down",-0.572581262846685,1.85823867086933e-05,0.000211649691868116,-1.59408046274169,0,115,6,NA,-99.7035767746002,FALSE,FALSE
"2","BRD-K30726764",NA,"HEPG2","trt_cp","down",-0.533978315836566,2.02796070404007e-05,0.000211649691868116,-1.48660889909473,-0.996027962393469,115,6,NA,-99.3884424485937,FALSE,FALSE
"3","BRD-K32602441","54631468","HEPG2","trt_cp","down",-0.518627754261896,2.09323840910573e-05,0.000211649691868116,-1.44387255425411,-0.490916668446396,115,6,NA,-98.5356101788387,FALSE,FALSE
"4","KIN001-270",NA,"HEPG2","trt_cp","down",-0.517701275759281,2.09759025611011e-05,0.000211649691868116,-1.44129321508254,0,115,6,NA,-99.2535255652722,FALSE,FALSE
"5","BRD-K07327532",NA,"HEPG2","trt_cp","down",-0.516697301813737,2.10194210311449e-05,0.000211649691868116,-1.43849812667231,-1.43849812667231,115,6,NA,-98.9314976758843,FALSE,FALSE
"6","BRD-K04800985",NA,"HEPG2","trt_cp","down",-0.515675437885803,2.10629395011887e-05,0.000211649691868116,-1.4356532321066,0,115,6,NA,-98.0353344363035,FALSE,FALSE
"7","BRD-K60002786",NA,"HEPG2","trt_cp","down",-0.511976135696067,2.12370133813638e-05,0.000211649691868116,-1.42535428289349,-0.975344585839041,115,6,NA,-97.9073111163633,FALSE,FALSE
"8","BRD-K28484895",NA,"HEPG2","trt_cp","down",-0.500856441166522,2.17157165518454e-05,0.000211649691868116,-1.39439677703122,-0.430585549541681,115,6,NA,-95.0681477979989,FALSE,FALSE
"9","BRD-K92543914","60184911","HEPG2","trt_cp","down",-0.500216856623609,2.17592350218891e-05,0.000211649691868116,-1.39261615777194,-0.883878071041974,115,6,NA,-97.9437485228079,FALSE,FALSE
"10","BRD-K40472535",NA,"HEPG2","trt_cp","down",-0.498342366802608,2.18462719619767e-05,0.000211649691868116,-1.38739753153466,0,115,6,NA,-97.9801859292523,FALSE,FALSE
"11","BRD-K19876534","54646516","HEPG2","trt_cp","down",-0.49701612758402,2.18897904320205e-05,0.000211649691868116,-1.38370524859693,0,115,6,NA,-97.1312928385724,FALSE,FALSE
"12","BRD-K28527676",NA,"HEPG2","trt_cp","down",-0.494745254095432,2.1976827372108e-05,0.000211649691868116,-1.37738308038011,-0.0259180613362459,115,6,NA,-97.7064129835342,FALSE,FALSE
"13","BRD-K47869605",NA,"HEPG2","trt_cp","down",-0.491154362898365,2.21509012522831e-05,0.000211649691868116,-1.36738595006429,0,115,6,NA,-97.2228787520681,FALSE,FALSE
"14","BRD-K84245233","54654203","HEPG2","trt_cp","down",-0.486598538454388,2.23249751324583e-05,0.000211649691868116,-1.35470242161329,-0.460598823348518,115,6,NA,-96.6507129914126,FALSE,FALSE
"15","BRD-K21137917",NA,"HEPG2","trt_cp","down",-0.485249107364136,2.24120120725458e-05,0.000211649691868116,-1.3509455719286,0.92574064257471,115,6,NA,-95.4817616008824,FALSE,FALSE
"16","arbidol",NA,"HEPG2","trt_cp","down",-0.482684198342209,2.24990490126334e-05,0.000211649691868116,-1.34380480148103,0.460864980005446,115,6,NA,-95.3123769006539,FALSE,FALSE
"17","trifluoperazine","5566","HEPG2","trt_cp","down",-0.4824637644969,2.25425674826771e-05,0.000211649691868116,-1.34319110817856,0,115,6,"ABCG2; ADCY10; ADRA1A; ANXA7; CALM1; CALM2; CALM3; CALY; CAMK2A; DHCR24; DRD4; EBP; EBPL; HRH1; MYLK3; S100A4; SCN4A; SCN9A; SEC23IP; TNNC1",-94.6811234538722,TRUE,FALSE
"18","BRD-K71387353","54649313","HEPG2","trt_cp","down",-0.478999627001513,2.26731228928085e-05,0.000211649691868116,-1.33354686331767,0,115,6,NA,-95.9140865043725,FALSE,FALSE
"19","BRD-K56634255",NA,"HEPG2","trt_cp","down",-0.477694005838727,2.27166413628523e-05,0.000211649691868116,-1.32991198155959,0,115,6,NA,-97.1243992751911,FALSE,FALSE
"20","BRD-M36167927",NA,"HEPG2","trt_cp","down",-0.476817809457884,2.2760159832896e-05,0.000211649691868116,-1.3274726290644,0,115,6,NA,-95.8500748444024,FALSE,FALSE
"21","BRD-K44649335",NA,"HEPG2","trt_cp","down",-0.475891567239964,2.28036783029398e-05,0.000211649691868116,-1.32489394771529,0,115,6,NA,-95.9327976049791,FALSE,FALSE
"22","monoethylhexylphthalate","20393","HEPG2","trt_cp","down",-0.475426693273703,2.28471967729836e-05,0.000211649691868116,-1.32359972704245,-1.06954491833701,115,6,NA,-95.4138107618372,FALSE,FALSE
"23","BRD-A59728941","23757080","HEPG2","trt_cp","down",-0.474898285960714,2.28471967729836e-05,0.000211649691868116,-1.32212862795371,-1.08103749413368,115,6,NA,-95.0258016229418,FALSE,FALSE
