"","Var1","Var2","log_fold_change","Sensitive"
"366450","JHH6","etodolac",0.921048630302,FALSE
"366452","SNU398","etodolac",1.00406925248,FALSE
"366500","SNU886","etodolac",0.119708670157,TRUE
"366522","SKHEP1","etodolac",0.135616382731,TRUE
"366536","HLF","etodolac",-0.455020561032,TRUE
"366553","SNU449","etodolac",0.239304684869,TRUE
"366590","JHH4","etodolac",0.131209756406,TRUE
"366593","HUH7","etodolac",0.616697375446,FALSE
"366596","SNU182","etodolac",0.88083385787,FALSE
"366602","SNU423","etodolac",0.218433915921,TRUE
"366624","SNU761","etodolac",-0.0572065009493,TRUE
"366668","JHH1","etodolac",0.265397222656,TRUE
"366672","HEP3B217","etodolac",-0.216800667432,TRUE
"366709","SNU878","etodolac",0.93718206822,FALSE
"366734","JHH5","etodolac",0.230184150473,TRUE
"366738","HEPG2","etodolac",0.753293732928,FALSE
"366804","JHH7","etodolac",0.667479339963,FALSE
"366927","PLCPRF5","etodolac",0.189486836044,TRUE
"2431130","JHH6","vinblastine",-0.464621401288,TRUE
"2431132","SNU398","vinblastine",-0.856551482746,TRUE
"2431180","SNU886","vinblastine",-2.2138387608,TRUE
"2431202","SKHEP1","vinblastine",-0.0821345573713,TRUE
"2431216","HLF","vinblastine",-0.192932266708,TRUE
"2431233","SNU449","vinblastine",0.506861559562,FALSE
"2431270","JHH4","vinblastine",-1.61463578923,TRUE
"2431273","HUH7","vinblastine",NA,NA
"2431276","SNU182","vinblastine",0.568848184687,FALSE
"2431282","SNU423","vinblastine",-2.64802061514,TRUE
"2431304","SNU761","vinblastine",-0.224334024524,TRUE
"2431348","JHH1","vinblastine",-0.879104435564,TRUE
"2431352","HEP3B217","vinblastine",-0.0717163729324,TRUE
"2431389","SNU878","vinblastine",-0.644995716105,TRUE
"2431414","JHH5","vinblastine",0.676225553479,FALSE
"2431418","HEPG2","vinblastine",0.34148138994,FALSE
"2431484","JHH7","vinblastine",-3.25588623744,TRUE
"2431607","PLCPRF5","vinblastine",-1.31551816211,TRUE
