"","X","Var1","Var2","log_fold_change","Sensitive"
"11611",366450,"JHH6","etodolac",0.921048630302,FALSE
"11612",366452,"SNU398","etodolac",1.00406925248,FALSE
"11613",366500,"SNU886","etodolac",0.119708670157,TRUE
"11614",366522,"SKHEP1","etodolac",0.135616382731,TRUE
"11615",366536,"HLF","etodolac",-0.455020561032,TRUE
"11616",366553,"SNU449","etodolac",0.239304684869,TRUE
"11617",366590,"JHH4","etodolac",0.131209756406,TRUE
"11618",366593,"HUH7","etodolac",0.616697375446,FALSE
"11619",366596,"SNU182","etodolac",0.88083385787,FALSE
"11620",366602,"SNU423","etodolac",0.218433915921,TRUE
"11621",366624,"SNU761","etodolac",-0.0572065009493,TRUE
"11622",366668,"JHH1","etodolac",0.265397222656,TRUE
"11623",366672,"HEP3B217","etodolac",-0.216800667432,TRUE
"11624",366709,"SNU878","etodolac",0.93718206822,FALSE
"11625",366734,"JHH5","etodolac",0.230184150473,TRUE
"11626",366738,"HEPG2","etodolac",0.753293732928,FALSE
"11627",366804,"JHH7","etodolac",0.667479339963,FALSE
"11628",366927,"PLCPRF5","etodolac",0.189486836044,TRUE
"31609",997498,"JHH6","pyrazinamide",0.145723371462,TRUE
"31610",997500,"SNU398","pyrazinamide",0.146001925258,TRUE
"31611",997548,"SNU886","pyrazinamide",-0.00423884770221,TRUE
"31612",997570,"SKHEP1","pyrazinamide",-0.135126674107,TRUE
"31613",997584,"HLF","pyrazinamide",-0.472978065361,TRUE
"31614",997601,"SNU449","pyrazinamide",0.0804201652626,TRUE
"31615",997638,"JHH4","pyrazinamide",-0.0889927008969,TRUE
"31616",997641,"HUH7","pyrazinamide",-0.485318553771,TRUE
"31617",997644,"SNU182","pyrazinamide",-0.242225170016,TRUE
"31618",997650,"SNU423","pyrazinamide",-0.175760089652,TRUE
"31619",997672,"SNU761","pyrazinamide",-0.259413165149,TRUE
"31620",997716,"JHH1","pyrazinamide",-0.113916119477,TRUE
"31621",997720,"HEP3B217","pyrazinamide",0.277330598256,TRUE
"31622",997757,"SNU878","pyrazinamide",0.542188292249,FALSE
"31623",997782,"JHH5","pyrazinamide",0.232244196915,TRUE
"31624",997786,"HEPG2","pyrazinamide",-0.0747464777117,TRUE
"31625",997852,"JHH7","pyrazinamide",-0.202452701183,TRUE
"31626",997975,"PLCPRF5","pyrazinamide",-0.0630391553028,TRUE
"77041",2431130,"JHH6","vinblastine",-0.464621401288,TRUE
"77042",2431132,"SNU398","vinblastine",-0.856551482746,TRUE
"77043",2431180,"SNU886","vinblastine",-2.2138387608,TRUE
"77044",2431202,"SKHEP1","vinblastine",-0.0821345573713,TRUE
"77045",2431216,"HLF","vinblastine",-0.192932266708,TRUE
"77046",2431233,"SNU449","vinblastine",0.506861559562,FALSE
"77047",2431270,"JHH4","vinblastine",-1.61463578923,TRUE
"77048",2431273,"HUH7","vinblastine",NA,NA
"77049",2431276,"SNU182","vinblastine",0.568848184687,FALSE
"77050",2431282,"SNU423","vinblastine",-2.64802061514,TRUE
"77051",2431304,"SNU761","vinblastine",-0.224334024524,TRUE
"77052",2431348,"JHH1","vinblastine",-0.879104435564,TRUE
"77053",2431352,"HEP3B217","vinblastine",-0.0717163729324,TRUE
"77054",2431389,"SNU878","vinblastine",-0.644995716105,TRUE
"77055",2431414,"JHH5","vinblastine",0.676225553479,FALSE
"77056",2431418,"HEPG2","vinblastine",0.34148138994,FALSE
"77057",2431484,"JHH7","vinblastine",-3.25588623744,TRUE
"77058",2431607,"PLCPRF5","vinblastine",-1.31551816211,TRUE
