"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LIHC"
"1","BRD-K32581454","54657690","HEPG2","trt_cp","down",-0.541499116884412,1.99749777500942e-05,0.000508725993544339,-1.80002737184112,0,20,100,NA,-99.5568423540534,FALSE,FALSE
"2","arctigenin","64981","HEPG2","trt_cp","down",-0.504412105072357,2.1585161141714e-05,0.000508725993544339,-1.67674437041058,0,20,100,"ADIPOR1; AHR; CHUK; MAP2K1",-99.1698180099267,FALSE,FALSE
"3","BRD-K63423329","54666687","HEPG2","trt_cp","down",-0.488509084925786,2.22379381923707e-05,0.000508725993544339,-1.62388025546341,-0.0252504874734858,20,100,NA,-99.6651697786181,FALSE,FALSE
"4","BRD-K81164606","54649959","HEPG2","trt_cp","down",-0.464596236863591,2.32823814734214e-05,0.000508725993544339,-1.54439022545508,-0.525092676654726,20,100,NA,-98.2313085952888,FALSE,FALSE
"5","BRD-K81461172",NA,"HEPG2","trt_cp","down",-0.458213136111631,2.35870107637278e-05,0.000508725993544339,-1.52317180475505,0,20,100,NA,-99.1412589616324,FALSE,FALSE
"6","BRD-K09701578","54654332","HEPG2","trt_cp","down",-0.456483428861969,2.36740477038154e-05,0.000508725993544339,-1.51742198855484,-0.515923476108644,20,100,NA,-97.8954935791381,FALSE,FALSE
"7","BRD-K10749593",NA,"HEPG2","trt_cp","down",-0.450851587407881,2.38916400540343e-05,0.000508725993544339,-1.49870087072632,-0.686513579249107,20,100,NA,-98.2707003860396,FALSE,FALSE
"8","BRD-K00423995",NA,"HEPG2","trt_cp","down",-0.450053115950958,2.39351585240781e-05,0.000508725993544339,-1.49604662728754,-1.49604662728754,20,100,NA,-98.7158276215237,FALSE,FALSE
"9","BRD-K81826010","54654538","HEPG2","trt_cp","down",-0.449601068561841,2.39351585240781e-05,0.000508725993544339,-1.49454395138576,-0.508144943471158,20,100,NA,-97.8718585046876,FALSE,FALSE
"10","BRD-K47533918","54654288","HEPG2","trt_cp","down",-0.445485528329663,2.41527508742969e-05,0.000508725993544339,-1.48086325489551,-0.503493506664473,20,100,NA,-97.6305837863389,FALSE,FALSE
"11","BRD-K55082668","54654200","HEPG2","trt_cp","down",-0.437416473744478,2.45008986346472e-05,0.000508725993544339,-1.45404046116358,0.84931901442921,20,100,NA,-97.3893090679902,FALSE,FALSE
"12","BRD-K70809902",NA,"HEPG2","trt_cp","down",-0.430422950874075,2.48055279249536e-05,0.000508725993544339,-1.43079290230374,0,20,100,NA,-98.5040967462381,FALSE,FALSE
"13","BRD-K96396151","60190233","HEPG2","trt_cp","down",-0.430231943574166,2.48055279249536e-05,0.000508725993544339,-1.43015796430045,0,20,100,NA,-97.6867170881588,FALSE,FALSE
"14","BRD-M36167927",NA,"HEPG2","trt_cp","down",-0.424917914522218,2.50231202751725e-05,0.000508725993544339,-1.41249330437764,0,20,100,NA,-98.183053651619,FALSE,FALSE
"15","K-788-2192",NA,"HEPG2","trt_cp","down",-0.417211571455974,2.53712680355227e-05,0.000508725993544339,-1.38687622020611,0,20,100,NA,-94.8623256913259,FALSE,FALSE
"16","BRD-K77423370",NA,"HEPG2","trt_cp","down",-0.416702791996711,2.53712680355227e-05,0.000508725993544339,-1.3851849580704,0,20,100,NA,-97.4946821082486,FALSE,FALSE
"17","SA-1973497","54657695","HEPG2","trt_cp","down",-0.411187059967409,2.56323788557854e-05,0.000508725993544339,-1.36684980604724,-0.0136684980604724,20,100,NA,-95.5398644922398,FALSE,FALSE
"18","BRD-K97808269","9062","HEPG2","trt_cp","down",-0.409574475014612,2.56758973258292e-05,0.000508725993544339,-1.36148932259686,0,20,100,NA,-95.9938548806429,FALSE,FALSE
"19","BRD-K12306437",NA,"HEPG2","trt_cp","down",-0.407573795119512,2.57629342659167e-05,0.000508725993544339,-1.35483875113482,-1.35483875113482,20,100,NA,-97.5389978728433,FALSE,FALSE
"20","SA-1973507","54657689","HEPG2","trt_cp","down",-0.404930312836195,2.58934896760481e-05,0.000508725993544339,-1.34605140445488,-0.561874473556434,20,100,NA,-93.5495942645553,FALSE,FALSE
"21","BRD-K30726764",NA,"HEPG2","trt_cp","down",-0.401547555751915,2.60240450861794e-05,0.000508725993544339,-1.33480659323703,-0.894320417468813,20,100,NA,-96.9067596312928,FALSE,FALSE
"22","BRD-K12778320",NA,"HEPG2","trt_cp","down",-0.397483273854335,2.62416374363983e-05,0.000508725993544339,-1.32129628743152,0,20,100,NA,-95.8599227920901,FALSE,FALSE
"23","resorcinol","5054","HEPG2","trt_cp","down",-0.395410573801586,2.63286743764859e-05,0.000508725993544339,-1.31440630975246,0,20,100,"CA12; CA14; INS-IGF2; PNMT; TPO",-96.5837469471362,FALSE,FALSE
"24","BRD-K20667558",NA,"HEPG2","trt_cp","down",-0.393737903566025,2.63721928465296e-05,0.000508725993544339,-1.30884609346735,0,20,100,NA,-93.5052784999606,FALSE,FALSE
"25","BRD-K55851396","54654475","HEPG2","trt_cp","down",-0.392448503072069,2.64592297866172e-05,0.000508725993544339,-1.30455992547553,-0.443550374661682,20,100,NA,-93.2285511699362,FALSE,FALSE
"26","SA-1973509","54657693","HEPG2","trt_cp","down",-0.39235841987055,2.64592297866172e-05,0.000508725993544339,-1.30426047488841,-0.0130426047488842,20,100,NA,-93.6648152525014,FALSE,FALSE
"27","GSK-269962",NA,"HEPG2","trt_cp","down",-0.389448709258123,2.65897851967485e-05,0.000508725993544339,-1.29458814379277,0,20,100,NA,-92.4771527613645,FALSE,FALSE
"28","BRD-K68937492",NA,"HEPG2","trt_cp","down",-0.38703495610132,2.66768221368361e-05,0.000508725993544339,-1.28656445249644,-0.916365815814162,20,100,NA,-93.2118096588671,FALSE,FALSE
"29","BRD-K22937431",NA,"HEPG2","trt_cp","down",-0.386927183451162,2.66768221368361e-05,0.000508725993544339,-1.28620619942793,0,20,100,NA,-95.6048609469786,FALSE,FALSE
"30","BRD-K66383562","54654477","HEPG2","trt_cp","down",-0.386076946691005,2.67203406068799e-05,0.000508725993544339,-1.28337988006174,-1.07015129968376,20,100,NA,-94.0163869849523,FALSE,FALSE
"31","acetamide",NA,"HEPG2","trt_cp","down",-0.385854109610263,2.67203406068799e-05,0.000508725993544339,-1.2826391349113,-1.2826391349113,20,100,NA,-94.2428897817695,TRUE,FALSE
"32","BRD-K35832492","NotFound","HEPG2","trt_cp","down",-0.384540991365056,2.67638590769236e-05,0.000508725993544339,-1.27827412542165,-0.634742974218982,20,100,NA,-95.5930434097534,FALSE,FALSE
"33","BRD-K69532760",NA,"HEPG2","trt_cp","down",-0.38204559521857,2.6894414487055e-05,0.000508725993544339,-1.26997904011643,0,20,100,NA,-92.4929094776649,FALSE,FALSE
"34","CHIR-99021","9956119","HEPG2","trt_cp","down",-0.377924943680383,2.70684883672301e-05,0.000508725993544339,-1.25628135284921,0,20,100,NA,-92.1482313085953,FALSE,FALSE
"35","BRD-K43248184",NA,"HEPG2","trt_cp","down",-0.375780121626,2.71555253073176e-05,0.000508725993544339,-1.24915163040787,-1.00586956543145,20,100,NA,-91.232372173639,FALSE,FALSE
"36","etodolac","73707528","HEPG2","trt_cp","down",-0.3744616512863,2.72425622474052e-05,0.000508725993544339,-1.24476882972284,0,20,100,"RXRA; TRPV1",-93.3014259828252,TRUE,TRUE
"37","BRD-K15453459",NA,"HEPG2","trt_cp","down",-0.371170233014571,2.73731176575365e-05,0.000508725993544339,-1.23382764293868,-1.05773425141733,20,100,NA,-91.5465217048767,FALSE,FALSE
"38","Ro-90-7501","824226","HEPG2","trt_cp","down",-0.369648545757074,2.74166361275803e-05,0.000508725993544339,-1.22876931757957,0,20,100,"APP",-92.8366028519657,FALSE,FALSE
"39","BRD-K03652504","54657691","HEPG2","trt_cp","down",-0.369371889288059,2.74601545976241e-05,0.000508725993544339,-1.22784966840324,-1.03970068251482,20,100,NA,-90.2918931694635,FALSE,FALSE
"40","BRD-K51400578",NA,"HEPG2","trt_cp","down",-0.369113284501853,2.74601545976241e-05,0.000508725993544339,-1.22699002583108,0,20,100,NA,-90.8374694713622,FALSE,FALSE
"41","BRD-K16121755",NA,"HEPG2","trt_cp","down",-0.368781669555031,2.74601545976241e-05,0.000508725993544339,-1.22588768611791,-0.697618191168066,20,100,NA,-92.1787599464272,FALSE,FALSE
"42","BRD-K28527676",NA,"HEPG2","trt_cp","down",-0.365595196785492,2.75907100077554e-05,0.000508725993544339,-1.21529535452225,-0.712770235109355,20,100,NA,-92.0074056566612,FALSE,FALSE
"43","BRD-K80045183","54654296","HEPG2","trt_cp","down",-0.36503218863941,2.76342284777992e-05,0.000508725993544339,-1.21342382778856,-1.0402777921887,20,100,NA,-90.319467422989,FALSE,FALSE
"44","BRD-K19876534","54646516","HEPG2","trt_cp","down",-0.364613206981179,2.76342284777992e-05,0.000508725993544339,-1.21203106752433,-0.0235617458602232,20,100,NA,-92.2132277633341,FALSE,FALSE
"45","BRD-K41047568",NA,"HEPG2","trt_cp","down",-0.36349898062755,2.77647838879305e-05,0.000508725993544339,-1.20832720564825,0,20,100,NA,-89.69412274482,FALSE,FALSE
"46","BRD-K22243404",NA,"HEPG2","trt_cp","down",-0.358478638115388,2.79823762381494e-05,0.000508725993544339,-1.19163880550846,0,20,100,NA,-90.0319073505081,FALSE,FALSE
"47","BRD-K01397631",NA,"HEPG2","trt_cp","down",-0.357129609722601,2.80258947081932e-05,0.000508725993544339,-1.18715442509731,0,20,100,NA,-88.7191759237375,FALSE,FALSE
"48","SAR-245408","52914932","HEPG2","trt_cp","down",-0.355886180473982,2.81782093533464e-05,0.000508725993544339,-1.18302107268237,-0.961975399620055,20,100,NA,-89.2706609942488,FALSE,FALSE
"49","eugenol","3314","HEPG2","trt_cp","down",-0.355873150551188,2.81782093533464e-05,0.000508725993544339,-1.18297775919035,0,20,100,"AR; ESR2; MAOA; TRPV3",-91.9877097612858,FALSE,FALSE
"50","BRD-K41035967",NA,"HEPG2","trt_cp","down",-0.355031450753474,2.83087647634778e-05,0.000508725993544339,-1.18017981801645,-1.18017981801645,20,100,NA,-83.7725518002048,FALSE,FALSE
"51","BRD-K99615821",NA,"HEPG2","trt_cp","down",-0.354699061887104,2.83087647634778e-05,0.000508725993544339,-1.17907490567421,0,20,100,NA,-87.7777121247932,FALSE,FALSE
"52","BRD-K22801678",NA,"HEPG2","trt_cp","down",-0.354448641695899,2.83958017035653e-05,0.000508725993544339,-1.17824246997011,0,20,100,NA,-90.4533995115418,FALSE,FALSE
"53","tegafur","5386","HEPG2","trt_cp","down",-0.353912511561974,2.83958017035653e-05,0.000508725993544339,-1.17646028993353,0,20,100,"CEACAM5; DPYD; TYMP; TYMS",-87.7806665090995,FALSE,TRUE
"54","BRD-K39134386",NA,"HEPG2","trt_cp","down",-0.353186243995598,2.85481163487185e-05,0.000508725993544339,-1.17404606346853,-0.499779718916365,20,100,NA,-85.4378397541952,FALSE,FALSE
"55","BRD-K56384660",NA,"HEPG2","trt_cp","down",-0.352734497112675,2.85481163487185e-05,0.000508725993544339,-1.17254438649612,-0.021424403722144,20,100,NA,-87.525604663988,FALSE,FALSE
"56","BRD-K89040924",NA,"HEPG2","trt_cp","down",-0.352731354771447,2.85481163487185e-05,0.000508725993544339,-1.17253394086464,0,20,100,NA,-86.9573780824076,FALSE,FALSE
"57","BRD-K74548617","54657899","HEPG2","trt_cp","down",-0.350801126198289,2.88745048740469e-05,0.000508725993544339,-1.16611756056548,-0.396479970592262,20,100,NA,-87.1878200582998,FALSE,FALSE
"58","BRD-K74305673",NA,"HEPG2","trt_cp","down",-0.349182759419411,2.9440244984616e-05,0.000508725993544339,-1.16073785742502,0,20,100,NA,-87.8446781690696,FALSE,FALSE
"59","CP-466722","44551660","HEPG2","trt_cp","down",-0.34830084033572,2.97013558048787e-05,0.000508725993544339,-1.1578062210827,0,20,100,NA,-86.951469313795,FALSE,FALSE
"60","MLN-0128",NA,"HEPG2","trt_cp","down",-0.348291776972253,2.97013558048787e-05,0.000508725993544339,-1.15777609305144,0,20,100,NA,-84.290553848578,FALSE,FALSE
"61","SA-1458985","54657732","HEPG2","trt_cp","down",-0.348174813265192,2.97013558048787e-05,0.000508725993544339,-1.1573872874788,-1.01868432465698,20,100,NA,-85.3521626093122,FALSE,FALSE
"62","BRD-K16956545","54645915","HEPG2","trt_cp","down",-0.348127784258327,2.97013558048787e-05,0.000508725993544339,-1.15723095573792,-0.0174428863766034,20,100,NA,-87.6575671630032,FALSE,FALSE
"63","BRD-K67774729","54645916","HEPG2","trt_cp","down",-0.347751047539974,2.97013558048787e-05,0.000508725993544339,-1.15597862423106,0,20,100,NA,-89.7502560466399,FALSE,FALSE
"64","LY-2183240","11507802","HEPG2","trt_cp","down",-0.347601368701355,2.97013558048787e-05,0.000508725993544339,-1.15548106846762,0,20,100,"FAAH",-90.3824942881903,FALSE,FALSE
"65","iq",NA,"HEPG2","trt_cp","down",-0.345788478742352,3.01582997403383e-05,0.000508725993544339,-1.14945473999064,-0.770134675793729,20,100,NA,-83.8129283857244,FALSE,FALSE
"66","BRD-K79758054","54613932","HEPG2","trt_cp","down",-0.345691193055476,3.01582997403383e-05,0.000508725993544339,-1.14913134722082,0,20,100,NA,-85.3245883557867,FALSE,FALSE
"67","BRD-K52785744","54650184","HEPG2","trt_cp","down",-0.344422010400775,3.07457990859294e-05,0.000508725993544339,-1.14491238647445,-0.389270211401314,20,100,NA,-88.2317025131963,FALSE,FALSE
"68","BRD-K04800985",NA,"HEPG2","trt_cp","down",-0.343355826215584,3.13550576665423e-05,0.000509834743905743,-1.14136822424606,0,20,100,NA,-84.3191128968723,FALSE,FALSE
"69","BRD-K68796015",NA,"HEPG2","trt_cp","down",-0.342549434898583,3.13550576665423e-05,0.000509834743905743,-1.13868765395932,0,20,100,NA,-83.7282360356102,FALSE,FALSE
"70","PD-184352","6918454","HEPG2","trt_cp","down",-0.342476737643683,3.18990385420895e-05,0.000511149750626153,-1.13844599696562,0,20,100,"MAP2K1; MAP2K2; MAP3K1; MAP3K2",-87.058811943591,FALSE,FALSE
"71","BRD-K68866125","3290072","HEPG2","trt_cp","down",-0.341340140354379,3.25082971227024e-05,0.000512820028433694,-1.13466777061637,0.857956739743073,20,100,NA,-87.5413613802884,FALSE,FALSE
"72","BRD-K62056344","54654476","HEPG2","trt_cp","down",-0.340710756572585,3.25082971227024e-05,0.000512820028433694,-1.13257560093539,-0.385075704318034,20,100,NA,-85.4890490821713,FALSE,FALSE
"73","chlorpropamide",NA,"HEPG2","trt_cp","down",-0.339260123533659,3.43795913345848e-05,0.000525600906726751,-1.12775347086141,0,20,100,"ABCC8; KCNJ10",-85.0094540297802,FALSE,FALSE
"74","retrorsine","5281743","HEPG2","trt_cp","down",-0.339151162171462,3.43795913345848e-05,0.000525600906726751,-1.12739126632901,0,20,100,NA,-85.3994327582132,FALSE,FALSE
"75","BRD-K06188599",NA,"HEPG2","trt_cp","down",-0.335602369690166,3.7882828173109e-05,0.00055325383345465,-1.11559452760103,0,20,100,NA,-81.1717088158828,FALSE,FALSE
"76","BRD-K87096928",NA,"HEPG2","trt_cp","down",-0.334849983277965,3.9057826864291e-05,0.000562246664460953,-1.113093478026,0,20,100,NA,-85.4683683920271,FALSE,FALSE
"77","BRD-K80643530",NA,"HEPG2","trt_cp","down",-0.334823498336411,3.9057826864291e-05,0.000562246664460953,-1.11300543795677,0,20,100,NA,-81.0880012605373,FALSE,FALSE
"78","tigecycline","73707446","HEPG2","trt_cp","down",-0.333521108237675,4.07115287259546e-05,0.000577617922725769,-1.10867609049628,0,20,100,NA,-84.3319152288663,TRUE,FALSE
"79","BRD-K71701252","6626036","HEPG2","trt_cp","down",-0.333180296162459,4.20388420622898e-05,0.000586131014468373,-1.1075431780964,-1.05454024296139,20,100,NA,-84.5584180256835,FALSE,FALSE
"80","BRD-K37461197",NA,"HEPG2","trt_cp","down",-0.33170620086546,4.37795808640409e-05,0.000600507059200077,-1.10264305582369,0,20,100,NA,-81.6503190735051,FALSE,FALSE
"81","BIX-02189","46931012","HEPG2","trt_cp","down",-0.329876078245712,4.80226316933093e-05,0.000641042475702038,-1.09655944329939,0,20,100,NA,-81.1815567635705,FALSE,FALSE
"82","SA-1459454","54657729","HEPG2","trt_cp","down",-0.328042333331743,5.31360519234533e-05,0.000691217942161816,-1.09046378970514,0,20,100,NA,-82.242180729536,FALSE,FALSE
"83","vinblastine","5667","HEPG2","trt_cp","down",-0.321505028246537,7.74193582078816e-05,0.00092859335103486,-1.06873276979296,-0.260965689783223,20,100,"ABCB1; ABCB4; ABCC2; JUN; STMN4; TUBA1A; TUBB; TUBD1; TUBE1; TUBG1",-81.4553297092886,TRUE,FALSE
"84","BRD-K09907482",NA,"HEPG2","trt_cp","down",-0.320639869565641,8.28591669633538e-05,0.000978923938350995,-1.065856847639,-0.704398621755346,20,100,NA,-81.3696525644056,FALSE,FALSE
