"","X","Var1","Var2","log_fold_change","Sensitive"
"16633",524922,"JHH6","azacitidine",-0.920690527053,TRUE
"16634",524924,"SNU398","azacitidine",0.333501073331,FALSE
"16635",524972,"SNU886","azacitidine",-0.226059378365,TRUE
"16636",524994,"SKHEP1","azacitidine",-1.74739327128,TRUE
"16637",525008,"HLF","azacitidine",-0.00229736638377,TRUE
"16638",525025,"SNU449","azacitidine",0.0170049901357,TRUE
"16639",525062,"JHH4","azacitidine",0.0161961577965,TRUE
"16640",525065,"HUH7","azacitidine",-0.306014642781,TRUE
"16641",525068,"SNU182","azacitidine",0.858971364644,FALSE
"16642",525074,"SNU423","azacitidine",-0.595014092051,TRUE
"16643",525096,"SNU761","azacitidine",0.964441803263,FALSE
"16644",525140,"JHH1","azacitidine",0.232092645975,TRUE
"16645",525144,"HEP3B217","azacitidine",-0.732753117498,TRUE
"16646",525181,"SNU878","azacitidine",NA,NA
"16647",525206,"JHH5","azacitidine",-0.428249866472,TRUE
"16648",525210,"HEPG2","azacitidine",-0.333617371605,TRUE
"16649",525276,"JHH7","azacitidine",-0.438381486342,TRUE
"16650",525399,"PLCPRF5","azacitidine",-0.22217526315,TRUE
"22177",699866,"JHH6","pentamidine",-1.38820620364,TRUE
"22178",699868,"SNU398","pentamidine",-0.848108293706,TRUE
"22179",699916,"SNU886","pentamidine",-1.24622543309,TRUE
"22180",699938,"SKHEP1","pentamidine",-1.6871343743,TRUE
"22181",699952,"HLF","pentamidine",-0.813197344593,TRUE
"22182",699969,"SNU449","pentamidine",-1.0630908532,TRUE
"22183",700006,"JHH4","pentamidine",-0.944014121377,TRUE
"22184",700009,"HUH7","pentamidine",0.214793790098,TRUE
"22185",700012,"SNU182","pentamidine",-0.470586119258,TRUE
"22186",700018,"SNU423","pentamidine",-1.08962384112,TRUE
"22187",700040,"SNU761","pentamidine",-0.139784973891,TRUE
"22188",700084,"JHH1","pentamidine",-0.96012418167,TRUE
"22189",700088,"HEP3B217","pentamidine",-2.07937322638,TRUE
"22190",700125,"SNU878","pentamidine",NA,NA
"22191",700150,"JHH5","pentamidine",-2.79302725714,TRUE
"22192",700154,"HEPG2","pentamidine",-0.597944984142,TRUE
"22193",700220,"JHH7","pentamidine",-2.48051892062,TRUE
"22194",700343,"PLCPRF5","pentamidine",-0.433379825311,TRUE
"22501",710090,"JHH6","everolimus",0.299555750426,TRUE
"22502",710092,"SNU398","everolimus",0.00417659255765,TRUE
"22503",710140,"SNU886","everolimus",-1.53710999728,TRUE
"22504",710162,"SKHEP1","everolimus",-1.38290429403,TRUE
"22505",710176,"HLF","everolimus",-0.835427614429,TRUE
"22506",710193,"SNU449","everolimus",-0.274952148228,TRUE
"22507",710230,"JHH4","everolimus",-0.553866534376,TRUE
"22508",710233,"HUH7","everolimus",0.128996412887,TRUE
"22509",710236,"SNU182","everolimus",-0.211570158344,TRUE
"22510",710242,"SNU423","everolimus",-0.507301414853,TRUE
"22511",710264,"SNU761","everolimus",-0.339957337194,TRUE
"22512",710308,"JHH1","everolimus",-0.32267211492,TRUE
"22513",710312,"HEP3B217","everolimus",-2.04660577021,TRUE
"22514",710349,"SNU878","everolimus",NA,NA
"22515",710374,"JHH5","everolimus",-1.04283200117,TRUE
"22516",710378,"HEPG2","everolimus",0.199055849676,TRUE
"22517",710444,"JHH7","everolimus",-1.77364972851,TRUE
"22518",710567,"PLCPRF5","everolimus",-1.29026702311,TRUE
"22591",712930,"JHH6","midostaurin",-1.66020897728,TRUE
"22592",712932,"SNU398","midostaurin",-1.7542113312,TRUE
"22593",712980,"SNU886","midostaurin",-3.37114902738,TRUE
"22594",713002,"SKHEP1","midostaurin",-2.18681466254,TRUE
"22595",713016,"HLF","midostaurin",0.0672156822674,TRUE
"22596",713033,"SNU449","midostaurin",-2.52550939392,TRUE
"22597",713070,"JHH4","midostaurin",-3.24010215286,TRUE
"22598",713073,"HUH7","midostaurin",NA,NA
"22599",713076,"SNU182","midostaurin",-2.27068096391,TRUE
"22600",713082,"SNU423","midostaurin",-3.85691176737,TRUE
"22601",713104,"SNU761","midostaurin",-0.312045544581,TRUE
"22602",713148,"JHH1","midostaurin",-3.19785454491,TRUE
"22603",713152,"HEP3B217","midostaurin",-1.1775492966,TRUE
"22604",713189,"SNU878","midostaurin",-1.61105022269,TRUE
"22605",713214,"JHH5","midostaurin",-1.60073260704,TRUE
"22606",713218,"HEPG2","midostaurin",-0.710675085144,TRUE
"22607",713284,"JHH7","midostaurin",-1.52722517182,TRUE
"22608",713407,"PLCPRF5","midostaurin",-2.40837197373,TRUE
"27433",865722,"JHH6","mitoxantrone",-3.03568854762,TRUE
"27434",865724,"SNU398","mitoxantrone",-3.60129103026,TRUE
"27435",865772,"SNU886","mitoxantrone",-4.57597303751,TRUE
"27436",865794,"SKHEP1","mitoxantrone",-4.7961245376,TRUE
"27437",865808,"HLF","mitoxantrone",-2.47786219354,TRUE
"27438",865825,"SNU449","mitoxantrone",-4.33663021806,TRUE
"27439",865862,"JHH4","mitoxantrone",-2.55362671603,TRUE
"27440",865865,"HUH7","mitoxantrone",NA,NA
"27441",865868,"SNU182","mitoxantrone",-2.85447481774,TRUE
"27442",865874,"SNU423","mitoxantrone",-4.07124951663,TRUE
"27443",865896,"SNU761","mitoxantrone",-2.38356254842,TRUE
"27444",865940,"JHH1","mitoxantrone",-4.09733853612,TRUE
"27445",865944,"HEP3B217","mitoxantrone",-2.53938426037,TRUE
"27446",865981,"SNU878","mitoxantrone",-2.631830556,TRUE
"27447",866006,"JHH5","mitoxantrone",-3.19893364253,TRUE
"27448",866010,"HEPG2","mitoxantrone",-3.01753027822,TRUE
"27449",866076,"JHH7","mitoxantrone",-4.74403018708,TRUE
"27450",866199,"PLCPRF5","mitoxantrone",-4.70003276085,TRUE
"34597",1091786,"JHH6","clofarabine",-0.754267929951,TRUE
"34598",1091788,"SNU398","clofarabine",-0.645253826788,TRUE
"34599",1091836,"SNU886","clofarabine",-2.55541044411,TRUE
"34600",1091858,"SKHEP1","clofarabine",-4.509641654,TRUE
"34601",1091872,"HLF","clofarabine",-2.0790548737,TRUE
"34602",1091889,"SNU449","clofarabine",-1.75013446436,TRUE
"34603",1091926,"JHH4","clofarabine",-1.03700384008,TRUE
"34604",1091929,"HUH7","clofarabine",0.783547663827,FALSE
"34605",1091932,"SNU182","clofarabine",-0.770534785331,TRUE
"34606",1091938,"SNU423","clofarabine",-3.05968083243,TRUE
"34607",1091960,"SNU761","clofarabine",-3.90428218645,TRUE
"34608",1092004,"JHH1","clofarabine",-0.514830225013,TRUE
"34609",1092008,"HEP3B217","clofarabine",-2.65100906314,TRUE
"34610",1092045,"SNU878","clofarabine",-2.85213129752,TRUE
"34611",1092070,"JHH5","clofarabine",-1.9674911251,TRUE
"34612",1092074,"HEPG2","clofarabine",-3.32859265705,TRUE
"34613",1092140,"JHH7","clofarabine",-3.58083982838,TRUE
"34614",1092263,"PLCPRF5","clofarabine",-3.74693866937,TRUE
"36901",1164490,"JHH6","etoposide",-0.573389879053,TRUE
"36902",1164492,"SNU398","etoposide",-0.881006587134,TRUE
"36903",1164540,"SNU886","etoposide",-5.14085813532,TRUE
"36904",1164562,"SKHEP1","etoposide",-1.88722648272,TRUE
"36905",1164576,"HLF","etoposide",-2.00689686267,TRUE
"36906",1164593,"SNU449","etoposide",0.302608551016,FALSE
"36907",1164630,"JHH4","etoposide",-0.0663728897997,TRUE
"36908",1164633,"HUH7","etoposide",-0.0836749497085,TRUE
"36909",1164636,"SNU182","etoposide",-1.57230760931,TRUE
"36910",1164642,"SNU423","etoposide",-2.71837667291,TRUE
"36911",1164664,"SNU761","etoposide",0.820873784517,FALSE
"36912",1164708,"JHH1","etoposide",0.320444963836,FALSE
"36913",1164712,"HEP3B217","etoposide",-1.05997122322,TRUE
"36914",1164749,"SNU878","etoposide",NA,NA
"36915",1164774,"JHH5","etoposide",-0.127576274307,TRUE
"36916",1164778,"HEPG2","etoposide",0.0595946761361,TRUE
"36917",1164844,"JHH7","etoposide",-3.49915681448,TRUE
"36918",1164967,"PLCPRF5","etoposide",-1.92629951961,TRUE
"45199",1426338,"JHH6","palbociclib",0.0328111364245,TRUE
"45200",1426340,"SNU398","palbociclib",0.0846758298593,TRUE
"45201",1426388,"SNU886","palbociclib",-1.50814931143,TRUE
"45202",1426410,"SKHEP1","palbociclib",-1.69766479812,TRUE
"45203",1426424,"HLF","palbociclib",1.90620734821,FALSE
"45204",1426441,"SNU449","palbociclib",0.211239256762,TRUE
"45205",1426478,"JHH4","palbociclib",-0.666394443082,TRUE
"45206",1426481,"HUH7","palbociclib",0.279668057231,TRUE
"45207",1426484,"SNU182","palbociclib",0.863431535108,FALSE
"45208",1426490,"SNU423","palbociclib",-0.541314888315,TRUE
"45209",1426512,"SNU761","palbociclib",0.367953934176,FALSE
"45210",1426556,"JHH1","palbociclib",1.37030953579,FALSE
"45211",1426560,"HEP3B217","palbociclib",1.21540625068,FALSE
"45212",1426597,"SNU878","palbociclib",NA,NA
"45213",1426622,"JHH5","palbociclib",-0.504551753744,TRUE
"45214",1426626,"HEPG2","palbociclib",0.383047657747,FALSE
"45215",1426692,"JHH7","palbociclib",0.275970373101,TRUE
"45216",1426815,"PLCPRF5","palbociclib",0.289119153458,TRUE
"56917",1796106,"JHH6","erlotinib",0.329698447556,FALSE
"56918",1796108,"SNU398","erlotinib",-0.232181404507,TRUE
"56919",1796156,"SNU886","erlotinib",-1.50110793981,TRUE
"56920",1796178,"SKHEP1","erlotinib",-1.93981251071,TRUE
"56921",1796192,"HLF","erlotinib",-0.86587933964,TRUE
"56922",1796209,"SNU449","erlotinib",0.156240720741,TRUE
"56923",1796246,"JHH4","erlotinib",-0.92875329842,TRUE
"56924",1796249,"HUH7","erlotinib",0.263489809283,TRUE
"56925",1796252,"SNU182","erlotinib",0.428164119881,FALSE
"56926",1796258,"SNU423","erlotinib",-1.00199661649,TRUE
"56927",1796280,"SNU761","erlotinib",0.293940517187,TRUE
"56928",1796324,"JHH1","erlotinib",-2.07491075841,TRUE
"56929",1796328,"HEP3B217","erlotinib",-0.713893412325,TRUE
"56930",1796365,"SNU878","erlotinib",-1.17836955431,TRUE
"56931",1796390,"JHH5","erlotinib",-1.87597725579,TRUE
