"","X","Var1","Var2","log_fold_change","Sensitive"
"545",9100,"PATU8988S","bupivacaine",0.245236549084,TRUE
"546",9101,"PATU8988T","bupivacaine",-0.0143765454228,TRUE
"547",9109,"PANC0203","bupivacaine",0.365011214536,FALSE
"548",9116,"PANC1005","bupivacaine",0.0791927011004,TRUE
"549",9122,"T3M4","bupivacaine",0.136110286881,TRUE
"550",9128,"PANC0504","bupivacaine",NA,NA
"551",9134,"CAPAN2","bupivacaine",0.15507890658,TRUE
"552",9136,"SU8686","bupivacaine",0.824799735502,FALSE
"553",9139,"HUPT3","bupivacaine",0.0640253209831,TRUE
"554",9145,"CFPAC1","bupivacaine",0.170538798987,TRUE
"555",9146,"PANC0327","bupivacaine",-0.362759593278,TRUE
"556",9152,"SW1990","bupivacaine",-0.507625982295,TRUE
"557",9156,"PANC1","bupivacaine",0.345704951346,FALSE
"558",9162,"HS766T","bupivacaine",0.293976674595,TRUE
"559",9171,"PK59","bupivacaine",-0.230594836887,TRUE
"560",9177,"HUPT4","bupivacaine",-0.333673682617,TRUE
"561",9181,"ASPC1","bupivacaine",0.0262373832296,TRUE
"562",9188,"PANC0403","bupivacaine",0.523233234132,FALSE
"563",9191,"DANG","bupivacaine",0.00503436765469,TRUE
"564",9202,"KP4","bupivacaine",0.417082623036,FALSE
"565",9203,"SNU213","bupivacaine",-0.206691863948,TRUE
"566",9206,"HPAC","bupivacaine",0.277069700992,TRUE
"567",9214,"KP2","bupivacaine",0.542478767778,FALSE
"568",9222,"PK1","bupivacaine",0.197952701717,TRUE
"569",9231,"PSN1","bupivacaine",0.310101278661,FALSE
"570",9238,"YAPC","bupivacaine",0.093288817417,TRUE
"571",9279,"PANC0813","bupivacaine",-0.571080802643,TRUE
"572",9311,"PK45H","bupivacaine",-0.0831882592615,TRUE
"573",9335,"TCCPAN2","bupivacaine",0.267750768738,TRUE
"574",9342,"SNU410","bupivacaine",0.21363837959,TRUE
"575",9351,"BXPC3","bupivacaine",0.238027334043,TRUE
"576",9384,"PATU8902","bupivacaine",-0.136751439161,TRUE
"577",9385,"MIAPACA2","bupivacaine",0.195745533839,TRUE
"578",9416,"SUIT2","bupivacaine",-0.139944783803,TRUE
"4387",73284,"PATU8988S","doxazosin",0.223409987361,TRUE
"4388",73285,"PATU8988T","doxazosin",0.282831648481,TRUE
"4389",73293,"PANC0203","doxazosin",0.298468226243,TRUE
"4390",73300,"PANC1005","doxazosin",1.16634828589,FALSE
"4391",73306,"T3M4","doxazosin",-0.0932196662578,TRUE
"4392",73312,"PANC0504","doxazosin",NA,NA
"4393",73318,"CAPAN2","doxazosin",0.144425073525,TRUE
"4394",73320,"SU8686","doxazosin",0.967967784818,FALSE
"4395",73323,"HUPT3","doxazosin",0.132437650087,TRUE
"4396",73329,"CFPAC1","doxazosin",-0.218375883513,TRUE
"4397",73330,"PANC0327","doxazosin",-0.0293817279285,TRUE
"4398",73336,"SW1990","doxazosin",0.174712318329,TRUE
"4399",73340,"PANC1","doxazosin",0.0860442100821,TRUE
"4400",73346,"HS766T","doxazosin",0.365786210832,FALSE
"4401",73355,"PK59","doxazosin",0.706119443981,FALSE
"4402",73361,"HUPT4","doxazosin",0.792563925425,FALSE
"4403",73365,"ASPC1","doxazosin",0.074976994477,TRUE
"4404",73372,"PANC0403","doxazosin",0.387747743092,FALSE
"4405",73375,"DANG","doxazosin",-0.293801942826,TRUE
"4406",73386,"KP4","doxazosin",0.169118749119,TRUE
"4407",73387,"SNU213","doxazosin",0.125680903445,TRUE
"4408",73390,"HPAC","doxazosin",0.151755265977,TRUE
"4409",73398,"KP2","doxazosin",0.0367647387303,TRUE
"4410",73406,"PK1","doxazosin",-0.427561286457,TRUE
"4411",73415,"PSN1","doxazosin",0.198553351442,TRUE
"4412",73422,"YAPC","doxazosin",-0.123605031058,TRUE
"4413",73463,"PANC0813","doxazosin",-0.321694649312,TRUE
"4414",73495,"PK45H","doxazosin",-0.0405380600278,TRUE
"4415",73519,"TCCPAN2","doxazosin",0.221618216648,TRUE
"4416",73526,"SNU410","doxazosin",-0.173892561087,TRUE
"4417",73535,"BXPC3","doxazosin",0.224822730401,TRUE
"4418",73568,"PATU8902","doxazosin",0.271069348929,TRUE
"4419",73569,"MIAPACA2","doxazosin",0.247243745892,TRUE
"4420",73600,"SUIT2","doxazosin",0.000588228772346,TRUE
"9249",154508,"PATU8988S","bicalutamide",-0.315078172109,TRUE
"9250",154509,"PATU8988T","bicalutamide",-0.14470724393,TRUE
"9251",154517,"PANC0203","bicalutamide",-0.770902135647,TRUE
