"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"1","birinapant",NA,"YAPC","trt_cp","up",0.582954285489072,1.81472020082555e-05,0.000167237314092464,1.79843994707573,0,85,26,NA,99.8936421649728
"2","metergoline","28693","YAPC","trt_cp","up",0.572394337550333,1.86259051787371e-05,0.000167237314092464,1.76586203713527,0.751383616002653,85,26,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR5A; HTR6; HTR7; SCN2A",99.5765382494288
"3","TAS-103",NA,"YAPC","trt_cp","down",-0.529469218574435,2.04971993906196e-05,0.000167237314092464,-1.70552702199724,-0.380339271317004,85,26,"TOP1",-99.6129756558733
"4","AMG-232",NA,"YAPC","trt_cp","up",0.55092859591727,1.95397930496564e-05,0.000167237314092464,1.69963926768755,0,85,26,NA,99.6513826518554
"5","goserelin-acetate",NA,"YAPC","trt_cp","up",0.538922367771393,2.00620146901818e-05,0.000167237314092464,1.66259951886207,0.814007989979738,85,26,NA,99.8345544788466
"6","torcetrapib",NA,"YAPC","trt_cp","down",-0.515016034844114,2.11064579712325e-05,0.000167237314092464,-1.65897040540615,0.792899008979087,85,26,"APOA1; CETP",-99.9576538249429
"7","SB-939",NA,"YAPC","trt_cp","down",-0.512846006923485,2.119349491132e-05,0.000167237314092464,-1.65198030829138,-0.979711921910295,85,26,NA,-98.877333963602
"8","azelastine","54360","YAPC","trt_cp","up",0.531891715434722,2.03666439804882e-05,0.000167237314092464,1.64090964311879,1.07909285368326,85,26,"HRH1; ICAM1",99.3027653037107
"9","duloxetine","60835","YAPC","trt_cp","up",0.530975303584855,2.0410162450532e-05,0.000167237314092464,1.6380824717268,0,85,26,"HTR6; SLC6A2; SLC6A3; SLC6A4",99.2161033640589
"10","celecoxib","2662","YAPC","trt_cp","up",0.530253732061773,2.04536809205758e-05,0.000167237314092464,1.63585639142498,-0.792820816392384,85,26,"ABCB1; ABCB5; ABCG2; CA12; CA3; CASP3; CASP9; CYP2C9; LTF; PCNA; TF; VEGFA",99.841448042228
"11","umeclidinium",NA,"YAPC","trt_cp","down",-0.497880056151293,2.18462719619767e-05,0.000167237314092464,-1.60377196575434,0.773709077472813,85,26,"CHRM4; CHRM5",-99.4573780824076
"12","vanoxerine","10238982","YAPC","trt_cp","down",-0.494964584487724,2.1976827372108e-05,0.000167237314092464,-1.5943806441635,0,85,26,"MAOA; MAOB; SLC6A3",-99.6641849838494
"13","laropiprant",NA,"YAPC","trt_cp","up",0.50855661811656,2.13675687914951e-05,0.000167237314092464,1.56891982808437,-0.651978828840098,85,26,NA,99.914322855117
